GeneID,RPKM_zero,RPKM_final
ENSG00000198720,13.27273869,11.50443805
ENSG00000118454,13.26801361,13.37934176
ENSG00000172932,18.38609567,18.25763756
ENSG00000134461,24.26743023,16.10423147
ENSG00000132466,6.622730806,10.37897213
ENSG00000180071,16.84521743,8.685639979
ENSG00000230453,12.5513905,7.562633613
ENSG00000165887,35.0068721,31.27678652
ENSG00000260691,5.283210997,10.65350509
ENSG00000152766,16.57223282,13.43396465
ENSG00000163126,28.20805122,40.63477701
ENSG00000089847,10.95346001,11.75424196
ENSG00000107890,6.561639804,7.727706728
ENSG00000105186,9.651976163,8.98311123
ENSG00000206560,9.707550102,9.543981433
ENSG00000154065,13.9446161,12.67265845
ENSG00000148513,9.659868989,7.142166468
ENSG00000180777,12.50695469,15.18702685
ENSG00000167612,18.19579605,30.51674376
ENSG00000164236,5.339691664,11.65166679
ENSG00000272031,11.89447594,13.40454234
ENSG00000189127,27.80552537,25.38816461
ENSG00000235711,11.87859274,9.259911303
ENSG00000198483,24.871109,20.60687485
ENSG00000135976,6.302095709,4.72503097
ENSG00000186352,46.51313054,36.09284849
ENSG00000213337,10.78244836,12.92235826
ENSG00000154945,17.56173942,12.88982373
ENSG00000137494,17.98849903,17.14037687
ENSG00000065413,7.431380311,6.512384544
ENSG00000183831,24.81640751,16.52252715
ENSG00000186106,18.16705984,19.06465946
ENSG00000168876,18.90877494,13.98193093
ENSG00000151458,6.594942698,5.798070073
