,sample_1,sample_2,sample_3
"('MAR03905', 'ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144')","{'ENSG00000147576': ('ENSG00000147576', 0.13924891990694582, 41.9), 'ENSG00000180011': ('ENSG00000180011', 0.20671319375207717, 62.2), 'ENSG00000196616': ('ENSG00000196616', 0.034562977733466275, 10.4), 'ENSG00000197894': ('ENSG00000197894', 0.6178132269857096, 185.9), 'ENSG00000248144': ('ENSG00000248144', 0.001661681621801263, 0.5)}","{'ENSG00000147576': ('ENSG00000147576', 0.005239838960933866, 25.9), 'ENSG00000180011': ('ENSG00000180011', 0.004875680268668191, 24.1), 'ENSG00000196616': ('ENSG00000196616', 0.8456978696716503, 4180.2), 'ENSG00000197894': ('ENSG00000197894', 0.04011814926460176, 198.3), 'ENSG00000248144': ('ENSG00000248144', 0.10406846183414595, 514.4)}","{'ENSG00000147576': ('ENSG00000147576', 0.13261648745519714, 18.5), 'ENSG00000180011': ('ENSG00000180011', 0.16774193548387095, 23.4), 'ENSG00000196616': ('ENSG00000196616', 0.3913978494623656, 54.6), 'ENSG00000197894': ('ENSG00000197894', 0.2939068100358423, 41.0), 'ENSG00000248144': ('ENSG00000248144', 0.014336917562724014, 2.0)}"
"('MAR03907', 'ENSG00000117448')","{'ENSG00000117448': ('ENSG00000117448', 1, 51.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 315.0)}","{'ENSG00000117448': ('ENSG00000117448', 1, 39.0)}"
"('MAR04097', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 38.4)}","{'ENSG00000131069': ('ENSG00000131069', 1, 108.1)}","{'ENSG00000131069': ('ENSG00000131069', 1, 19.5)}"
"('MAR04099', 'ENSG00000111058 or ENSG00000154930')","{'ENSG00000111058': ('ENSG00000111058', 0.2972136222910217, 28.8), 'ENSG00000154930': ('ENSG00000154930', 0.7027863777089783, 68.1)}","{'ENSG00000111058': ('ENSG00000111058', 0.9368029739776952, 50.4), 'ENSG00000154930': ('ENSG00000154930', 0.06319702602230483, 3.4)}","{'ENSG00000111058': ('ENSG00000111058', 0.11462450592885376, 2.9), 'ENSG00000154930': ('ENSG00000154930', 0.8853754940711462, 22.4)}"
"('MAR04108', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 38.4)}","{'ENSG00000131069': ('ENSG00000131069', 1, 108.1)}","{'ENSG00000131069': ('ENSG00000131069', 1, 19.5)}"
"('MAR04133', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 38.4)}","{'ENSG00000131069': ('ENSG00000131069', 1, 108.1)}","{'ENSG00000131069': ('ENSG00000131069', 1, 19.5)}"
"('MAR04281', 'ENSG00000111716 or ENSG00000134333')","{'ENSG00000111716': ('ENSG00000111716', 0.8764089884372045, 2410.3), 'ENSG00000134333': ('ENSG00000134333', 0.12359101156279541, 339.9)}","{'ENSG00000111716': ('ENSG00000111716', 0.020255863539445633, 11.4), 'ENSG00000134333': ('ENSG00000134333', 0.9797441364605544, 551.4)}","{'ENSG00000111716': ('ENSG00000111716', 0.19135308246597277, 95.6), 'ENSG00000134333': ('ENSG00000134333', 0.8086469175340272, 404.0)}"
"('MAR04388', 'ENSG00000111716 or ENSG00000134333 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989')","{'ENSG00000111716': ('ENSG00000111716', 0.8764089884372045, 2410.3), 'ENSG00000134333': ('ENSG00000134333', 0.12359101156279541, 339.9)}","{'ENSG00000111716': ('ENSG00000111716', 0.020255863539445633, 11.4), 'ENSG00000134333': ('ENSG00000134333', 0.9797441364605544, 551.4)}","{'ENSG00000111716': ('ENSG00000111716', 0.19135308246597277, 95.6), 'ENSG00000134333': ('ENSG00000134333', 0.8086469175340272, 404.0)}"
"('MAR04283', 'ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254')","{'ENSG00000006534': ('ENSG00000006534', 0.625, 1.5), 'ENSG00000184254': ('ENSG00000184254', 0.375, 0.9)}","{'ENSG00000006534': ('ENSG00000006534', 0.9523809523809523, 2.0), 'ENSG00000184254': ('ENSG00000184254', 0.047619047619047616, 0.1)}","{'ENSG00000006534': ('ENSG00000006534', 0.2898550724637681, 2.0), 'ENSG00000184254': ('ENSG00000184254', 0.7101449275362319, 4.9)}"
"('MAR08357', 'ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904')","{'ENSG00000072210': ('ENSG00000072210', 0.12385919165580185, 76.0), 'ENSG00000111275': ('ENSG00000111275', 0.6831812255541069, 419.2), 'ENSG00000137124': ('ENSG00000137124', 0.013526727509778357, 8.3), 'ENSG00000143149': ('ENSG00000143149', 0.10202086049543677, 62.6), 'ENSG00000164904': ('ENSG00000164904', 0.07741199478487613, 47.5)}","{'ENSG00000072210': ('ENSG00000072210', 0.09120433017591342, 134.8), 'ENSG00000111275': ('ENSG00000111275', 0.6648849797023005, 982.7), 'ENSG00000137124': ('ENSG00000137124', 0.07760487144790258, 114.7), 'ENSG00000143149': ('ENSG00000143149', 0.10764546684709066, 159.1), 'ENSG00000164904': ('ENSG00000164904', 0.05866035182679297, 86.7)}","{'ENSG00000072210': ('ENSG00000072210', 0.3559401309635173, 76.1), 'ENSG00000111275': ('ENSG00000111275', 0.3652946679139382, 78.1), 'ENSG00000137124': ('ENSG00000137124', 0.027595884003741817, 5.9), 'ENSG00000143149': ('ENSG00000143149', 0.1870907390084191, 40.0), 'ENSG00000164904': ('ENSG00000164904', 0.06407857811038353, 13.7)}"
"('MAR04379', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.21402356577168244, 110.8), 'ENSG00000141959': ('ENSG00000141959', 0.014293992659841607, 7.4), 'ENSG00000152556': ('ENSG00000152556', 0.7716824415684759, 399.5)}","{'ENSG00000067057': ('ENSG00000067057', 0.006042296072507554, 0.4), 'ENSG00000141959': ('ENSG00000141959', 0.9531722054380665, 63.1), 'ENSG00000152556': ('ENSG00000152556', 0.04078549848942598, 2.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.09130122214234364, 25.4), 'ENSG00000141959': ('ENSG00000141959', 0.03522645578720345, 9.8), 'ENSG00000152556': ('ENSG00000152556', 0.873472322070453, 243.0)}"
"('MAR04301', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.21402356577168244, 110.8), 'ENSG00000141959': ('ENSG00000141959', 0.014293992659841607, 7.4), 'ENSG00000152556': ('ENSG00000152556', 0.7716824415684759, 399.5)}","{'ENSG00000067057': ('ENSG00000067057', 0.006042296072507554, 0.4), 'ENSG00000141959': ('ENSG00000141959', 0.9531722054380665, 63.1), 'ENSG00000152556': ('ENSG00000152556', 0.04078549848942598, 2.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.09130122214234364, 25.4), 'ENSG00000141959': ('ENSG00000141959', 0.03522645578720345, 9.8), 'ENSG00000152556': ('ENSG00000152556', 0.873472322070453, 243.0)}"
"('MAR04355', 'ENSG00000109107 or ENSG00000136872')","{'ENSG00000109107': ('ENSG00000109107', 1, 28.3)}","{'ENSG00000109107': ('ENSG00000109107', 1, 86.2)}","{'ENSG00000109107': ('ENSG00000109107', 1, 1.0)}"
"('MAR04358', 'ENSG00000067225 or ENSG00000143627')","{'ENSG00000067225': ('ENSG00000067225', 1, 298.0)}","{'ENSG00000067225': ('ENSG00000067225', 1, 3.8)}","{'ENSG00000067225': ('ENSG00000067225', 1, 485.0)}"
"('MAR04360', 'ENSG00000180011')","{'ENSG00000180011': ('ENSG00000180011', 1, 62.2)}","{'ENSG00000180011': ('ENSG00000180011', 1, 24.1)}","{'ENSG00000180011': ('ENSG00000180011', 1, 23.4)}"
"('MAR04363', 'ENSG00000074800 or ENSG00000108515 or ENSG00000111674')","{'ENSG00000074800': ('ENSG00000074800', 0.07416563658838071, 72.0), 'ENSG00000108515': ('ENSG00000108515', 0.9184177997527811, 891.6), 'ENSG00000111674': ('ENSG00000111674', 0.007416563658838071, 7.2)}","{'ENSG00000074800': ('ENSG00000074800', 0.8778213935230619, 357.8), 'ENSG00000108515': ('ENSG00000108515', 0.12168792934249265, 49.6), 'ENSG00000111674': ('ENSG00000111674', 0.0004906771344455348, 0.2)}","{'ENSG00000074800': ('ENSG00000074800', 0.02810187820147979, 79.0), 'ENSG00000108515': ('ENSG00000108515', 0.9708665338645418, 2729.3), 'ENSG00000111674': ('ENSG00000111674', 0.0010315879339783721, 2.9)}"
"('MAR04365', 'ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784')","{'ENSG00000164708': ('ENSG00000164708', 0.5201654601861427, 150.9), 'ENSG00000171314': ('ENSG00000171314', 0.3722854188210962, 108.0), 'ENSG00000172331': ('ENSG00000172331', 0.10754912099276112, 31.2)}","{'ENSG00000164708': ('ENSG00000164708', 0.007272727272727274, 1.0), 'ENSG00000171314': ('ENSG00000171314', 0.9629090909090909, 132.4), 'ENSG00000172331': ('ENSG00000172331', 0.029818181818181817, 4.1)}","{'ENSG00000164708': ('ENSG00000164708', 0.9664334005456053, 814.8), 'ENSG00000171314': ('ENSG00000171314', 0.019689242082789705, 16.6), 'ENSG00000172331': ('ENSG00000172331', 0.01387735737160479, 11.7)}"
"('MAR04368', 'ENSG00000096006 or ENSG00000102144 or ENSG00000170950')","{'ENSG00000102144': ('ENSG00000102144', 1, 532.8)}","{'ENSG00000102144': ('ENSG00000102144', 1, 211.4)}","{'ENSG00000102144': ('ENSG00000102144', 1, 148.3)}"
"('MAR04370', 'ENSG00000119640 or ENSG00000170634')","{'ENSG00000119640': ('ENSG00000119640', 0.06847068470684707, 16.7), 'ENSG00000170634': ('ENSG00000170634', 0.931529315293153, 227.2)}","{'ENSG00000119640': ('ENSG00000119640', 0.05527123848515865, 5.4), 'ENSG00000170634': ('ENSG00000170634', 0.9447287615148413, 92.3)}","{'ENSG00000119640': ('ENSG00000119640', 0.14116874589625739, 21.5), 'ENSG00000170634': ('ENSG00000170634', 0.8588312541037426, 130.8)}"
"('MAR04371', 'ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784')","{'ENSG00000164708': ('ENSG00000164708', 0.5201654601861427, 150.9), 'ENSG00000171314': ('ENSG00000171314', 0.3722854188210962, 108.0), 'ENSG00000172331': ('ENSG00000172331', 0.10754912099276112, 31.2)}","{'ENSG00000164708': ('ENSG00000164708', 0.007272727272727274, 1.0), 'ENSG00000171314': ('ENSG00000171314', 0.9629090909090909, 132.4), 'ENSG00000172331': ('ENSG00000172331', 0.029818181818181817, 4.1)}","{'ENSG00000164708': ('ENSG00000164708', 0.9664334005456053, 814.8), 'ENSG00000171314': ('ENSG00000171314', 0.019689242082789705, 16.6), 'ENSG00000172331': ('ENSG00000172331', 0.01387735737160479, 11.7)}"
"('MAR04372', 'ENSG00000119640 or ENSG00000170634')","{'ENSG00000119640': ('ENSG00000119640', 0.06847068470684707, 16.7), 'ENSG00000170634': ('ENSG00000170634', 0.931529315293153, 227.2)}","{'ENSG00000119640': ('ENSG00000119640', 0.05527123848515865, 5.4), 'ENSG00000170634': ('ENSG00000170634', 0.9447287615148413, 92.3)}","{'ENSG00000119640': ('ENSG00000119640', 0.14116874589625739, 21.5), 'ENSG00000170634': ('ENSG00000170634', 0.8588312541037426, 130.8)}"
"('MAR04373', 'ENSG00000105679 or ENSG00000111640')","{'ENSG00000111640': ('ENSG00000111640', 1, 555.1)}","{'ENSG00000111640': ('ENSG00000111640', 1, 2146.8)}","{'ENSG00000111640': ('ENSG00000111640', 1, 5935.8)}"
"('MAR04375', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.7293814432989691, 28.3), 'ENSG00000149925': ('ENSG00000149925', 0.27061855670103097, 10.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.9503858875413451, 86.2), 'ENSG00000149925': ('ENSG00000149925', 0.04961411245865491, 4.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.012345679012345678, 1.0), 'ENSG00000149925': ('ENSG00000149925', 0.9876543209876543, 80.0)}"
"('MAR04377', 'ENSG00000130957 or ENSG00000165140')",{},{},{}
"('MAR04381', 'ENSG00000105220')","{'ENSG00000105220': ('ENSG00000105220', 1, 252.1)}","{'ENSG00000105220': ('ENSG00000105220', 1, 106.6)}","{'ENSG00000105220': ('ENSG00000105220', 1, 70.3)}"
"('MAR04391', 'ENSG00000111669')","{'ENSG00000111669': ('ENSG00000111669', 1, 619.7)}","{'ENSG00000111669': ('ENSG00000111669', 1, 608.4)}","{'ENSG00000111669': ('ENSG00000111669', 1, 471.3)}"
"('MAR04394', 'ENSG00000106633 or ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 0.9068076668869796, 137.2), 'ENSG00000159399': ('ENSG00000159399', 0.0931923331130205, 14.1)}","{'ENSG00000156515': ('ENSG00000156515', 0.6666666666666667, 0.6), 'ENSG00000159399': ('ENSG00000159399', 0.33333333333333337, 0.3)}","{'ENSG00000156515': ('ENSG00000156515', 0.489749430523918, 21.5), 'ENSG00000159399': ('ENSG00000159399', 0.5102505694760819, 22.4)}"
"('MAR04396', 'ENSG00000079739 or ENSG00000169299')","{'ENSG00000079739': ('ENSG00000079739', 0.9564134495641345, 153.6), 'ENSG00000169299': ('ENSG00000169299', 0.043586550435865505, 7.0)}","{'ENSG00000079739': ('ENSG00000079739', 0.9517857142857142, 213.2), 'ENSG00000169299': ('ENSG00000169299', 0.048214285714285716, 10.8)}","{'ENSG00000079739': ('ENSG00000079739', 0.992531547772341, 385.4), 'ENSG00000169299': ('ENSG00000169299', 0.0074684522276590275, 2.9)}"
"('MAR04521', 'ENSG00000131482 or ENSG00000141349 or ENSG00000152254')","{'ENSG00000141349': ('ENSG00000141349', 1, 6.3)}","{'ENSG00000141349': ('ENSG00000141349', 1, 5.8)}","{'ENSG00000141349': ('ENSG00000141349', 1, 5.9)}"
"('MAR06412', 'ENSG00000110435 and ENSG00000150768')","{'ENSG00000110435': ('ENSG00000110435', 1, 138.6), 'ENSG00000150768': ('ENSG00000150768', 1, 67.3)}","{'ENSG00000110435': ('ENSG00000110435', 1, 23.1), 'ENSG00000150768': ('ENSG00000150768', 1, 15.3)}","{'ENSG00000110435': ('ENSG00000110435', 1, 33.2), 'ENSG00000150768': ('ENSG00000150768', 1, 17.6)}"
"('MAR07745', 'ENSG00000143891')","{'ENSG00000143891': ('ENSG00000143891', 1, 19.5)}","{'ENSG00000143891': ('ENSG00000143891', 1, 51.6)}","{'ENSG00000143891': ('ENSG00000143891', 1, 16.6)}"
"('MAR07747', 'ENSG00000159322')","{'ENSG00000159322': ('ENSG00000159322', 1, 3.1)}","{'ENSG00000159322': ('ENSG00000159322', 1, 19.3)}","{'ENSG00000159322': ('ENSG00000159322', 1, 6.8)}"
"('MAR08360', 'ENSG00000121691')","{'ENSG00000121691': ('ENSG00000121691', 1, 66.3)}","{'ENSG00000121691': ('ENSG00000121691', 1, 435.1)}","{'ENSG00000121691': ('ENSG00000121691', 1, 43.9)}"
"('MAR08652', 'ENSG00000131482 or ENSG00000141349 or ENSG00000152254')","{'ENSG00000141349': ('ENSG00000141349', 1, 6.3)}","{'ENSG00000141349': ('ENSG00000141349', 1, 5.8)}","{'ENSG00000141349': ('ENSG00000141349', 1, 5.9)}"
"('MAR08757', 'ENSG00000130649')",{},{},{}
"('MAR03989', 'ENSG00000092529 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335')","{'ENSG00000092529': ('ENSG00000092529', 0.11147540983606556, 3.4), 'ENSG00000171298': ('ENSG00000171298', 0.580327868852459, 17.7), 'ENSG00000214013': ('ENSG00000214013', 0.3081967213114754, 9.4)}","{'ENSG00000092529': ('ENSG00000092529', 0.10778443113772457, 3.6), 'ENSG00000171298': ('ENSG00000171298', 0.5598802395209581, 18.7), 'ENSG00000214013': ('ENSG00000214013', 0.3323353293413174, 11.1)}","{'ENSG00000092529': ('ENSG00000092529', 0.7131147540983607, 104.4), 'ENSG00000171298': ('ENSG00000171298', 0.06010928961748634, 8.8), 'ENSG00000214013': ('ENSG00000214013', 0.226775956284153, 33.2)}"
"('MAR04122', 'ENSG00000109814')","{'ENSG00000109814': ('ENSG00000109814', 1, 10.1)}","{'ENSG00000109814': ('ENSG00000109814', 1, 239.0)}","{'ENSG00000109814': ('ENSG00000109814', 1, 11.7)}"
"('MAR04837', 'ENSG00000118094 or ENSG00000142102')","{'ENSG00000118094': ('ENSG00000118094', 0.13333333333333333, 0.4), 'ENSG00000142102': ('ENSG00000142102', 0.8666666666666667, 2.6)}","{'ENSG00000118094': ('ENSG00000118094', 0.016806722689075633, 0.2), 'ENSG00000142102': ('ENSG00000142102', 0.9831932773109244, 11.7)}","{'ENSG00000118094': ('ENSG00000118094', 0.3333333333333333, 1.0), 'ENSG00000142102': ('ENSG00000142102', 0.6666666666666666, 2.0)}"
"('MAR05395', 'ENSG00000056998 or ENSG00000163754')","{'ENSG00000163754': ('ENSG00000163754', 1, 272.4)}","{'ENSG00000163754': ('ENSG00000163754', 1, 13.8)}","{'ENSG00000163754': ('ENSG00000163754', 1, 146.4)}"
"('MAR05396', 'ENSG00000056998 or ENSG00000104812 or ENSG00000111713 or ENSG00000163754')","{'ENSG00000104812': ('ENSG00000104812', 0.16849816849816854, 55.2), 'ENSG00000163754': ('ENSG00000163754', 0.8315018315018315, 272.4)}","{'ENSG00000104812': ('ENSG00000104812', 0.23333333333333334, 4.2), 'ENSG00000163754': ('ENSG00000163754', 0.7666666666666667, 13.8)}","{'ENSG00000104812': ('ENSG00000104812', 0.1478463329452852, 25.4), 'ENSG00000163754': ('ENSG00000163754', 0.8521536670547147, 146.4)}"
"('MAR09727', 'ENSG00000104812 or ENSG00000111713 or ENSG00000119938 or ENSG00000173281')","{'ENSG00000104812': ('ENSG00000104812', 0.14114037330605986, 55.2), 'ENSG00000119938': ('ENSG00000119938', 0.6696497059575557, 261.9), 'ENSG00000173281': ('ENSG00000173281', 0.18920992073638457, 74.0)}","{'ENSG00000104812': ('ENSG00000104812', 0.018758374274229567, 4.2), 'ENSG00000119938': ('ENSG00000119938', 0.2889682894149174, 64.7), 'ENSG00000173281': ('ENSG00000173281', 0.6922733363108531, 155.0)}","{'ENSG00000104812': ('ENSG00000104812', 0.17127444369521239, 25.4), 'ENSG00000119938': ('ENSG00000119938', 0.5394470667565744, 80.0), 'ENSG00000173281': ('ENSG00000173281', 0.28927848954821306, 42.9)}"
"('MAR05397', 'ENSG00000114480')","{'ENSG00000114480': ('ENSG00000114480', 1, 91.4)}","{'ENSG00000114480': ('ENSG00000114480', 1, 64.9)}","{'ENSG00000114480': ('ENSG00000114480', 1, 94.7)}"
"('MAR05398', 'ENSG00000068976 or ENSG00000100504 or ENSG00000100994')","{'ENSG00000100504': ('ENSG00000100504', 0.013924050632911394, 1.1), 'ENSG00000100994': ('ENSG00000100994', 0.9860759493670886, 77.9)}","{'ENSG00000100504': ('ENSG00000100504', 0.9417322834645668, 59.8), 'ENSG00000100994': ('ENSG00000100994', 0.05826771653543308, 3.7)}","{'ENSG00000100504': ('ENSG00000100504', 0.1020408163265306, 2.0), 'ENSG00000100994': ('ENSG00000100994', 0.8979591836734694, 17.6)}"
"('MAR05399', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 147.9)}","{'ENSG00000162688': ('ENSG00000162688', 1, 91.0)}","{'ENSG00000162688': ('ENSG00000162688', 1, 274.2)}"
"('MAR05400', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 147.9)}","{'ENSG00000162688': ('ENSG00000162688', 1, 91.0)}","{'ENSG00000162688': ('ENSG00000162688', 1, 274.2)}"
"('MAR05401', 'ENSG00000068976 or ENSG00000100504 or ENSG00000100994')","{'ENSG00000100504': ('ENSG00000100504', 0.013924050632911394, 1.1), 'ENSG00000100994': ('ENSG00000100994', 0.9860759493670886, 77.9)}","{'ENSG00000100504': ('ENSG00000100504', 0.9417322834645668, 59.8), 'ENSG00000100994': ('ENSG00000100994', 0.05826771653543308, 3.7)}","{'ENSG00000100504': ('ENSG00000100504', 0.1020408163265306, 2.0), 'ENSG00000100994': ('ENSG00000100994', 0.8979591836734694, 17.6)}"
"('MAR08568', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08569', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08570', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08571', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08572', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08573', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08574', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08575', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08576', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08577', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08578', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08579', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08581', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08591', 'ENSG00000214013 or ENSG00000257335')","{'ENSG00000214013': ('ENSG00000214013', 1, 9.4)}","{'ENSG00000214013': ('ENSG00000214013', 1, 11.1)}","{'ENSG00000214013': ('ENSG00000214013', 1, 33.2)}"
"('MAR08592', 'ENSG00000171298')","{'ENSG00000171298': ('ENSG00000171298', 1, 17.7)}","{'ENSG00000171298': ('ENSG00000171298', 1, 18.7)}","{'ENSG00000171298': ('ENSG00000171298', 1, 8.8)}"
"('MAR08580', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08582', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 6.6)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 4.9)}"
"('MAR08587', 'ENSG00000214013 or ENSG00000257335')","{'ENSG00000214013': ('ENSG00000214013', 1, 9.4)}","{'ENSG00000214013': ('ENSG00000214013', 1, 11.1)}","{'ENSG00000214013': ('ENSG00000214013', 1, 33.2)}"
"('MAR08589', 'ENSG00000171298')","{'ENSG00000171298': ('ENSG00000171298', 1, 17.7)}","{'ENSG00000171298': ('ENSG00000171298', 1, 18.7)}","{'ENSG00000171298': ('ENSG00000171298', 1, 8.8)}"
"('MAR08583', 'ENSG00000257335')",{},{},{}
"('MAR08584', 'ENSG00000090402')",{},{},{}
"('MAR08585', 'ENSG00000165434')","{'ENSG00000165434': ('ENSG00000165434', 1, 5.9)}","{'ENSG00000165434': ('ENSG00000165434', 1, 0.9)}","{'ENSG00000165434': ('ENSG00000165434', 1, 29.3)}"
"('MAR03944', 'ENSG00000169764')","{'ENSG00000169764': ('ENSG00000169764', 1, 378.4)}","{'ENSG00000169764': ('ENSG00000169764', 1, 597.8)}","{'ENSG00000169764': ('ENSG00000169764', 1, 180.5)}"
"('MAR04128', 'ENSG00000117308')","{'ENSG00000117308': ('ENSG00000117308', 1, 3.4)}","{'ENSG00000117308': ('ENSG00000117308', 1, 40.8)}","{'ENSG00000117308': ('ENSG00000117308', 1, 3.9)}"
"('MAR04130', 'ENSG00000108479 or ENSG00000156958')","{'ENSG00000108479': ('ENSG00000108479', 0.8229166666666667, 15.8), 'ENSG00000156958': ('ENSG00000156958', 0.17708333333333334, 3.4)}","{'ENSG00000108479': ('ENSG00000108479', 0.8549723756906077, 123.8), 'ENSG00000156958': ('ENSG00000156958', 0.14502762430939226, 21.0)}","{'ENSG00000108479': ('ENSG00000108479', 0.1396011396011396, 4.9), 'ENSG00000156958': ('ENSG00000156958', 0.8603988603988604, 30.2)}"
