,sample_1,sample_2,sample_3,sample_4
"('MAR03905', 'ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144')","{'ENSG00000147576': ('ENSG00000147576', 0.101890756302521, 9.7), 'ENSG00000172955': ('ENSG00000172955', 0.06092436974789915, 5.8), 'ENSG00000180011': ('ENSG00000180011', 0.2857142857142857, 27.2), 'ENSG00000197894': ('ENSG00000197894', 0.551470588235294, 52.5)}","{'ENSG00000147576': ('ENSG00000147576', 0.05989583333333333, 9.2), 'ENSG00000172955': ('ENSG00000172955', 0.039713541666666664, 6.1), 'ENSG00000180011': ('ENSG00000180011', 0.13997395833333334, 21.5), 'ENSG00000197894': ('ENSG00000197894', 0.7604166666666666, 116.8)}","{'ENSG00000147576': ('ENSG00000147576', 0.04547050561797753, 25.9), 'ENSG00000172955': ('ENSG00000172955', 0.5640800561797753, 321.3), 'ENSG00000180011': ('ENSG00000180011', 0.04231039325842697, 24.1), 'ENSG00000197894': ('ENSG00000197894', 0.34813904494382025, 198.3)}","{'ENSG00000147576': ('ENSG00000147576', 0.03561643835616439, 13.0), 'ENSG00000172955': ('ENSG00000172955', 0.18904109589041093, 69.0), 'ENSG00000180011': ('ENSG00000180011', 0.04657534246575342, 17.0), 'ENSG00000197894': ('ENSG00000197894', 0.7287671232876712, 266.0)}"
"('MAR03907', 'ENSG00000117448')","{'ENSG00000117448': ('ENSG00000117448', 1, 83.6)}","{'ENSG00000117448': ('ENSG00000117448', 1, 119.9)}","{'ENSG00000117448': ('ENSG00000117448', 1, 315.0)}","{'ENSG00000117448': ('ENSG00000117448', 1, 1034.2)}"
"('MAR04097', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 11.7)}","{'ENSG00000131069': ('ENSG00000131069', 1, 18.4)}","{'ENSG00000131069': ('ENSG00000131069', 1, 108.1)}","{'ENSG00000131069': ('ENSG00000131069', 1, 54.4)}"
"('MAR04099', 'ENSG00000111058 or ENSG00000154930')","{'ENSG00000111058': ('ENSG00000111058', 0.5, 9.7), 'ENSG00000154930': ('ENSG00000154930', 0.5, 9.7)}","{'ENSG00000111058': ('ENSG00000111058', 0.11030741410488244, 6.1), 'ENSG00000154930': ('ENSG00000154930', 0.8896925858951176, 49.2)}","{'ENSG00000111058': ('ENSG00000111058', 0.9368029739776952, 50.4), 'ENSG00000154930': ('ENSG00000154930', 0.06319702602230483, 3.4)}","{'ENSG00000111058': ('ENSG00000111058', 0.6281179138321996, 27.7), 'ENSG00000154930': ('ENSG00000154930', 0.3718820861678005, 16.4)}"
"('MAR04108', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 11.7)}","{'ENSG00000131069': ('ENSG00000131069', 1, 18.4)}","{'ENSG00000131069': ('ENSG00000131069', 1, 108.1)}","{'ENSG00000131069': ('ENSG00000131069', 1, 54.4)}"
"('MAR04133', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 11.7)}","{'ENSG00000131069': ('ENSG00000131069', 1, 18.4)}","{'ENSG00000131069': ('ENSG00000131069', 1, 108.1)}","{'ENSG00000131069': ('ENSG00000131069', 1, 54.4)}"
"('MAR04281', 'ENSG00000111716 or ENSG00000134333')","{'ENSG00000111716': ('ENSG00000111716', 0.6004962779156328, 435.6), 'ENSG00000134333': ('ENSG00000134333', 0.3995037220843672, 289.8)}","{'ENSG00000111716': ('ENSG00000111716', 0.9027503145784649, 2511.0), 'ENSG00000134333': ('ENSG00000134333', 0.09724968542153514, 270.5)}","{'ENSG00000111716': ('ENSG00000111716', 0.020255863539445633, 11.4), 'ENSG00000134333': ('ENSG00000134333', 0.9797441364605544, 551.4)}","{'ENSG00000111716': ('ENSG00000111716', 0.861782978466735, 2857.5), 'ENSG00000134333': ('ENSG00000134333', 0.13821702153326498, 458.3)}"
"('MAR04388', 'ENSG00000111716 or ENSG00000134333 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989')","{'ENSG00000111716': ('ENSG00000111716', 0.6004962779156328, 435.6), 'ENSG00000134333': ('ENSG00000134333', 0.3995037220843672, 289.8)}","{'ENSG00000111716': ('ENSG00000111716', 0.9027503145784649, 2511.0), 'ENSG00000134333': ('ENSG00000134333', 0.09724968542153514, 270.5)}","{'ENSG00000111716': ('ENSG00000111716', 0.020255863539445633, 11.4), 'ENSG00000134333': ('ENSG00000134333', 0.9797441364605544, 551.4)}","{'ENSG00000111716': ('ENSG00000111716', 0.861782978466735, 2857.5), 'ENSG00000134333': ('ENSG00000134333', 0.13821702153326498, 458.3)}"
"('MAR04283', 'ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254')","{'ENSG00000184254': ('ENSG00000184254', 1, 107.0)}","{'ENSG00000184254': ('ENSG00000184254', 1, 6.1)}","{'ENSG00000184254': ('ENSG00000184254', 1, 0.1)}","{'ENSG00000184254': ('ENSG00000184254', 1, 0.7)}"
"('MAR08357', 'ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904')","{'ENSG00000072210': ('ENSG00000072210', 0.13142857142857142, 25.3), 'ENSG00000111275': ('ENSG00000111275', 0.3231168831168831, 62.2), 'ENSG00000137124': ('ENSG00000137124', 0.12103896103896104, 23.3), 'ENSG00000143149': ('ENSG00000143149', 0.22233766233766233, 42.8), 'ENSG00000164904': ('ENSG00000164904', 0.20207792207792208, 38.9)}","{'ENSG00000072210': ('ENSG00000072210', 0.09318996415770607, 33.8), 'ENSG00000111275': ('ENSG00000111275', 0.4915908464295561, 178.3), 'ENSG00000137124': ('ENSG00000137124', 0.016818307140887785, 6.1), 'ENSG00000143149': ('ENSG00000143149', 0.2288392610973256, 83.0), 'ENSG00000164904': ('ENSG00000164904', 0.1695616211745244, 61.5)}","{'ENSG00000072210': ('ENSG00000072210', 0.09120433017591342, 134.8), 'ENSG00000111275': ('ENSG00000111275', 0.6648849797023005, 982.7), 'ENSG00000137124': ('ENSG00000137124', 0.07760487144790258, 114.7), 'ENSG00000143149': ('ENSG00000143149', 0.10764546684709066, 159.1), 'ENSG00000164904': ('ENSG00000164904', 0.05866035182679297, 86.7)}","{'ENSG00000072210': ('ENSG00000072210', 0.07182890855457229, 97.4), 'ENSG00000111275': ('ENSG00000111275', 0.4775073746312685, 647.5), 'ENSG00000137124': ('ENSG00000137124', 0.12522123893805312, 169.8), 'ENSG00000143149': ('ENSG00000143149', 0.12293510324483777, 166.7), 'ENSG00000164904': ('ENSG00000164904', 0.20250737463126844, 274.6)}"
"('MAR04379', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.38944555778223117, 58.3), 'ENSG00000141959': ('ENSG00000141959', 0.49365397461589855, 73.9), 'ENSG00000152556': ('ENSG00000152556', 0.11690046760187042, 17.5)}","{'ENSG00000067057': ('ENSG00000067057', 0.17397454031117396, 24.6), 'ENSG00000141959': ('ENSG00000141959', 0.49999999999999994, 70.7), 'ENSG00000152556': ('ENSG00000152556', 0.326025459688826, 46.1)}","{'ENSG00000067057': ('ENSG00000067057', 0.006042296072507554, 0.4), 'ENSG00000141959': ('ENSG00000141959', 0.9531722054380665, 63.1), 'ENSG00000152556': ('ENSG00000152556', 0.04078549848942598, 2.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.04968553459119497, 7.9), 'ENSG00000141959': ('ENSG00000141959', 0.781132075471698, 124.2), 'ENSG00000152556': ('ENSG00000152556', 0.1691823899371069, 26.9)}"
"('MAR04301', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.38944555778223117, 58.3), 'ENSG00000141959': ('ENSG00000141959', 0.49365397461589855, 73.9), 'ENSG00000152556': ('ENSG00000152556', 0.11690046760187042, 17.5)}","{'ENSG00000067057': ('ENSG00000067057', 0.17397454031117396, 24.6), 'ENSG00000141959': ('ENSG00000141959', 0.49999999999999994, 70.7), 'ENSG00000152556': ('ENSG00000152556', 0.326025459688826, 46.1)}","{'ENSG00000067057': ('ENSG00000067057', 0.006042296072507554, 0.4), 'ENSG00000141959': ('ENSG00000141959', 0.9531722054380665, 63.1), 'ENSG00000152556': ('ENSG00000152556', 0.04078549848942598, 2.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.04968553459119497, 7.9), 'ENSG00000141959': ('ENSG00000141959', 0.781132075471698, 124.2), 'ENSG00000152556': ('ENSG00000152556', 0.1691823899371069, 26.9)}"
"('MAR04355', 'ENSG00000109107 or ENSG00000136872')","{'ENSG00000109107': ('ENSG00000109107', 0.040082219938335044, 3.9), 'ENSG00000136872': ('ENSG00000136872', 0.959917780061665, 93.4)}","{'ENSG00000109107': ('ENSG00000109107', 0.012927439532944122, 3.1), 'ENSG00000136872': ('ENSG00000136872', 0.9870725604670559, 236.7)}","{'ENSG00000109107': ('ENSG00000109107', 0.025274886380296145, 86.2), 'ENSG00000136872': ('ENSG00000136872', 0.9747251136197039, 3324.3)}","{'ENSG00000109107': ('ENSG00000109107', 0.0004118230658355329, 2.2), 'ENSG00000136872': ('ENSG00000136872', 0.9995881769341645, 5339.9)}"
"('MAR04358', 'ENSG00000067225 or ENSG00000143627')","{'ENSG00000067225': ('ENSG00000067225', 1, 832.4)}","{'ENSG00000067225': ('ENSG00000067225', 1, 528.6)}","{'ENSG00000067225': ('ENSG00000067225', 1, 3.8)}","{'ENSG00000067225': ('ENSG00000067225', 1, 206.4)}"
"('MAR04360', 'ENSG00000180011')","{'ENSG00000180011': ('ENSG00000180011', 1, 27.2)}","{'ENSG00000180011': ('ENSG00000180011', 1, 21.5)}","{'ENSG00000180011': ('ENSG00000180011', 1, 24.1)}","{'ENSG00000180011': ('ENSG00000180011', 1, 17.0)}"
"('MAR04363', 'ENSG00000074800 or ENSG00000108515 or ENSG00000111674')","{'ENSG00000074800': ('ENSG00000074800', 1, 548.4)}","{'ENSG00000074800': ('ENSG00000074800', 1, 670.0)}","{'ENSG00000074800': ('ENSG00000074800', 1, 357.8)}","{'ENSG00000074800': ('ENSG00000074800', 1, 1029.8)}"
"('MAR04365', 'ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784')","{'ENSG00000171314': ('ENSG00000171314', 0.7502008032128514, 93.4), 'ENSG00000172331': ('ENSG00000172331', 0.2497991967871486, 31.1)}","{'ENSG00000171314': ('ENSG00000171314', 0.7222054835793914, 239.7), 'ENSG00000172331': ('ENSG00000172331', 0.27779451642060865, 92.2)}","{'ENSG00000171314': ('ENSG00000171314', 0.96996336996337, 132.4), 'ENSG00000172331': ('ENSG00000172331', 0.030036630036630034, 4.1)}","{'ENSG00000171314': ('ENSG00000171314', 0.7664449371766444, 207.4), 'ENSG00000172331': ('ENSG00000172331', 0.2335550628233555, 63.2)}"
"('MAR04368', 'ENSG00000096006 or ENSG00000102144 or ENSG00000170950')","{'ENSG00000102144': ('ENSG00000102144', 1, 173.1)}","{'ENSG00000102144': ('ENSG00000102144', 1, 344.2)}","{'ENSG00000102144': ('ENSG00000102144', 1, 211.4)}","{'ENSG00000102144': ('ENSG00000102144', 1, 528.2)}"
"('MAR04370', 'ENSG00000119640 or ENSG00000170634')","{'ENSG00000119640': ('ENSG00000119640', 0.7622549019607844, 62.2), 'ENSG00000170634': ('ENSG00000170634', 0.23774509803921567, 19.4)}","{'ENSG00000119640': ('ENSG00000119640', 0.4689725330620549, 46.1), 'ENSG00000170634': ('ENSG00000170634', 0.531027466937945, 52.2)}","{'ENSG00000119640': ('ENSG00000119640', 0.05527123848515865, 5.4), 'ENSG00000170634': ('ENSG00000170634', 0.9447287615148413, 92.3)}","{'ENSG00000119640': ('ENSG00000119640', 0.28947368421052627, 23.1), 'ENSG00000170634': ('ENSG00000170634', 0.7105263157894737, 56.7)}"
"('MAR04371', 'ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784')","{'ENSG00000171314': ('ENSG00000171314', 0.7502008032128514, 93.4), 'ENSG00000172331': ('ENSG00000172331', 0.2497991967871486, 31.1)}","{'ENSG00000171314': ('ENSG00000171314', 0.7222054835793914, 239.7), 'ENSG00000172331': ('ENSG00000172331', 0.27779451642060865, 92.2)}","{'ENSG00000171314': ('ENSG00000171314', 0.96996336996337, 132.4), 'ENSG00000172331': ('ENSG00000172331', 0.030036630036630034, 4.1)}","{'ENSG00000171314': ('ENSG00000171314', 0.7664449371766444, 207.4), 'ENSG00000172331': ('ENSG00000172331', 0.2335550628233555, 63.2)}"
"('MAR04372', 'ENSG00000119640 or ENSG00000170634')","{'ENSG00000119640': ('ENSG00000119640', 0.7622549019607844, 62.2), 'ENSG00000170634': ('ENSG00000170634', 0.23774509803921567, 19.4)}","{'ENSG00000119640': ('ENSG00000119640', 0.4689725330620549, 46.1), 'ENSG00000170634': ('ENSG00000170634', 0.531027466937945, 52.2)}","{'ENSG00000119640': ('ENSG00000119640', 0.05527123848515865, 5.4), 'ENSG00000170634': ('ENSG00000170634', 0.9447287615148413, 92.3)}","{'ENSG00000119640': ('ENSG00000119640', 0.28947368421052627, 23.1), 'ENSG00000170634': ('ENSG00000170634', 0.7105263157894737, 56.7)}"
"('MAR04373', 'ENSG00000105679 or ENSG00000111640')","{'ENSG00000111640': ('ENSG00000111640', 1, 1034.7)}","{'ENSG00000111640': ('ENSG00000111640', 1, 2695.4)}","{'ENSG00000111640': ('ENSG00000111640', 1, 2146.8)}","{'ENSG00000111640': ('ENSG00000111640', 1, 6752.7)}"
"('MAR04375', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.028240405503258507, 3.9), 'ENSG00000136872': ('ENSG00000136872', 0.6763215061549602, 93.4), 'ENSG00000149925': ('ENSG00000149925', 0.29543808834178126, 40.8)}","{'ENSG00000109107': ('ENSG00000109107', 0.009250969859743361, 3.1), 'ENSG00000136872': ('ENSG00000136872', 0.7063563115487915, 236.7), 'ENSG00000149925': ('ENSG00000149925', 0.28439271859146525, 95.3)}","{'ENSG00000109107': ('ENSG00000109107', 0.025241581259150804, 86.2), 'ENSG00000136872': ('ENSG00000136872', 0.9734407027818448, 3324.3), 'ENSG00000149925': ('ENSG00000149925', 0.0013177159590043923, 4.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.0004056421130266434, 2.2), 'ENSG00000136872': ('ENSG00000136872', 0.9845855997049876, 5339.9), 'ENSG00000149925': ('ENSG00000149925', 0.015008758181985805, 81.4)}"
"('MAR04377', 'ENSG00000130957 or ENSG00000165140')","{'ENSG00000165140': ('ENSG00000165140', 1, 52.5)}","{'ENSG00000165140': ('ENSG00000165140', 1, 58.4)}","{'ENSG00000165140': ('ENSG00000165140', 1, 590.8)}","{'ENSG00000165140': ('ENSG00000165140', 1, 628.6)}"
"('MAR04381', 'ENSG00000105220')","{'ENSG00000105220': ('ENSG00000105220', 1, 52.5)}","{'ENSG00000105220': ('ENSG00000105220', 1, 83.0)}","{'ENSG00000105220': ('ENSG00000105220', 1, 106.6)}","{'ENSG00000105220': ('ENSG00000105220', 1, 98.5)}"
"('MAR04391', 'ENSG00000111669')","{'ENSG00000111669': ('ENSG00000111669', 1, 377.3)}","{'ENSG00000111669': ('ENSG00000111669', 1, 1189.4)}","{'ENSG00000111669': ('ENSG00000111669', 1, 608.4)}","{'ENSG00000111669': ('ENSG00000111669', 1, 1501.3)}"
"('MAR04394', 'ENSG00000106633 or ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.40102827763496146, 15.6), 'ENSG00000156515': ('ENSG00000156515', 0.5989717223650386, 23.3)}","{'ENSG00000156510': ('ENSG00000156510', 0.14418604651162792, 3.1), 'ENSG00000156515': ('ENSG00000156515', 0.8558139534883721, 18.4)}","{'ENSG00000156510': ('ENSG00000156510', 0.25, 0.2), 'ENSG00000156515': ('ENSG00000156515', 0.7499999999999999, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.9385474860335195, 16.8), 'ENSG00000156515': ('ENSG00000156515', 0.061452513966480445, 1.1)}"
"('MAR04396', 'ENSG00000079739 or ENSG00000169299')","{'ENSG00000079739': ('ENSG00000079739', 0.6685714285714285, 11.7), 'ENSG00000169299': ('ENSG00000169299', 0.3314285714285714, 5.8)}","{'ENSG00000079739': ('ENSG00000079739', 0.8953687821612349, 52.2), 'ENSG00000169299': ('ENSG00000169299', 0.104631217838765, 6.1)}","{'ENSG00000079739': ('ENSG00000079739', 0.9517857142857142, 213.2), 'ENSG00000169299': ('ENSG00000169299', 0.048214285714285716, 10.8)}","{'ENSG00000079739': ('ENSG00000079739', 0.8398203592814372, 56.1), 'ENSG00000169299': ('ENSG00000169299', 0.16017964071856286, 10.7)}"
"('MAR04521', 'ENSG00000131482 or ENSG00000141349 or ENSG00000152254')","{'ENSG00000141349': ('ENSG00000141349', 1, 42.8)}","{'ENSG00000141349': ('ENSG00000141349', 1, 9.2)}","{'ENSG00000141349': ('ENSG00000141349', 1, 5.8)}","{'ENSG00000141349': ('ENSG00000141349', 1, 30.3)}"
"('MAR06412', 'ENSG00000110435 and ENSG00000150768')","{'ENSG00000110435': ('ENSG00000110435', 1, 3.9), 'ENSG00000150768': ('ENSG00000150768', 1, 11.7)}","{'ENSG00000110435': ('ENSG00000110435', 1, 46.1), 'ENSG00000150768': ('ENSG00000150768', 1, 49.2)}","{'ENSG00000110435': ('ENSG00000110435', 1, 23.1), 'ENSG00000150768': ('ENSG00000150768', 1, 15.3)}","{'ENSG00000110435': ('ENSG00000110435', 1, 28.1), 'ENSG00000150768': ('ENSG00000150768', 1, 36.8)}"
"('MAR07745', 'ENSG00000143891')","{'ENSG00000143891': ('ENSG00000143891', 1, 62.2)}","{'ENSG00000143891': ('ENSG00000143891', 1, 15.4)}","{'ENSG00000143891': ('ENSG00000143891', 1, 51.6)}","{'ENSG00000143891': ('ENSG00000143891', 1, 196.9)}"
"('MAR07747', 'ENSG00000159322')",{},{},{},{}
"('MAR08360', 'ENSG00000121691')","{'ENSG00000121691': ('ENSG00000121691', 1, 70.0)}","{'ENSG00000121691': ('ENSG00000121691', 1, 166.0)}","{'ENSG00000121691': ('ENSG00000121691', 1, 435.1)}","{'ENSG00000121691': ('ENSG00000121691', 1, 224.8)}"
"('MAR08652', 'ENSG00000131482 or ENSG00000141349 or ENSG00000152254')","{'ENSG00000141349': ('ENSG00000141349', 1, 42.8)}","{'ENSG00000141349': ('ENSG00000141349', 1, 9.2)}","{'ENSG00000141349': ('ENSG00000141349', 1, 5.8)}","{'ENSG00000141349': ('ENSG00000141349', 1, 30.3)}"
"('MAR08757', 'ENSG00000130649')",{},{},{},{}
"('MAR03989', 'ENSG00000092529 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335')","{'ENSG00000092529': ('ENSG00000092529', 0.12258064516129033, 1.9), 'ENSG00000171298': ('ENSG00000171298', 0.7548387096774193, 11.7), 'ENSG00000214013': ('ENSG00000214013', 0.12258064516129032, 1.9)}","{'ENSG00000092529': ('ENSG00000092529', 0.2012987012987013, 3.1), 'ENSG00000171298': ('ENSG00000171298', 0.2012987012987013, 3.1), 'ENSG00000214013': ('ENSG00000214013', 0.5974025974025974, 9.2)}","{'ENSG00000092529': ('ENSG00000092529', 0.10778443113772457, 3.6), 'ENSG00000171298': ('ENSG00000171298', 0.5598802395209581, 18.7), 'ENSG00000214013': ('ENSG00000214013', 0.3323353293413174, 11.1)}","{'ENSG00000092529': ('ENSG00000092529', 0.7188235294117648, 61.1), 'ENSG00000171298': ('ENSG00000171298', 0.2035294117647059, 17.3), 'ENSG00000214013': ('ENSG00000214013', 0.0776470588235294, 6.6)}"
"('MAR04122', 'ENSG00000109814')","{'ENSG00000109814': ('ENSG00000109814', 1, 21.4)}","{'ENSG00000109814': ('ENSG00000109814', 1, 46.1)}","{'ENSG00000109814': ('ENSG00000109814', 1, 239.0)}","{'ENSG00000109814': ('ENSG00000109814', 1, 78.4)}"
"('MAR04837', 'ENSG00000118094 or ENSG00000142102')",{},{},{},{}
"('MAR05395', 'ENSG00000056998 or ENSG00000163754')","{'ENSG00000163754': ('ENSG00000163754', 1, 35.0)}","{'ENSG00000163754': ('ENSG00000163754', 1, 30.7)}","{'ENSG00000163754': ('ENSG00000163754', 1, 13.8)}","{'ENSG00000163754': ('ENSG00000163754', 1, 18.3)}"
"('MAR05396', 'ENSG00000056998 or ENSG00000104812 or ENSG00000111713 or ENSG00000163754')","{'ENSG00000163754': ('ENSG00000163754', 1, 35.0)}","{'ENSG00000163754': ('ENSG00000163754', 1, 30.7)}","{'ENSG00000163754': ('ENSG00000163754', 1, 13.8)}","{'ENSG00000163754': ('ENSG00000163754', 1, 18.3)}"
"('MAR09727', 'ENSG00000104812 or ENSG00000111713 or ENSG00000119938 or ENSG00000173281')","{'ENSG00000119938': ('ENSG00000119938', 0.2867647058823529, 3.9), 'ENSG00000173281': ('ENSG00000173281', 0.7132352941176471, 9.7)}","{'ENSG00000119938': ('ENSG00000119938', 0.3369565217391305, 3.1), 'ENSG00000173281': ('ENSG00000173281', 0.6630434782608696, 6.1)}","{'ENSG00000119938': ('ENSG00000119938', 0.29449248975876197, 64.7), 'ENSG00000173281': ('ENSG00000173281', 0.705507510241238, 155.0)}","{'ENSG00000119938': ('ENSG00000119938', 0.25, 2.0), 'ENSG00000173281': ('ENSG00000173281', 0.75, 6.0)}"
"('MAR05397', 'ENSG00000114480')","{'ENSG00000114480': ('ENSG00000114480', 1, 27.2)}","{'ENSG00000114480': ('ENSG00000114480', 1, 21.5)}","{'ENSG00000114480': ('ENSG00000114480', 1, 64.9)}","{'ENSG00000114480': ('ENSG00000114480', 1, 45.7)}"
"('MAR05398', 'ENSG00000068976 or ENSG00000100504 or ENSG00000100994')","{'ENSG00000100504': ('ENSG00000100504', 0.22285714285714286, 7.8), 'ENSG00000100994': ('ENSG00000100994', 0.7771428571428571, 27.2)}","{'ENSG00000100504': ('ENSG00000100504', 0.39869281045751637, 6.1), 'ENSG00000100994': ('ENSG00000100994', 0.6013071895424836, 9.2)}","{'ENSG00000100504': ('ENSG00000100504', 0.9417322834645668, 59.8), 'ENSG00000100994': ('ENSG00000100994', 0.05826771653543308, 3.7)}","{'ENSG00000100504': ('ENSG00000100504', 0.30994152046783624, 5.3), 'ENSG00000100994': ('ENSG00000100994', 0.6900584795321637, 11.8)}"
"('MAR05399', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 13.6)}","{'ENSG00000162688': ('ENSG00000162688', 1, 18.4)}","{'ENSG00000162688': ('ENSG00000162688', 1, 91.0)}","{'ENSG00000162688': ('ENSG00000162688', 1, 17.5)}"
"('MAR05400', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 13.6)}","{'ENSG00000162688': ('ENSG00000162688', 1, 18.4)}","{'ENSG00000162688': ('ENSG00000162688', 1, 91.0)}","{'ENSG00000162688': ('ENSG00000162688', 1, 17.5)}"
"('MAR05401', 'ENSG00000068976 or ENSG00000100504 or ENSG00000100994')","{'ENSG00000100504': ('ENSG00000100504', 0.22285714285714286, 7.8), 'ENSG00000100994': ('ENSG00000100994', 0.7771428571428571, 27.2)}","{'ENSG00000100504': ('ENSG00000100504', 0.39869281045751637, 6.1), 'ENSG00000100994': ('ENSG00000100994', 0.6013071895424836, 9.2)}","{'ENSG00000100504': ('ENSG00000100504', 0.9417322834645668, 59.8), 'ENSG00000100994': ('ENSG00000100994', 0.05826771653543308, 3.7)}","{'ENSG00000100504': ('ENSG00000100504', 0.30994152046783624, 5.3), 'ENSG00000100994': ('ENSG00000100994', 0.6900584795321637, 11.8)}"
"('MAR08568', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08569', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08570', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08571', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08572', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08573', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08574', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08575', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08576', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08577', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08578', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08579', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08581', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08591', 'ENSG00000214013 or ENSG00000257335')","{'ENSG00000214013': ('ENSG00000214013', 1, 1.9)}","{'ENSG00000214013': ('ENSG00000214013', 1, 9.2)}","{'ENSG00000214013': ('ENSG00000214013', 1, 11.1)}","{'ENSG00000214013': ('ENSG00000214013', 1, 6.6)}"
"('MAR08592', 'ENSG00000171298')","{'ENSG00000171298': ('ENSG00000171298', 1, 11.7)}","{'ENSG00000171298': ('ENSG00000171298', 1, 3.1)}","{'ENSG00000171298': ('ENSG00000171298', 1, 18.7)}","{'ENSG00000171298': ('ENSG00000171298', 1, 17.3)}"
"('MAR08580', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08582', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')",{},{},{},{}
"('MAR08587', 'ENSG00000214013 or ENSG00000257335')","{'ENSG00000214013': ('ENSG00000214013', 1, 1.9)}","{'ENSG00000214013': ('ENSG00000214013', 1, 9.2)}","{'ENSG00000214013': ('ENSG00000214013', 1, 11.1)}","{'ENSG00000214013': ('ENSG00000214013', 1, 6.6)}"
"('MAR08589', 'ENSG00000171298')","{'ENSG00000171298': ('ENSG00000171298', 1, 11.7)}","{'ENSG00000171298': ('ENSG00000171298', 1, 3.1)}","{'ENSG00000171298': ('ENSG00000171298', 1, 18.7)}","{'ENSG00000171298': ('ENSG00000171298', 1, 17.3)}"
"('MAR08583', 'ENSG00000257335')",{},{},{},{}
"('MAR08584', 'ENSG00000090402')",{},{},{},{}
"('MAR08585', 'ENSG00000165434')","{'ENSG00000165434': ('ENSG00000165434', 1, 11.7)}","{'ENSG00000165434': ('ENSG00000165434', 1, 9.2)}","{'ENSG00000165434': ('ENSG00000165434', 1, 0.9)}","{'ENSG00000165434': ('ENSG00000165434', 1, 6.0)}"
