,sample_1,sample_2,sample_3,sample_4
MAR08480,-1.0,-1.0,-1.0,-1.0
MAR08481,-1.0,-1.0,-1.0,-1.0
MAR08482,15.6,52.2,43.4,48.4
MAR08483,87.5,181.3,83.4,226.6
MAR08484,-1.0,-1.0,-1.0,-1.0
MAR08485,17.5,3.1,11.9,11.6
MAR08486,50.6,33.8,32.0,83.9
MAR08487,15.6,27.7,18.9,89.5
MAR08488,44.7,49.2,35.9,97.8
MAR08489,44.7,49.2,35.9,97.8
MAR08493,7.8,6.1,77.2,28.0
MAR08494,7.8,6.1,77.2,28.0
MAR08495,7.8,6.1,77.2,28.0
MAR03802,60.3,95.3,375.8,131.5
MAR03804,60.3,95.3,375.8,131.5
MAR03811,37.0,64.5,1030.8,1113.7
MAR03813,29.2,64.5,508.0,221.3
MAR03822,40.8,40.0,323.4,255.4
MAR03827,40.8,58.4,167.1,61.0
MAR03829,64.2,190.6,192.1,134.0
MAR03862,23.3,76.8,3.1,209.9
MAR03865,40.8,58.4,167.1,61.0
MAR03870,9.7,3.1,37.5,16.7
MAR03873,-1.0,-1.0,-1.0,-1.0
MAR08654,-1.0,-1.0,-1.0,-1.0
MAR03890,89.5,79.9,667.1,43.2
MAR03892,355.9,52.2,4.2,517.3
MAR09802,-1.0,-1.0,-1.0,-1.0
MAR03899,5.8,21.5,191.0,151.6
MAR03903,-1.0,-1.0,-1.0,-1.0
MAR04109,13.6,12.3,103.4,28.4
MAR04114,31.1,116.8,238.9,671.8
MAR04115,31.1,116.8,238.9,671.8
MAR04118,9.7,3.1,37.5,16.7
MAR04172,23.3,76.8,3.1,209.9
MAR04196,-1.0,-1.0,-1.0,-1.0
MAR04197,11.7,24.6,17.7,36.6
MAR04287,289.8,270.5,551.4,458.3
MAR04690,-1.0,-1.0,-1.0,-1.0
MAR04693,1.9,6.1,263.2,76.0
MAR06780,40.8,58.4,167.1,61.0
MAR06968,-1.0,-1.0,-1.0,-1.0
MAR06969,13.6,9.2,26.8,433.6
MAR06970,5.8,21.5,191.0,151.6
MAR06971,42.8,95.3,59.1,159.5
MAR06972,42.8,95.3,59.1,159.5
MAR07641,-1.0,-1.0,-1.0,-1.0
MAR07642,-1.0,-1.0,-1.0,-1.0
MAR08626,-1.0,-1.0,-1.0,-1.0
MAR08628,13.6,9.2,26.8,433.6
MAR03806,40.8,40.0,323.4,255.4
MAR03807,23.3,58.4,164.2,135.0
MAR03809,-1.0,-1.0,-1.0,-1.0
MAR03816,-1.0,-1.0,-1.0,-1.0
MAR03819,40.8,40.0,323.4,255.4
MAR03820,40.8,40.0,323.4,255.4
MAR03832,-1.0,-1.0,-1.0,-1.0
MAR03833,46.7,43.1,22.4,39.2
MAR03835,46.7,43.1,22.4,39.2
MAR03837,31.1,40.0,15.7,27.7
MAR03895,-1.0,-1.0,-1.0,-1.0
MAR03897,-1.0,-1.0,-1.0,-1.0
MAR03956,5.8,3.1,1.5,2.2
MAR03993,-1.0,-1.0,-1.0,-1.0
MAR04073,60.3,92.2,58.1,88.5
MAR04075,33.1,55.3,56.6,83.5
MAR04077,144.0,504.0,106.5,494.9
MAR04190,-1.0,-1.0,-1.0,-1.0
MAR04191,-1.0,-1.0,-1.0,-1.0
MAR04212,42.8,46.1,50.1,121.6
MAR04422,42.8,46.1,50.1,121.6
MAR04423,-1.0,-1.0,-1.0,-1.0
MAR04424,3.9,33.8,96.4,401.6
MAR04583,15.6,61.5,796.3,384.0
MAR04605,192.5,362.70000000000005,1478.0,1356.0
MAR04606,-1.0,-1.0,-1.0,-1.0
MAR04607,120.6,141.4,114.5,436.2
MAR04776,15.6,3.1,8.0,33.9
MAR04777,15.6,3.1,8.0,33.9
MAR04778,46.7,43.1,22.4,39.2
MAR04779,46.7,43.1,22.4,39.2
MAR04780,46.7,43.1,22.4,39.2
MAR04781,46.7,43.1,22.4,39.2
MAR04784,40.8,40.0,323.4,255.4
MAR04785,40.8,40.0,323.4,255.4
MAR04786,105.0,249.0,359.2,195.0
