,sample_1,sample_2,sample_3,sample_4,sample_5
"('MAR02086', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000065621': ('ENSG00000065621', 0.0010818764064393282, 2.5), 'ENSG00000084207': ('ENSG00000084207', 0.16989787086723215, 392.6), 'ENSG00000085871': ('ENSG00000085871', 0.06322485719231434, 146.1), 'ENSG00000100577': ('ENSG00000100577', 0.005236281807166349, 12.1), 'ENSG00000134202': ('ENSG00000134202', 0.0898822918469794, 207.7), 'ENSG00000143198': ('ENSG00000143198', 0.41388263804742953, 956.4), 'ENSG00000148834': ('ENSG00000148834', 0.1478708672321274, 341.7), 'ENSG00000168765': ('ENSG00000168765', 0.009087761814090359, 21.0), 'ENSG00000197448': ('ENSG00000197448', 0.09983555478622123, 230.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.02566054415086927, 104.5), 'ENSG00000084207': ('ENSG00000084207', 0.42716825459188684, 1739.6), 'ENSG00000085871': ('ENSG00000085871', 0.01885865828504076, 76.8), 'ENSG00000100577': ('ENSG00000100577', 0.008299774088989294, 33.8), 'ENSG00000134202': ('ENSG00000134202', 0.12906394263824775, 525.6), 'ENSG00000143198': ('ENSG00000143198', 0.22264512326883412, 906.7), 'ENSG00000148834': ('ENSG00000148834', 0.0777428543365092, 316.6), 'ENSG00000168765': ('ENSG00000168765', 0.015101659954817798, 61.5), 'ENSG00000197448': ('ENSG00000197448', 0.07545918868480503, 307.3)}","{'ENSG00000065621': ('ENSG00000065621', 0.004784336817311939, 6.5), 'ENSG00000084207': ('ENSG00000084207', 0.41270425437950825, 560.7), 'ENSG00000085871': ('ENSG00000085871', 0.1766524363315177, 240.0), 'ENSG00000100577': ('ENSG00000100577', 0.007949359634918298, 10.8), 'ENSG00000134202': ('ENSG00000134202', 0.029589283085529224, 40.2), 'ENSG00000143198': ('ENSG00000143198', 0.17186809951420579, 233.5), 'ENSG00000148834': ('ENSG00000148834', 0.10996614161636978, 149.4), 'ENSG00000168765': ('ENSG00000168765', 0.005741204180774326, 7.8), 'ENSG00000197448': ('ENSG00000197448', 0.08074488443986456, 109.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.0014508974837292208, 3.5), 'ENSG00000084207': ('ENSG00000084207', 0.004850143017037681, 11.7), 'ENSG00000085871': ('ENSG00000085871', 0.18799485967748616, 453.5), 'ENSG00000100577': ('ENSG00000100577', 0.1725738921361356, 416.3), 'ENSG00000134202': ('ENSG00000134202', 0.00679849106661692, 16.4), 'ENSG00000143198': ('ENSG00000143198', 0.13970070057621356, 337.0), 'ENSG00000148834': ('ENSG00000148834', 0.3344940513203167, 806.9), 'ENSG00000168765': ('ENSG00000168765', 0.014840608547858887, 35.8), 'ENSG00000197448': ('ENSG00000197448', 0.13729635617460514, 331.2)}","{'ENSG00000065621': ('ENSG00000065621', 0.006713958251386873, 49.5), 'ENSG00000084207': ('ENSG00000084207', 0.631342656014757, 4654.7), 'ENSG00000085871': ('ENSG00000085871', 0.03267459682341611, 240.9), 'ENSG00000100577': ('ENSG00000100577', 0.010240481777367859, 75.5), 'ENSG00000134202': ('ENSG00000134202', 0.0048286245201893474, 35.6), 'ENSG00000143198': ('ENSG00000143198', 0.15359366310849487, 1132.4), 'ENSG00000148834': ('ENSG00000148834', 0.0656069011352693, 483.7), 'ENSG00000168765': ('ENSG00000168765', 0.014377365144384013, 106.0), 'ENSG00000197448': ('ENSG00000197448', 0.0806217532247345, 594.4)}"
"('MAR02088', 'ENSG00000005381 or ENSG00000115705 or ENSG00000117592 or ENSG00000121053 or ENSG00000167419')","{'ENSG00000117592': ('ENSG00000117592', 1, 568.1)}","{'ENSG00000117592': ('ENSG00000117592', 1, 713.0)}","{'ENSG00000117592': ('ENSG00000117592', 1, 191.4)}","{'ENSG00000117592': ('ENSG00000117592', 1, 1371.6)}","{'ENSG00000117592': ('ENSG00000117592', 1, 724.4)}"
"('MAR02089', 'ENSG00000005381 or ENSG00000115705 or ENSG00000117592 or ENSG00000121053 or ENSG00000167419')","{'ENSG00000117592': ('ENSG00000117592', 1, 568.1)}","{'ENSG00000117592': ('ENSG00000117592', 1, 713.0)}","{'ENSG00000117592': ('ENSG00000117592', 1, 191.4)}","{'ENSG00000117592': ('ENSG00000117592', 1, 1371.6)}","{'ENSG00000117592': ('ENSG00000117592', 1, 724.4)}"
"('MAR02091', '')",{},{},{},{},{}
"('MAR02095', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000065621': ('ENSG00000065621', 0.0010818764064393282, 2.5), 'ENSG00000084207': ('ENSG00000084207', 0.16989787086723215, 392.6), 'ENSG00000085871': ('ENSG00000085871', 0.06322485719231434, 146.1), 'ENSG00000100577': ('ENSG00000100577', 0.005236281807166349, 12.1), 'ENSG00000134202': ('ENSG00000134202', 0.0898822918469794, 207.7), 'ENSG00000143198': ('ENSG00000143198', 0.41388263804742953, 956.4), 'ENSG00000148834': ('ENSG00000148834', 0.1478708672321274, 341.7), 'ENSG00000168765': ('ENSG00000168765', 0.009087761814090359, 21.0), 'ENSG00000197448': ('ENSG00000197448', 0.09983555478622123, 230.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.02566054415086927, 104.5), 'ENSG00000084207': ('ENSG00000084207', 0.42716825459188684, 1739.6), 'ENSG00000085871': ('ENSG00000085871', 0.01885865828504076, 76.8), 'ENSG00000100577': ('ENSG00000100577', 0.008299774088989294, 33.8), 'ENSG00000134202': ('ENSG00000134202', 0.12906394263824775, 525.6), 'ENSG00000143198': ('ENSG00000143198', 0.22264512326883412, 906.7), 'ENSG00000148834': ('ENSG00000148834', 0.0777428543365092, 316.6), 'ENSG00000168765': ('ENSG00000168765', 0.015101659954817798, 61.5), 'ENSG00000197448': ('ENSG00000197448', 0.07545918868480503, 307.3)}","{'ENSG00000065621': ('ENSG00000065621', 0.004784336817311939, 6.5), 'ENSG00000084207': ('ENSG00000084207', 0.41270425437950825, 560.7), 'ENSG00000085871': ('ENSG00000085871', 0.1766524363315177, 240.0), 'ENSG00000100577': ('ENSG00000100577', 0.007949359634918298, 10.8), 'ENSG00000134202': ('ENSG00000134202', 0.029589283085529224, 40.2), 'ENSG00000143198': ('ENSG00000143198', 0.17186809951420579, 233.5), 'ENSG00000148834': ('ENSG00000148834', 0.10996614161636978, 149.4), 'ENSG00000168765': ('ENSG00000168765', 0.005741204180774326, 7.8), 'ENSG00000197448': ('ENSG00000197448', 0.08074488443986456, 109.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.0014508974837292208, 3.5), 'ENSG00000084207': ('ENSG00000084207', 0.004850143017037681, 11.7), 'ENSG00000085871': ('ENSG00000085871', 0.18799485967748616, 453.5), 'ENSG00000100577': ('ENSG00000100577', 0.1725738921361356, 416.3), 'ENSG00000134202': ('ENSG00000134202', 0.00679849106661692, 16.4), 'ENSG00000143198': ('ENSG00000143198', 0.13970070057621356, 337.0), 'ENSG00000148834': ('ENSG00000148834', 0.3344940513203167, 806.9), 'ENSG00000168765': ('ENSG00000168765', 0.014840608547858887, 35.8), 'ENSG00000197448': ('ENSG00000197448', 0.13729635617460514, 331.2)}","{'ENSG00000065621': ('ENSG00000065621', 0.006713958251386873, 49.5), 'ENSG00000084207': ('ENSG00000084207', 0.631342656014757, 4654.7), 'ENSG00000085871': ('ENSG00000085871', 0.03267459682341611, 240.9), 'ENSG00000100577': ('ENSG00000100577', 0.010240481777367859, 75.5), 'ENSG00000134202': ('ENSG00000134202', 0.0048286245201893474, 35.6), 'ENSG00000143198': ('ENSG00000143198', 0.15359366310849487, 1132.4), 'ENSG00000148834': ('ENSG00000148834', 0.0656069011352693, 483.7), 'ENSG00000168765': ('ENSG00000168765', 0.014377365144384013, 106.0), 'ENSG00000197448': ('ENSG00000197448', 0.0806217532247345, 594.4)}"
"('MAR02096', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000065621': ('ENSG00000065621', 0.0010818764064393282, 2.5), 'ENSG00000084207': ('ENSG00000084207', 0.16989787086723215, 392.6), 'ENSG00000085871': ('ENSG00000085871', 0.06322485719231434, 146.1), 'ENSG00000100577': ('ENSG00000100577', 0.005236281807166349, 12.1), 'ENSG00000134202': ('ENSG00000134202', 0.0898822918469794, 207.7), 'ENSG00000143198': ('ENSG00000143198', 0.41388263804742953, 956.4), 'ENSG00000148834': ('ENSG00000148834', 0.1478708672321274, 341.7), 'ENSG00000168765': ('ENSG00000168765', 0.009087761814090359, 21.0), 'ENSG00000197448': ('ENSG00000197448', 0.09983555478622123, 230.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.02566054415086927, 104.5), 'ENSG00000084207': ('ENSG00000084207', 0.42716825459188684, 1739.6), 'ENSG00000085871': ('ENSG00000085871', 0.01885865828504076, 76.8), 'ENSG00000100577': ('ENSG00000100577', 0.008299774088989294, 33.8), 'ENSG00000134202': ('ENSG00000134202', 0.12906394263824775, 525.6), 'ENSG00000143198': ('ENSG00000143198', 0.22264512326883412, 906.7), 'ENSG00000148834': ('ENSG00000148834', 0.0777428543365092, 316.6), 'ENSG00000168765': ('ENSG00000168765', 0.015101659954817798, 61.5), 'ENSG00000197448': ('ENSG00000197448', 0.07545918868480503, 307.3)}","{'ENSG00000065621': ('ENSG00000065621', 0.004784336817311939, 6.5), 'ENSG00000084207': ('ENSG00000084207', 0.41270425437950825, 560.7), 'ENSG00000085871': ('ENSG00000085871', 0.1766524363315177, 240.0), 'ENSG00000100577': ('ENSG00000100577', 0.007949359634918298, 10.8), 'ENSG00000134202': ('ENSG00000134202', 0.029589283085529224, 40.2), 'ENSG00000143198': ('ENSG00000143198', 0.17186809951420579, 233.5), 'ENSG00000148834': ('ENSG00000148834', 0.10996614161636978, 149.4), 'ENSG00000168765': ('ENSG00000168765', 0.005741204180774326, 7.8), 'ENSG00000197448': ('ENSG00000197448', 0.08074488443986456, 109.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.0014508974837292208, 3.5), 'ENSG00000084207': ('ENSG00000084207', 0.004850143017037681, 11.7), 'ENSG00000085871': ('ENSG00000085871', 0.18799485967748616, 453.5), 'ENSG00000100577': ('ENSG00000100577', 0.1725738921361356, 416.3), 'ENSG00000134202': ('ENSG00000134202', 0.00679849106661692, 16.4), 'ENSG00000143198': ('ENSG00000143198', 0.13970070057621356, 337.0), 'ENSG00000148834': ('ENSG00000148834', 0.3344940513203167, 806.9), 'ENSG00000168765': ('ENSG00000168765', 0.014840608547858887, 35.8), 'ENSG00000197448': ('ENSG00000197448', 0.13729635617460514, 331.2)}","{'ENSG00000065621': ('ENSG00000065621', 0.006713958251386873, 49.5), 'ENSG00000084207': ('ENSG00000084207', 0.631342656014757, 4654.7), 'ENSG00000085871': ('ENSG00000085871', 0.03267459682341611, 240.9), 'ENSG00000100577': ('ENSG00000100577', 0.010240481777367859, 75.5), 'ENSG00000134202': ('ENSG00000134202', 0.0048286245201893474, 35.6), 'ENSG00000143198': ('ENSG00000143198', 0.15359366310849487, 1132.4), 'ENSG00000148834': ('ENSG00000148834', 0.0656069011352693, 483.7), 'ENSG00000168765': ('ENSG00000168765', 0.014377365144384013, 106.0), 'ENSG00000197448': ('ENSG00000197448', 0.0806217532247345, 594.4)}"
"('MAR02097', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000065621': ('ENSG00000065621', 0.0010818764064393282, 2.5), 'ENSG00000084207': ('ENSG00000084207', 0.16989787086723215, 392.6), 'ENSG00000085871': ('ENSG00000085871', 0.06322485719231434, 146.1), 'ENSG00000100577': ('ENSG00000100577', 0.005236281807166349, 12.1), 'ENSG00000134202': ('ENSG00000134202', 0.0898822918469794, 207.7), 'ENSG00000143198': ('ENSG00000143198', 0.41388263804742953, 956.4), 'ENSG00000148834': ('ENSG00000148834', 0.1478708672321274, 341.7), 'ENSG00000168765': ('ENSG00000168765', 0.009087761814090359, 21.0), 'ENSG00000197448': ('ENSG00000197448', 0.09983555478622123, 230.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.02566054415086927, 104.5), 'ENSG00000084207': ('ENSG00000084207', 0.42716825459188684, 1739.6), 'ENSG00000085871': ('ENSG00000085871', 0.01885865828504076, 76.8), 'ENSG00000100577': ('ENSG00000100577', 0.008299774088989294, 33.8), 'ENSG00000134202': ('ENSG00000134202', 0.12906394263824775, 525.6), 'ENSG00000143198': ('ENSG00000143198', 0.22264512326883412, 906.7), 'ENSG00000148834': ('ENSG00000148834', 0.0777428543365092, 316.6), 'ENSG00000168765': ('ENSG00000168765', 0.015101659954817798, 61.5), 'ENSG00000197448': ('ENSG00000197448', 0.07545918868480503, 307.3)}","{'ENSG00000065621': ('ENSG00000065621', 0.004784336817311939, 6.5), 'ENSG00000084207': ('ENSG00000084207', 0.41270425437950825, 560.7), 'ENSG00000085871': ('ENSG00000085871', 0.1766524363315177, 240.0), 'ENSG00000100577': ('ENSG00000100577', 0.007949359634918298, 10.8), 'ENSG00000134202': ('ENSG00000134202', 0.029589283085529224, 40.2), 'ENSG00000143198': ('ENSG00000143198', 0.17186809951420579, 233.5), 'ENSG00000148834': ('ENSG00000148834', 0.10996614161636978, 149.4), 'ENSG00000168765': ('ENSG00000168765', 0.005741204180774326, 7.8), 'ENSG00000197448': ('ENSG00000197448', 0.08074488443986456, 109.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.0014508974837292208, 3.5), 'ENSG00000084207': ('ENSG00000084207', 0.004850143017037681, 11.7), 'ENSG00000085871': ('ENSG00000085871', 0.18799485967748616, 453.5), 'ENSG00000100577': ('ENSG00000100577', 0.1725738921361356, 416.3), 'ENSG00000134202': ('ENSG00000134202', 0.00679849106661692, 16.4), 'ENSG00000143198': ('ENSG00000143198', 0.13970070057621356, 337.0), 'ENSG00000148834': ('ENSG00000148834', 0.3344940513203167, 806.9), 'ENSG00000168765': ('ENSG00000168765', 0.014840608547858887, 35.8), 'ENSG00000197448': ('ENSG00000197448', 0.13729635617460514, 331.2)}","{'ENSG00000065621': ('ENSG00000065621', 0.006713958251386873, 49.5), 'ENSG00000084207': ('ENSG00000084207', 0.631342656014757, 4654.7), 'ENSG00000085871': ('ENSG00000085871', 0.03267459682341611, 240.9), 'ENSG00000100577': ('ENSG00000100577', 0.010240481777367859, 75.5), 'ENSG00000134202': ('ENSG00000134202', 0.0048286245201893474, 35.6), 'ENSG00000143198': ('ENSG00000143198', 0.15359366310849487, 1132.4), 'ENSG00000148834': ('ENSG00000148834', 0.0656069011352693, 483.7), 'ENSG00000168765': ('ENSG00000168765', 0.014377365144384013, 106.0), 'ENSG00000197448': ('ENSG00000197448', 0.0806217532247345, 594.4)}"
"('MAR02098', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000065621': ('ENSG00000065621', 0.0010818764064393282, 2.5), 'ENSG00000084207': ('ENSG00000084207', 0.16989787086723215, 392.6), 'ENSG00000085871': ('ENSG00000085871', 0.06322485719231434, 146.1), 'ENSG00000100577': ('ENSG00000100577', 0.005236281807166349, 12.1), 'ENSG00000134202': ('ENSG00000134202', 0.0898822918469794, 207.7), 'ENSG00000143198': ('ENSG00000143198', 0.41388263804742953, 956.4), 'ENSG00000148834': ('ENSG00000148834', 0.1478708672321274, 341.7), 'ENSG00000168765': ('ENSG00000168765', 0.009087761814090359, 21.0), 'ENSG00000197448': ('ENSG00000197448', 0.09983555478622123, 230.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.02566054415086927, 104.5), 'ENSG00000084207': ('ENSG00000084207', 0.42716825459188684, 1739.6), 'ENSG00000085871': ('ENSG00000085871', 0.01885865828504076, 76.8), 'ENSG00000100577': ('ENSG00000100577', 0.008299774088989294, 33.8), 'ENSG00000134202': ('ENSG00000134202', 0.12906394263824775, 525.6), 'ENSG00000143198': ('ENSG00000143198', 0.22264512326883412, 906.7), 'ENSG00000148834': ('ENSG00000148834', 0.0777428543365092, 316.6), 'ENSG00000168765': ('ENSG00000168765', 0.015101659954817798, 61.5), 'ENSG00000197448': ('ENSG00000197448', 0.07545918868480503, 307.3)}","{'ENSG00000065621': ('ENSG00000065621', 0.004784336817311939, 6.5), 'ENSG00000084207': ('ENSG00000084207', 0.41270425437950825, 560.7), 'ENSG00000085871': ('ENSG00000085871', 0.1766524363315177, 240.0), 'ENSG00000100577': ('ENSG00000100577', 0.007949359634918298, 10.8), 'ENSG00000134202': ('ENSG00000134202', 0.029589283085529224, 40.2), 'ENSG00000143198': ('ENSG00000143198', 0.17186809951420579, 233.5), 'ENSG00000148834': ('ENSG00000148834', 0.10996614161636978, 149.4), 'ENSG00000168765': ('ENSG00000168765', 0.005741204180774326, 7.8), 'ENSG00000197448': ('ENSG00000197448', 0.08074488443986456, 109.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.0014508974837292208, 3.5), 'ENSG00000084207': ('ENSG00000084207', 0.004850143017037681, 11.7), 'ENSG00000085871': ('ENSG00000085871', 0.18799485967748616, 453.5), 'ENSG00000100577': ('ENSG00000100577', 0.1725738921361356, 416.3), 'ENSG00000134202': ('ENSG00000134202', 0.00679849106661692, 16.4), 'ENSG00000143198': ('ENSG00000143198', 0.13970070057621356, 337.0), 'ENSG00000148834': ('ENSG00000148834', 0.3344940513203167, 806.9), 'ENSG00000168765': ('ENSG00000168765', 0.014840608547858887, 35.8), 'ENSG00000197448': ('ENSG00000197448', 0.13729635617460514, 331.2)}","{'ENSG00000065621': ('ENSG00000065621', 0.006713958251386873, 49.5), 'ENSG00000084207': ('ENSG00000084207', 0.631342656014757, 4654.7), 'ENSG00000085871': ('ENSG00000085871', 0.03267459682341611, 240.9), 'ENSG00000100577': ('ENSG00000100577', 0.010240481777367859, 75.5), 'ENSG00000134202': ('ENSG00000134202', 0.0048286245201893474, 35.6), 'ENSG00000143198': ('ENSG00000143198', 0.15359366310849487, 1132.4), 'ENSG00000148834': ('ENSG00000148834', 0.0656069011352693, 483.7), 'ENSG00000168765': ('ENSG00000168765', 0.014377365144384013, 106.0), 'ENSG00000197448': ('ENSG00000197448', 0.0806217532247345, 594.4)}"
"('MAR02099', 'ENSG00000005381 or ENSG00000115705 or ENSG00000117592 or ENSG00000121053 or ENSG00000167419')","{'ENSG00000117592': ('ENSG00000117592', 1, 568.1)}","{'ENSG00000117592': ('ENSG00000117592', 1, 713.0)}","{'ENSG00000117592': ('ENSG00000117592', 1, 191.4)}","{'ENSG00000117592': ('ENSG00000117592', 1, 1371.6)}","{'ENSG00000117592': ('ENSG00000117592', 1, 724.4)}"
"('MAR02100', 'ENSG00000005381 or ENSG00000115705 or ENSG00000117592 or ENSG00000121053 or ENSG00000167419')","{'ENSG00000117592': ('ENSG00000117592', 1, 568.1)}","{'ENSG00000117592': ('ENSG00000117592', 1, 713.0)}","{'ENSG00000117592': ('ENSG00000117592', 1, 191.4)}","{'ENSG00000117592': ('ENSG00000117592', 1, 1371.6)}","{'ENSG00000117592': ('ENSG00000117592', 1, 724.4)}"
"('MAR02102', '')",{},{},{},{},{}
"('MAR02106', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000065621': ('ENSG00000065621', 0.0010818764064393282, 2.5), 'ENSG00000084207': ('ENSG00000084207', 0.16989787086723215, 392.6), 'ENSG00000085871': ('ENSG00000085871', 0.06322485719231434, 146.1), 'ENSG00000100577': ('ENSG00000100577', 0.005236281807166349, 12.1), 'ENSG00000134202': ('ENSG00000134202', 0.0898822918469794, 207.7), 'ENSG00000143198': ('ENSG00000143198', 0.41388263804742953, 956.4), 'ENSG00000148834': ('ENSG00000148834', 0.1478708672321274, 341.7), 'ENSG00000168765': ('ENSG00000168765', 0.009087761814090359, 21.0), 'ENSG00000197448': ('ENSG00000197448', 0.09983555478622123, 230.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.02566054415086927, 104.5), 'ENSG00000084207': ('ENSG00000084207', 0.42716825459188684, 1739.6), 'ENSG00000085871': ('ENSG00000085871', 0.01885865828504076, 76.8), 'ENSG00000100577': ('ENSG00000100577', 0.008299774088989294, 33.8), 'ENSG00000134202': ('ENSG00000134202', 0.12906394263824775, 525.6), 'ENSG00000143198': ('ENSG00000143198', 0.22264512326883412, 906.7), 'ENSG00000148834': ('ENSG00000148834', 0.0777428543365092, 316.6), 'ENSG00000168765': ('ENSG00000168765', 0.015101659954817798, 61.5), 'ENSG00000197448': ('ENSG00000197448', 0.07545918868480503, 307.3)}","{'ENSG00000065621': ('ENSG00000065621', 0.004784336817311939, 6.5), 'ENSG00000084207': ('ENSG00000084207', 0.41270425437950825, 560.7), 'ENSG00000085871': ('ENSG00000085871', 0.1766524363315177, 240.0), 'ENSG00000100577': ('ENSG00000100577', 0.007949359634918298, 10.8), 'ENSG00000134202': ('ENSG00000134202', 0.029589283085529224, 40.2), 'ENSG00000143198': ('ENSG00000143198', 0.17186809951420579, 233.5), 'ENSG00000148834': ('ENSG00000148834', 0.10996614161636978, 149.4), 'ENSG00000168765': ('ENSG00000168765', 0.005741204180774326, 7.8), 'ENSG00000197448': ('ENSG00000197448', 0.08074488443986456, 109.7)}","{'ENSG00000065621': ('ENSG00000065621', 0.0014508974837292208, 3.5), 'ENSG00000084207': ('ENSG00000084207', 0.004850143017037681, 11.7), 'ENSG00000085871': ('ENSG00000085871', 0.18799485967748616, 453.5), 'ENSG00000100577': ('ENSG00000100577', 0.1725738921361356, 416.3), 'ENSG00000134202': ('ENSG00000134202', 0.00679849106661692, 16.4), 'ENSG00000143198': ('ENSG00000143198', 0.13970070057621356, 337.0), 'ENSG00000148834': ('ENSG00000148834', 0.3344940513203167, 806.9), 'ENSG00000168765': ('ENSG00000168765', 0.014840608547858887, 35.8), 'ENSG00000197448': ('ENSG00000197448', 0.13729635617460514, 331.2)}","{'ENSG00000065621': ('ENSG00000065621', 0.006713958251386873, 49.5), 'ENSG00000084207': ('ENSG00000084207', 0.631342656014757, 4654.7), 'ENSG00000085871': ('ENSG00000085871', 0.03267459682341611, 240.9), 'ENSG00000100577': ('ENSG00000100577', 0.010240481777367859, 75.5), 'ENSG00000134202': ('ENSG00000134202', 0.0048286245201893474, 35.6), 'ENSG00000143198': ('ENSG00000143198', 0.15359366310849487, 1132.4), 'ENSG00000148834': ('ENSG00000148834', 0.0656069011352693, 483.7), 'ENSG00000168765': ('ENSG00000168765', 0.014377365144384013, 106.0), 'ENSG00000197448': ('ENSG00000197448', 0.0806217532247345, 594.4)}"
