,sample_1,sample_2,sample_3,sample_4,sample_5
"('MAR04427', 'ENSG00000133313 or ENSG00000150656')","{'ENSG00000133313': ('ENSG00000133313', 1, 20.2)}","{'ENSG00000133313': ('ENSG00000133313', 1, 141.4)}","{'ENSG00000133313': ('ENSG00000133313', 1, 47.3)}","{'ENSG00000133313': ('ENSG00000133313', 1, 114.5)}","{'ENSG00000133313': ('ENSG00000133313', 1, 436.2)}"
"('MAR04688', 'ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904')","{'ENSG00000072210': ('ENSG00000072210', 0.12555757475631918, 76.0), 'ENSG00000111275': ('ENSG00000111275', 0.6925491491822238, 419.2), 'ENSG00000143149': ('ENSG00000143149', 0.10341979183875766, 62.6), 'ENSG00000164904': ('ENSG00000164904', 0.0784734842226995, 47.5)}","{'ENSG00000072210': ('ENSG00000072210', 0.09478407178911945, 33.8), 'ENSG00000111275': ('ENSG00000111275', 0.5, 178.3), 'ENSG00000143149': ('ENSG00000143149', 0.2327537857543466, 83.0), 'ENSG00000164904': ('ENSG00000164904', 0.1724621424565339, 61.5)}","{'ENSG00000072210': ('ENSG00000072210', 0.16819571865443425, 27.5), 'ENSG00000111275': ('ENSG00000111275', 0.42262996941896025, 69.1), 'ENSG00000143149': ('ENSG00000143149', 0.26727828746177373, 43.7), 'ENSG00000164904': ('ENSG00000164904', 0.1418960244648318, 23.2)}","{'ENSG00000072210': ('ENSG00000072210', 0.09887772317171568, 134.8), 'ENSG00000111275': ('ENSG00000111275', 0.7208244700359422, 982.7), 'ENSG00000143149': ('ENSG00000143149', 0.1167021198562312, 159.1), 'ENSG00000164904': ('ENSG00000164904', 0.06359568693611091, 86.7)}","{'ENSG00000072210': ('ENSG00000072210', 0.0821109425054797, 97.4), 'ENSG00000111275': ('ENSG00000111275', 0.5458607317484405, 647.5), 'ENSG00000143149': ('ENSG00000143149', 0.14053279379531278, 166.7), 'ENSG00000164904': ('ENSG00000164904', 0.23149553195076722, 274.6)}"
"('MAR04689', 'ENSG00000143149')","{'ENSG00000143149': ('ENSG00000143149', 1, 62.6)}","{'ENSG00000143149': ('ENSG00000143149', 1, 83.0)}","{'ENSG00000143149': ('ENSG00000143149', 1, 43.7)}","{'ENSG00000143149': ('ENSG00000143149', 1, 159.1)}","{'ENSG00000143149': ('ENSG00000143149', 1, 166.7)}"
"('MAR04735', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}","{'ENSG00000084754': ('ENSG00000084754', 1, 171.0), 'ENSG00000127884': ('ENSG00000127884', 1, 2032.7)}"
"('MAR07991', '')",{},{},{},{},{}
"('MAR07992', 'ENSG00000002726 or ENSG00000131471 or ENSG00000131480')",{},{},{},{},{}
"('MAR07993', 'ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904')","{'ENSG00000072210': ('ENSG00000072210', 0.12555757475631918, 76.0), 'ENSG00000111275': ('ENSG00000111275', 0.6925491491822238, 419.2), 'ENSG00000143149': ('ENSG00000143149', 0.10341979183875766, 62.6), 'ENSG00000164904': ('ENSG00000164904', 0.0784734842226995, 47.5)}","{'ENSG00000072210': ('ENSG00000072210', 0.09478407178911945, 33.8), 'ENSG00000111275': ('ENSG00000111275', 0.5, 178.3), 'ENSG00000143149': ('ENSG00000143149', 0.2327537857543466, 83.0), 'ENSG00000164904': ('ENSG00000164904', 0.1724621424565339, 61.5)}","{'ENSG00000072210': ('ENSG00000072210', 0.16819571865443425, 27.5), 'ENSG00000111275': ('ENSG00000111275', 0.42262996941896025, 69.1), 'ENSG00000143149': ('ENSG00000143149', 0.26727828746177373, 43.7), 'ENSG00000164904': ('ENSG00000164904', 0.1418960244648318, 23.2)}","{'ENSG00000072210': ('ENSG00000072210', 0.09887772317171568, 134.8), 'ENSG00000111275': ('ENSG00000111275', 0.7208244700359422, 982.7), 'ENSG00000143149': ('ENSG00000143149', 0.1167021198562312, 159.1), 'ENSG00000164904': ('ENSG00000164904', 0.06359568693611091, 86.7)}","{'ENSG00000072210': ('ENSG00000072210', 0.0821109425054797, 97.4), 'ENSG00000111275': ('ENSG00000111275', 0.5458607317484405, 647.5), 'ENSG00000143149': ('ENSG00000143149', 0.14053279379531278, 166.7), 'ENSG00000164904': ('ENSG00000164904', 0.23149553195076722, 274.6)}"
"('MAR07128', 'ENSG00000138801 or ENSG00000198682')","{'ENSG00000138801': ('ENSG00000138801', 1, 11.9)}","{'ENSG00000138801': ('ENSG00000138801', 1, 18.4)}","{'ENSG00000138801': ('ENSG00000138801', 1, 26.2)}","{'ENSG00000138801': ('ENSG00000138801', 1, 10.0)}","{'ENSG00000138801': ('ENSG00000138801', 1, 26.7)}"
"('MAR07129', 'ENSG00000138801 or ENSG00000198682')","{'ENSG00000138801': ('ENSG00000138801', 1, 11.9)}","{'ENSG00000138801': ('ENSG00000138801', 1, 18.4)}","{'ENSG00000138801': ('ENSG00000138801', 1, 26.2)}","{'ENSG00000138801': ('ENSG00000138801', 1, 10.0)}","{'ENSG00000138801': ('ENSG00000138801', 1, 26.7)}"
"('MAR07130', '')",{},{},{},{},{}
"('MAR07131', 'ENSG00000184470 or ENSG00000197763 or ENSG00000198431')","{'ENSG00000184470': ('ENSG00000184470', 0.12807881773399016, 13.0), 'ENSG00000198431': ('ENSG00000198431', 0.8719211822660099, 88.5)}","{'ENSG00000184470': ('ENSG00000184470', 0.585858585858586, 52.2), 'ENSG00000198431': ('ENSG00000198431', 0.41414141414141414, 36.9)}","{'ENSG00000184470': ('ENSG00000184470', 0.20157480314960632, 12.8), 'ENSG00000198431': ('ENSG00000198431', 0.7984251968503937, 50.7)}","{'ENSG00000184470': ('ENSG00000184470', 0.3902877697841727, 43.4), 'ENSG00000198431': ('ENSG00000198431', 0.6097122302158273, 67.8)}","{'ENSG00000184470': ('ENSG00000184470', 0.567409144196952, 48.4), 'ENSG00000198431': ('ENSG00000198431', 0.43259085580304807, 36.9)}"
"('MAR07132', 'ENSG00000086475 or ENSG00000179918')","{'ENSG00000086475': ('ENSG00000086475', 1, 13.7)}","{'ENSG00000086475': ('ENSG00000086475', 1, 27.7)}","{'ENSG00000086475': ('ENSG00000086475', 1, 24.3)}","{'ENSG00000086475': ('ENSG00000086475', 1, 34.3)}","{'ENSG00000086475': ('ENSG00000086475', 1, 37.4)}"
"('MAR07133', 'ENSG00000132330')",{},{},{},{},{}
"('MAR07134', 'ENSG00000116761')","{'ENSG00000116761': ('ENSG00000116761', 1, 1.8)}","{'ENSG00000116761': ('ENSG00000116761', 1, 6.1)}","{'ENSG00000116761': ('ENSG00000116761', 1, 3.4)}","{'ENSG00000116761': ('ENSG00000116761', 1, 122.3)}","{'ENSG00000116761': ('ENSG00000116761', 1, 24.5)}"
"('MAR07135', 'ENSG00000160200')",{},{},{},{},{}
"('MAR07136', 'ENSG00000101444 or ENSG00000158467')","{'ENSG00000101444': ('ENSG00000101444', 1, 52.5)}","{'ENSG00000101444': ('ENSG00000101444', 1, 33.8)}","{'ENSG00000101444': ('ENSG00000101444', 1, 24.9)}","{'ENSG00000101444': ('ENSG00000101444', 1, 73.9)}","{'ENSG00000101444': ('ENSG00000101444', 1, 242.6)}"
"('MAR07137', 'ENSG00000116761')","{'ENSG00000116761': ('ENSG00000116761', 1, 1.8)}","{'ENSG00000116761': ('ENSG00000116761', 1, 6.1)}","{'ENSG00000116761': ('ENSG00000116761', 1, 3.4)}","{'ENSG00000116761': ('ENSG00000116761', 1, 122.3)}","{'ENSG00000116761': ('ENSG00000116761', 1, 24.5)}"
"('MAR07138', 'ENSG00000007933 or ENSG00000010932 or ENSG00000076258 or ENSG00000094963 or ENSG00000131781')",{},{},{},{},{}
"('MAR07139', 'ENSG00000038274 or ENSG00000151224 or ENSG00000168906')","{'ENSG00000038274': ('ENSG00000038274', 0.8772189349112426, 59.3), 'ENSG00000168906': ('ENSG00000168906', 0.12278106508875741, 8.3)}","{'ENSG00000038274': ('ENSG00000038274', 0.761609907120743, 49.2), 'ENSG00000168906': ('ENSG00000168906', 0.23839009287925694, 15.4)}","{'ENSG00000038274': ('ENSG00000038274', 0.2795076031860971, 38.6), 'ENSG00000168906': ('ENSG00000168906', 0.720492396813903, 99.5)}","{'ENSG00000038274': ('ENSG00000038274', 0.5867507886435331, 55.8), 'ENSG00000168906': ('ENSG00000168906', 0.41324921135646686, 39.3)}","{'ENSG00000038274': ('ENSG00000038274', 0.4514448128848887, 95.3), 'ENSG00000168906': ('ENSG00000168906', 0.5485551871151113, 115.8)}"
"('MAR07140', '')",{},{},{},{},{}
"('MAR07141', 'ENSG00000132330')",{},{},{},{},{}
"('MAR07620', 'ENSG00000166986 or ENSG00000247626')","{'ENSG00000166986': ('ENSG00000166986', 1, 25.4)}","{'ENSG00000166986': ('ENSG00000166986', 1, 3.1)}","{'ENSG00000166986': ('ENSG00000166986', 1, 14.3)}","{'ENSG00000166986': ('ENSG00000166986', 1, 10.7)}","{'ENSG00000166986': ('ENSG00000166986', 1, 6.5)}"
"('MAR07647', 'ENSG00000110887')",{},{},{},{},{}
"('MAR08640', '(ENSG00000088305 and ENSG00000130816) or ENSG00000107614 or ENSG00000119772 or ENSG00000142182')","{'ENSG00000130816': ('ENSG00000130816', 0.031255581353813185, 17.5), 'ENSG00000119772': ('ENSG00000119772', 0.9687444186461868, 542.4)}","{'ENSG00000130816': ('ENSG00000130816', 0.6013071895424836, 9.2), 'ENSG00000119772': ('ENSG00000119772', 0.39869281045751637, 6.1)}","{'ENSG00000130816': ('ENSG00000130816', 0.5866666666666667, 39.6), 'ENSG00000119772': ('ENSG00000119772', 0.41333333333333333, 27.9)}","{'ENSG00000130816': ('ENSG00000130816', 0.7880184331797234, 17.1), 'ENSG00000119772': ('ENSG00000119772', 0.21198156682027644, 4.6)}","{'ENSG00000130816': ('ENSG00000130816', 0.5833333333333334, 9.1), 'ENSG00000119772': ('ENSG00000119772', 0.4166666666666667, 6.5)}"
"('MAR08689', 'ENSG00000110887')",{},{},{},{},{}
"('MAR08690', 'ENSG00000110887')",{},{},{},{},{}
"('MAR03748', 'ENSG00000083123 and ENSG00000142046 and ENSG00000248098')","{'ENSG00000083123': ('ENSG00000083123', 1, 27.9)}","{'ENSG00000083123': ('ENSG00000083123', 1, 24.6)}","{'ENSG00000083123': ('ENSG00000083123', 1, 10.8)}","{'ENSG00000083123': ('ENSG00000083123', 1, 60.2)}","{'ENSG00000083123': ('ENSG00000083123', 1, 28.1)}"
"('MAR03753', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}","{'ENSG00000084754': ('ENSG00000084754', 1, 171.0), 'ENSG00000127884': ('ENSG00000127884', 1, 2032.7)}"
"('MAR03755', 'ENSG00000198130')","{'ENSG00000198130': ('ENSG00000198130', 1, 26.0)}","{'ENSG00000198130': ('ENSG00000198130', 1, 92.2)}","{'ENSG00000198130': ('ENSG00000198130', 1, 31.4)}","{'ENSG00000198130': ('ENSG00000198130', 1, 135.3)}","{'ENSG00000198130': ('ENSG00000198130', 1, 349.4)}"
"('MAR03759', 'ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000138356 or ENSG00000143149 or ENSG00000164904')","{'ENSG00000072210': ('ENSG00000072210', 0.12555757475631918, 76.0), 'ENSG00000111275': ('ENSG00000111275', 0.6925491491822238, 419.2), 'ENSG00000143149': ('ENSG00000143149', 0.10341979183875766, 62.6), 'ENSG00000164904': ('ENSG00000164904', 0.0784734842226995, 47.5)}","{'ENSG00000072210': ('ENSG00000072210', 0.09478407178911945, 33.8), 'ENSG00000111275': ('ENSG00000111275', 0.5, 178.3), 'ENSG00000143149': ('ENSG00000143149', 0.2327537857543466, 83.0), 'ENSG00000164904': ('ENSG00000164904', 0.1724621424565339, 61.5)}","{'ENSG00000072210': ('ENSG00000072210', 0.16819571865443425, 27.5), 'ENSG00000111275': ('ENSG00000111275', 0.42262996941896025, 69.1), 'ENSG00000143149': ('ENSG00000143149', 0.26727828746177373, 43.7), 'ENSG00000164904': ('ENSG00000164904', 0.1418960244648318, 23.2)}","{'ENSG00000072210': ('ENSG00000072210', 0.09887772317171568, 134.8), 'ENSG00000111275': ('ENSG00000111275', 0.7208244700359422, 982.7), 'ENSG00000143149': ('ENSG00000143149', 0.1167021198562312, 159.1), 'ENSG00000164904': ('ENSG00000164904', 0.06359568693611091, 86.7)}","{'ENSG00000072210': ('ENSG00000072210', 0.0821109425054797, 97.4), 'ENSG00000111275': ('ENSG00000111275', 0.5458607317484405, 647.5), 'ENSG00000143149': ('ENSG00000143149', 0.14053279379531278, 166.7), 'ENSG00000164904': ('ENSG00000164904', 0.23149553195076722, 274.6)}"
"('MAR03763', 'ENSG00000119711')",{},{},{},{},{}
"('MAR03773', 'ENSG00000078070 and ENSG00000131844')","{'ENSG00000078070': ('ENSG00000078070', 1, 36.8), 'ENSG00000131844': ('ENSG00000131844', 1, 79.6)}","{'ENSG00000078070': ('ENSG00000078070', 1, 49.2), 'ENSG00000131844': ('ENSG00000131844', 1, 27.7)}","{'ENSG00000078070': ('ENSG00000078070', 1, 6.8), 'ENSG00000131844': ('ENSG00000131844', 1, 15.6)}","{'ENSG00000078070': ('ENSG00000078070', 1, 35.2), 'ENSG00000131844': ('ENSG00000131844', 1, 88.1)}","{'ENSG00000078070': ('ENSG00000078070', 1, 36.7), 'ENSG00000131844': ('ENSG00000131844', 1, 50.9)}"
"('MAR03775', 'ENSG00000148090')","{'ENSG00000148090': ('ENSG00000148090', 1, 55.0)}","{'ENSG00000148090': ('ENSG00000148090', 1, 95.3)}","{'ENSG00000148090': ('ENSG00000148090', 1, 10.2)}","{'ENSG00000148090': ('ENSG00000148090', 1, 20.4)}","{'ENSG00000148090': ('ENSG00000148090', 1, 90.1)}"
"('MAR03780', 'ENSG00000083123 and ENSG00000142046 and ENSG00000248098')","{'ENSG00000083123': ('ENSG00000083123', 1, 27.9)}","{'ENSG00000083123': ('ENSG00000083123', 1, 24.6)}","{'ENSG00000083123': ('ENSG00000083123', 1, 10.8)}","{'ENSG00000083123': ('ENSG00000083123', 1, 60.2)}","{'ENSG00000083123': ('ENSG00000083123', 1, 28.1)}"
"('MAR03785', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}","{'ENSG00000084754': ('ENSG00000084754', 1, 171.0), 'ENSG00000127884': ('ENSG00000127884', 1, 2032.7)}"
"('MAR03790', 'ENSG00000138356')",{},{},{},{},{}
"('MAR03792', 'ENSG00000113492 or ENSG00000183044')",{},{},{},{},{}
"('MAR03796', 'ENSG00000111058 or ENSG00000131069 or ENSG00000154930')","{'ENSG00000131069': ('ENSG00000131069', 1, 38.4)}","{'ENSG00000131069': ('ENSG00000131069', 1, 18.4)}","{'ENSG00000131069': ('ENSG00000131069', 1, 15.3)}","{'ENSG00000131069': ('ENSG00000131069', 1, 108.1)}","{'ENSG00000131069': ('ENSG00000131069', 1, 54.4)}"
"('MAR03823', 'ENSG00000072506 or ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 0.18932584269662922, 67.4), 'ENSG00000138796': ('ENSG00000138796', 0.8106741573033709, 288.6)}","{'ENSG00000072506': ('ENSG00000072506', 0.6817509612540668, 230.5), 'ENSG00000138796': ('ENSG00000138796', 0.31824903874593313, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 0.7506527415143603, 57.5), 'ENSG00000138796': ('ENSG00000138796', 0.2493472584856397, 19.1)}","{'ENSG00000072506': ('ENSG00000072506', 0.6284518828451884, 525.7), 'ENSG00000138796': ('ENSG00000138796', 0.37154811715481173, 310.8)}","{'ENSG00000072506': ('ENSG00000072506', 0.6050513022888714, 383.3), 'ENSG00000138796': ('ENSG00000138796', 0.3949486977111286, 250.2)}"
"('MAR06416', 'ENSG00000083123 and ENSG00000142046 and ENSG00000248098')","{'ENSG00000083123': ('ENSG00000083123', 1, 27.9)}","{'ENSG00000083123': ('ENSG00000083123', 1, 24.6)}","{'ENSG00000083123': ('ENSG00000083123', 1, 10.8)}","{'ENSG00000083123': ('ENSG00000083123', 1, 60.2)}","{'ENSG00000083123': ('ENSG00000083123', 1, 28.1)}"
"('MAR03986', 'ENSG00000133063 or ENSG00000134216')",{},{},{},{},{}
"('MAR03988', 'ENSG00000049860 or ENSG00000169660 or ENSG00000213614')","{'ENSG00000049860': ('ENSG00000049860', 0.7039239001189062, 59.2), 'ENSG00000213614': ('ENSG00000213614', 0.29607609988109396, 24.9)}","{'ENSG00000049860': ('ENSG00000049860', 0.385, 15.4), 'ENSG00000213614': ('ENSG00000213614', 0.615, 24.6)}","{'ENSG00000049860': ('ENSG00000049860', 0.5793172690763053, 57.7), 'ENSG00000213614': ('ENSG00000213614', 0.4206827309236948, 41.9)}","{'ENSG00000049860': ('ENSG00000049860', 0.6533864541832669, 65.6), 'ENSG00000213614': ('ENSG00000213614', 0.3466135458167331, 34.8)}","{'ENSG00000049860': ('ENSG00000049860', 0.5494853523357086, 69.4), 'ENSG00000213614': ('ENSG00000213614', 0.45051464766429133, 56.9)}"
"('MAR04124', 'ENSG00000115652')","{'ENSG00000115652': ('ENSG00000115652', 1, 22.5)}","{'ENSG00000115652': ('ENSG00000115652', 1, 33.8)}","{'ENSG00000115652': ('ENSG00000115652', 1, 18.2)}","{'ENSG00000115652': ('ENSG00000115652', 1, 11.3)}","{'ENSG00000115652': ('ENSG00000115652', 1, 16.0)}"
"('MAR04158', 'ENSG00000117143 or ENSG00000197355')","{'ENSG00000117143': ('ENSG00000117143', 1, 31.3)}","{'ENSG00000117143': ('ENSG00000117143', 1, 73.8)}","{'ENSG00000117143': ('ENSG00000117143', 1, 37.8)}","{'ENSG00000117143': ('ENSG00000117143', 1, 90.6)}","{'ENSG00000117143': ('ENSG00000117143', 1, 24.5)}"
"('MAR04159', 'ENSG00000117308')","{'ENSG00000117308': ('ENSG00000117308', 1, 3.4)}","{'ENSG00000117308': ('ENSG00000117308', 1, 27.7)}","{'ENSG00000117308': ('ENSG00000117308', 1, 13.7)}","{'ENSG00000117308': ('ENSG00000117308', 1, 40.8)}","{'ENSG00000117308': ('ENSG00000117308', 1, 67.5)}"
"('MAR04299', 'ENSG00000113552 or ENSG00000163281')","{'ENSG00000113552': ('ENSG00000113552', 0.353125, 11.3), 'ENSG00000163281': ('ENSG00000163281', 0.646875, 20.7)}","{'ENSG00000113552': ('ENSG00000113552', 0.5826558265582656, 21.5), 'ENSG00000163281': ('ENSG00000163281', 0.41734417344173447, 15.4)}","{'ENSG00000113552': ('ENSG00000113552', 0.4878892733564014, 14.1), 'ENSG00000163281': ('ENSG00000163281', 0.5121107266435987, 14.8)}","{'ENSG00000113552': ('ENSG00000113552', 0.8375, 6.7), 'ENSG00000163281': ('ENSG00000163281', 0.1625, 1.3)}","{'ENSG00000113552': ('ENSG00000113552', 0.8536312849162012, 76.4), 'ENSG00000163281': ('ENSG00000163281', 0.14636871508379887, 13.1)}"
"('MAR04300', 'ENSG00000131459 or ENSG00000198380')","{'ENSG00000198380': ('ENSG00000198380', 1, 53.4)}","{'ENSG00000198380': ('ENSG00000198380', 1, 12.3)}","{'ENSG00000198380': ('ENSG00000198380', 1, 15.3)}","{'ENSG00000198380': ('ENSG00000198380', 1, 48.9)}","{'ENSG00000198380': ('ENSG00000198380', 1, 28.3)}"
"('MAR04494', 'ENSG00000106633 or ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 1, 137.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 18.4)}","{'ENSG00000156515': ('ENSG00000156515', 1, 34.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 0.6)}","{'ENSG00000156515': ('ENSG00000156515', 1, 1.1)}"
"('MAR04524', 'ENSG00000124357')","{'ENSG00000124357': ('ENSG00000124357', 1, 16.6)}","{'ENSG00000124357': ('ENSG00000124357', 1, 30.7)}","{'ENSG00000124357': ('ENSG00000124357', 1, 26.5)}","{'ENSG00000124357': ('ENSG00000124357', 1, 11.3)}","{'ENSG00000124357': ('ENSG00000124357', 1, 61.4)}"
"('MAR04525', 'ENSG00000159921')","{'ENSG00000159921': ('ENSG00000159921', 1, 6.4)}","{'ENSG00000159921': ('ENSG00000159921', 1, 3.1)}","{'ENSG00000159921': ('ENSG00000159921', 1, 8.9)}","{'ENSG00000159921': ('ENSG00000159921', 1, 100.8)}","{'ENSG00000159921': ('ENSG00000159921', 1, 2.4)}"
"('MAR04526', 'ENSG00000159921')","{'ENSG00000159921': ('ENSG00000159921', 1, 6.4)}","{'ENSG00000159921': ('ENSG00000159921', 1, 3.1)}","{'ENSG00000159921': ('ENSG00000159921', 1, 8.9)}","{'ENSG00000159921': ('ENSG00000159921', 1, 100.8)}","{'ENSG00000159921': ('ENSG00000159921', 1, 2.4)}"
"('MAR04527', 'ENSG00000102032')",{},{},{},{},{}
"('MAR04528', 'ENSG00000159921')","{'ENSG00000159921': ('ENSG00000159921', 1, 6.4)}","{'ENSG00000159921': ('ENSG00000159921', 1, 3.1)}","{'ENSG00000159921': ('ENSG00000159921', 1, 8.9)}","{'ENSG00000159921': ('ENSG00000159921', 1, 100.8)}","{'ENSG00000159921': ('ENSG00000159921', 1, 2.4)}"
"('MAR04529', 'ENSG00000095380')","{'ENSG00000095380': ('ENSG00000095380', 1, 32.4)}","{'ENSG00000095380': ('ENSG00000095380', 1, 46.1)}","{'ENSG00000095380': ('ENSG00000095380', 1, 65.0)}","{'ENSG00000095380': ('ENSG00000095380', 1, 41.1)}","{'ENSG00000095380': ('ENSG00000095380', 1, 52.6)}"
"('MAR04530', 'ENSG00000170191')",{},{},{},{},{}
"('MAR04531', '')",{},{},{},{},{}
"('MAR04532', 'ENSG00000111726')","{'ENSG00000111726': ('ENSG00000111726', 1, 100.4)}","{'ENSG00000111726': ('ENSG00000111726', 1, 49.2)}","{'ENSG00000111726': ('ENSG00000111726', 1, 30.4)}","{'ENSG00000111726': ('ENSG00000111726', 1, 61.3)}","{'ENSG00000111726': ('ENSG00000111726', 1, 72.1)}"
"('MAR04533', '')",{},{},{},{},{}
"('MAR04534', '')",{},{},{},{},{}
"('MAR04536', 'ENSG00000111726')","{'ENSG00000111726': ('ENSG00000111726', 1, 100.4)}","{'ENSG00000111726': ('ENSG00000111726', 1, 49.2)}","{'ENSG00000111726': ('ENSG00000111726', 1, 30.4)}","{'ENSG00000111726': ('ENSG00000111726', 1, 61.3)}","{'ENSG00000111726': ('ENSG00000111726', 1, 72.1)}"
"('MAR04628', 'ENSG00000100522')","{'ENSG00000100522': ('ENSG00000100522', 1, 8.2)}","{'ENSG00000100522': ('ENSG00000100522', 1, 27.7)}","{'ENSG00000100522': ('ENSG00000100522', 1, 16.1)}","{'ENSG00000100522': ('ENSG00000100522', 1, 93.6)}","{'ENSG00000100522': ('ENSG00000100522', 1, 16.4)}"
