,sample_1,sample_2,sample_3,sample_4,sample_5
MAR03129,194.2,132.2,75.3,180.5,171.0
MAR03130,67.4,107.6,19.1,180.5,171.0
MAR03132,197.0,132.2,28.3,180.5,171.0
MAR03135,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03136,194.2,132.2,75.3,180.5,171.0
MAR03137,67.4,107.6,19.1,180.5,171.0
MAR03139,197.0,132.2,28.3,180.5,171.0
MAR03142,702.9999999999999,267.4,73.19999999999999,550.4,647.1
MAR03143,194.2,132.2,75.3,180.5,171.0
MAR03144,67.4,107.6,19.1,180.5,171.0
MAR03146,197.0,132.2,28.3,180.5,171.0
MAR03149,702.9999999999999,267.4,73.19999999999999,550.4,647.1
MAR03150,194.2,132.2,75.3,180.5,171.0
MAR03151,67.4,107.6,19.1,180.5,171.0
MAR03153,197.0,132.2,28.3,180.5,171.0
MAR03156,44.8,9.2,19.3,249.6,99.5
MAR03157,194.2,132.2,75.3,180.5,171.0
MAR03158,67.4,107.6,19.1,180.5,171.0
MAR03160,197.0,132.2,28.3,180.5,171.0
MAR03398,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03406,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03407,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03408,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03409,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03411,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03413,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03414,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03416,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03421,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03422,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03423,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03424,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03425,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03426,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR09719,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03427,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03428,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03429,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03430,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03431,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03432,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03433,3683.7,2043.8999999999999,500.30000000000007,5286.3,5077.499999999999
MAR03170,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03171,194.2,132.2,75.3,180.5,171.0
MAR03172,67.4,107.6,19.1,180.5,171.0
MAR03173,197.0,132.2,28.3,180.5,171.0
MAR03174,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03175,194.2,132.2,75.3,180.5,171.0
MAR03176,67.4,107.6,19.1,180.5,171.0
MAR03177,197.0,132.2,28.3,180.5,171.0
MAR03178,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03179,194.2,132.2,75.3,180.5,171.0
MAR03180,67.4,107.6,19.1,180.5,171.0
MAR03181,197.0,132.2,28.3,180.5,171.0
MAR03182,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03183,194.2,132.2,75.3,180.5,171.0
MAR03184,67.4,107.6,19.1,180.5,171.0
MAR03185,197.0,132.2,28.3,180.5,171.0
MAR03186,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03187,194.2,132.2,75.3,180.5,171.0
MAR03188,67.4,107.6,19.1,180.5,171.0
MAR03189,197.0,132.2,28.3,180.5,171.0
MAR03190,658.1999999999999,258.2,53.9,300.8,547.6
MAR03191,194.2,132.2,75.3,180.5,171.0
MAR03192,67.4,107.6,19.1,180.5,171.0
MAR03193,197.0,132.2,28.3,180.5,171.0
MAR03194,658.1999999999999,258.2,53.9,300.8,547.6
MAR03195,194.2,132.2,75.3,180.5,171.0
MAR03196,67.4,107.6,19.1,180.5,171.0
MAR03197,197.0,132.2,28.3,180.5,171.0
MAR03198,658.1999999999999,258.2,53.9,300.8,547.6
MAR03199,194.2,132.2,75.3,180.5,171.0
MAR03200,67.4,107.6,19.1,180.5,171.0
MAR03201,197.0,132.2,28.3,180.5,171.0
MAR03202,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03203,194.2,132.2,75.3,180.5,171.0
MAR03204,67.4,107.6,19.1,180.5,171.0
MAR03205,197.0,132.2,28.3,180.5,171.0
MAR03396,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03397,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03240,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03241,194.2,132.2,75.3,180.5,171.0
MAR03242,67.4,107.6,19.1,180.5,171.0
MAR03243,197.0,132.2,28.3,180.5,171.0
MAR03244,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03245,194.2,132.2,75.3,180.5,171.0
MAR03246,67.4,107.6,19.1,180.5,171.0
MAR03247,197.0,132.2,28.3,180.5,171.0
MAR03250,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03252,194.2,132.2,75.3,180.5,171.0
MAR03254,67.4,107.6,19.1,180.5,171.0
MAR03256,197.0,132.2,28.3,180.5,171.0
MAR03258,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03260,194.2,132.2,75.3,180.5,171.0
MAR03262,67.4,107.6,19.1,180.5,171.0
MAR03264,197.0,132.2,28.3,180.5,171.0
MAR03272,831.0,943.5999999999999,178.5,1116.6000000000001,1482.0
MAR03356,44.8,9.2,19.3,249.6,99.5
MAR03357,108.6,132.2,33.5,180.5,171.0
MAR03358,3.9,58.4,29.7,235.5,58.6
MAR03359,3.9,92.2,29.7,782.2,523.2
MAR03360,44.8,9.2,19.3,249.6,99.5
MAR03361,108.6,132.2,33.5,180.5,171.0
MAR03362,3.9,58.4,29.7,235.5,58.6
MAR03363,3.9,92.2,29.7,782.2,523.2
MAR03218,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03219,194.2,132.2,75.3,180.5,171.0
MAR03220,67.4,107.6,19.1,180.5,171.0
MAR03221,197.0,132.2,28.3,180.5,171.0
MAR03222,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03223,194.2,132.2,75.3,180.5,171.0
MAR03224,67.4,107.6,19.1,180.5,171.0
MAR03225,197.0,132.2,28.3,180.5,171.0
MAR03226,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03227,194.2,132.2,75.3,180.5,171.0
MAR03228,67.4,107.6,19.1,180.5,171.0
MAR03229,197.0,132.2,28.3,180.5,171.0
MAR03230,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03231,194.2,132.2,75.3,180.5,171.0
MAR03232,67.4,107.6,19.1,180.5,171.0
MAR03233,197.0,132.2,28.3,180.5,171.0
MAR03234,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03235,194.2,132.2,75.3,180.5,171.0
MAR03236,67.4,107.6,19.1,180.5,171.0
MAR03237,197.0,132.2,28.3,180.5,171.0
MAR03239,831.0,943.5999999999999,178.5,1116.6000000000001,1482.0
MAR03275,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03277,194.2,132.2,75.3,180.5,171.0
MAR03278,67.4,107.6,19.1,180.5,171.0
MAR03279,197.0,132.2,28.3,180.5,171.0
MAR03280,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03281,194.2,132.2,75.3,180.5,171.0
MAR03282,67.4,107.6,19.1,180.5,171.0
MAR03283,197.0,132.2,28.3,180.5,171.0
MAR03284,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03285,194.2,132.2,75.3,180.5,171.0
MAR03286,67.4,107.6,19.1,180.5,171.0
MAR03287,197.0,132.2,28.3,180.5,171.0
MAR03288,831.0,943.5999999999999,178.5,1116.6000000000001,1482.0
MAR03290,194.2,132.2,75.3,180.5,171.0
MAR03292,67.4,107.6,19.1,180.5,171.0
MAR03293,197.0,132.2,28.3,180.5,171.0
MAR03294,1256.5,411.9,121.39999999999999,622.4,845.5
MAR03296,469.2,344.2,59.4,338.1,459.7
MAR03298,365.70000000000005,547.1,82.6,455.4,708.5
MAR01174,197.0,132.2,28.3,180.5,171.0
MAR01175,44.8,9.2,19.3,249.6,99.5
MAR01176,469.2,344.2,59.4,338.1,459.7
MAR01177,194.2,132.2,75.3,180.5,171.0
MAR01178,67.4,107.6,19.1,180.5,171.0
MAR01179,197.0,132.2,28.3,180.5,171.0
MAR01180,44.8,9.2,19.3,249.6,99.5
MAR01181,469.2,344.2,59.4,338.1,459.7
MAR01182,194.2,132.2,75.3,180.5,171.0
MAR01183,67.4,107.6,19.1,180.5,171.0
MAR01184,197.0,132.2,28.3,180.5,171.0
MAR01216,197.0,132.2,28.3,180.5,171.0
MAR01217,44.8,9.2,19.3,249.6,99.5
MAR01218,469.2,344.2,59.4,338.1,459.7
MAR01219,194.2,132.2,75.3,180.5,171.0
MAR01220,67.4,107.6,19.1,180.5,171.0
MAR01221,197.0,132.2,28.3,180.5,171.0
MAR01222,469.2,344.2,59.4,338.1,459.7
MAR01223,44.8,9.2,19.3,249.6,99.5
MAR01224,194.2,132.2,75.3,180.5,171.0
MAR01225,67.4,107.6,19.1,180.5,171.0
MAR01226,197.0,132.2,28.3,180.5,171.0
MAR03522,632.8,233.6,40.3,279.0,524.7
MAR03523,194.2,132.2,75.3,180.5,171.0
MAR03524,67.4,107.6,19.1,180.5,171.0
MAR03525,197.0,132.2,28.3,180.5,171.0
MAR03526,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03527,632.8,233.6,40.3,279.0,524.7
MAR03528,194.2,132.2,75.3,180.5,171.0
MAR03529,67.4,107.6,19.1,180.5,171.0
MAR03530,197.0,132.2,28.3,180.5,171.0
MAR03531,632.8,233.6,40.3,279.0,524.7
MAR03532,194.2,132.2,75.3,180.5,171.0
MAR03533,67.4,107.6,19.1,180.5,171.0
MAR03534,197.0,132.2,28.3,180.5,171.0
MAR01573,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06901,20.4,18.4,9.9,35.4,32.9
MAR06903,25.3,21.5,6.0,14.8,8.5
MAR06904,45.6,27.7,10.0,17.0,34.3
MAR06905,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06906,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06907,45.6,27.7,10.0,17.0,34.3
MAR06908,30.4,33.8,13.3,50.1,59.1
MAR06909,26.0,30.7,15.2,11.7,23.1
MAR06910,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07165,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07166,59.5,58.4,57.0,25.7,51.4
MAR07167,31.7,27.7,29.1,55.6,33.7
MAR07168,51.3,18.4,19.5,23.7,28.3
MAR07169,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07170,94.1,9.2,33.7,167.5,48.1
MAR09722,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01920,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01924,249.8,129.1,56.0,675.2,88.30000000000001
MAR01926,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01927,67.1,33.8,18.5,106.4,56.0
MAR01928,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01929,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01931,273.9,92.2,61.5,3.2,63.7
MAR01932,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01933,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01934,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01935,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01940,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01941,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01942,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01943,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01948,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01949,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01950,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01951,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01989,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01990,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01991,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01992,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01993,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02002,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02003,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02004,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02005,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02007,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02009,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02010,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02011,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04766,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06793,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06794,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06795,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06796,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07648,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07928,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07930,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07931,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07932,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07934,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07935,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07936,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07937,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07938,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07939,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07940,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07941,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07942,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07943,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07945,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07948,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07950,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07952,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07954,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07955,52.3,86.1,9.7,92.5,122.8
MAR07957,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07958,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07959,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07962,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07965,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07968,127.6,113.8,100.7,329.6,176.1
MAR02041,127.6,113.8,100.7,329.6,176.1
MAR07970,2.8,3.1,10.1,41.8,9.1
MAR07971,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07972,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07973,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07974,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07976,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07978,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07980,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07984,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07987,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01944,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01945,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01952,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01953,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01958,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01959,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01960,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01962,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01963,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01967,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01968,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01969,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01970,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01971,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01973,127.6,113.8,100.7,329.6,176.1
MAR01974,127.6,113.8,100.7,329.6,176.1
MAR01976,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01977,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01978,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01982,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01983,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02014,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02015,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02016,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02017,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02018,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02019,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02020,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02022,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02024,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02025,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01440,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01445,2.9,21.5,6.8,29.8,53.3
MAR01448,44.9,187.5,30.3,152.6,219.8
MAR01454,100.3,86.1,66.8,313.5,53.8
MAR01465,61.3,52.2,41.2,188.6,68.0
MAR01467,61.3,52.2,41.2,188.6,68.0
MAR01470,6.2,6.1,31.2,100.1,4.0
MAR01473,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01477,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01478,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01479,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01484,116.0,12.2,63.300000000000004,244.4,84.4
MAR01490,12.5,21.5,44.2,466.8,30.4
MAR01493,12.5,21.5,44.2,466.8,30.4
MAR01494,12.5,21.5,44.2,466.8,30.4
MAR01495,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01496,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01500,2.8,3.1,10.1,41.8,9.1
MAR01502,12.5,21.5,44.2,466.8,30.4
MAR01503,12.5,21.5,44.2,466.8,30.4
MAR01504,12.5,21.5,44.2,466.8,30.4
MAR01505,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01509,2.8,3.1,10.1,41.8,9.1
MAR01512,59.7,24.6,34.0,634.0,71.0
MAR01516,38.3,3.1,44.7,296.9,14.1
MAR01519,7.9,6.1,13.3,128.9,2.9
MAR01526,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01533,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01557,38.3,3.1,44.7,296.9,14.1
MAR01558,38.3,3.1,44.7,296.9,14.1
MAR01565,7.9,6.1,13.3,128.9,2.9
MAR01535,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01536,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01538,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01539,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01540,116.0,12.2,63.300000000000004,244.4,84.4
MAR01543,12.5,21.5,44.2,466.8,30.4
MAR01544,12.5,21.5,44.2,466.8,30.4
MAR01545,12.5,21.5,44.2,466.8,30.4
MAR01546,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01547,2.8,3.1,10.1,41.8,9.1
MAR01548,12.5,21.5,44.2,466.8,30.4
MAR01549,12.5,21.5,44.2,466.8,30.4
MAR01550,12.5,21.5,44.2,466.8,30.4
MAR01551,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01552,2.8,3.1,10.1,41.8,9.1
MAR01553,59.7,24.6,34.0,634.0,71.0
MAR01437,16.8,15.4,42.4,441.9,18.5
MAR01451,13.9,27.7,21.9,114.3,21.4
MAR01457,37.2,150.6,184.20000000000002,336.4,171.5
MAR01460,37.2,150.6,184.20000000000002,336.4,171.5
MAR01531,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01570,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01576,6.5,12.3,6.1,3.3,5.7
MAR01577,38.1,83.0,22.2,170.4,194.0
MAR03105,1.9,27.7,19.5,225.1,41.6
MAR04630,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02029,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02030,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02031,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02032,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02033,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02034,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02036,127.6,113.8,100.7,329.6,176.1
MAR02037,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02038,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02042,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02043,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02044,50.8,270.5,90.2,319.9,65.9
MAR02045,50.8,270.5,90.2,319.9,65.9
MAR02046,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02047,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02048,50.8,270.5,90.2,319.9,65.9
MAR02049,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02050,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02051,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02052,50.8,270.5,90.2,319.9,65.9
MAR02053,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02054,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02055,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02056,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02057,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02058,50.8,270.5,90.2,319.9,65.9
MAR02059,50.8,270.5,90.2,319.9,65.9
MAR02060,50.8,270.5,90.2,319.9,65.9
MAR02061,568.1,713.0,191.4,1371.6,724.4
MAR02062,568.1,713.0,191.4,1371.6,724.4
MAR02063,568.1,713.0,191.4,1371.6,724.4
MAR02064,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02068,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02069,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02070,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02071,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02072,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02073,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02074,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02075,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02076,568.1,713.0,191.4,1371.6,724.4
MAR02077,568.1,713.0,191.4,1371.6,724.4
MAR02078,568.1,713.0,191.4,1371.6,724.4
MAR02079,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02083,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02084,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02085,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02086,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02088,568.1,713.0,191.4,1371.6,724.4
MAR02089,568.1,713.0,191.4,1371.6,724.4
MAR02091,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02095,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02096,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02097,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02098,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02099,568.1,713.0,191.4,1371.6,724.4
MAR02100,568.1,713.0,191.4,1371.6,724.4
MAR02102,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02106,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02107,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02108,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02109,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02110,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02111,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02112,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR02113,2310.7999999999997,4072.4,1358.6000000000001,2412.3,7372.7
MAR03537,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03538,9.5,12.3,49.9,57.1,12.5
MAR03539,9.5,12.3,49.9,57.1,12.5
MAR03540,9.5,12.3,49.9,57.1,12.5
MAR03541,9.5,12.3,49.9,57.1,12.5
MAR03542,9.5,12.3,49.9,57.1,12.5
MAR03543,9.5,12.3,49.9,57.1,12.5
MAR03544,9.5,12.3,49.9,57.1,12.5
MAR03545,9.5,12.3,49.9,57.1,12.5
MAR03546,9.5,12.3,49.9,57.1,12.5
MAR03547,9.5,12.3,49.9,57.1,12.5
MAR03548,9.5,12.3,49.9,57.1,12.5
MAR03549,9.5,12.3,49.9,57.1,12.5
MAR03550,9.5,12.3,49.9,57.1,12.5
MAR03551,9.5,12.3,49.9,57.1,12.5
MAR03552,9.5,12.3,49.9,57.1,12.5
MAR03553,9.5,12.3,49.9,57.1,12.5
MAR03554,9.5,12.3,49.9,57.1,12.5
MAR03555,9.5,12.3,49.9,57.1,12.5
MAR03556,9.5,12.3,49.9,57.1,12.5
MAR03557,9.5,12.3,49.9,57.1,12.5
MAR03558,9.5,12.3,49.9,57.1,12.5
MAR03559,9.5,12.3,49.9,57.1,12.5
MAR03560,9.5,12.3,49.9,57.1,12.5
MAR03561,9.5,12.3,49.9,57.1,12.5
MAR03562,9.5,12.3,49.9,57.1,12.5
MAR03563,9.5,12.3,49.9,57.1,12.5
MAR03564,9.5,12.3,49.9,57.1,12.5
MAR03565,9.5,12.3,49.9,57.1,12.5
MAR03566,9.5,12.3,49.9,57.1,12.5
MAR03567,9.5,12.3,49.9,57.1,12.5
MAR03568,9.5,12.3,49.9,57.1,12.5
MAR03569,9.5,12.3,49.9,57.1,12.5
MAR03570,9.5,12.3,49.9,57.1,12.5
MAR03571,9.5,12.3,49.9,57.1,12.5
MAR03572,9.5,12.3,49.9,57.1,12.5
MAR03573,9.5,12.3,49.9,57.1,12.5
MAR03574,9.5,12.3,49.9,57.1,12.5
MAR03575,9.5,12.3,49.9,57.1,12.5
MAR03576,9.5,12.3,49.9,57.1,12.5
MAR03577,9.5,12.3,49.9,57.1,12.5
MAR03578,9.5,12.3,49.9,57.1,12.5
MAR03579,9.5,12.3,49.9,57.1,12.5
MAR03580,9.5,12.3,49.9,57.1,12.5
MAR03581,9.5,12.3,49.9,57.1,12.5
MAR03582,9.5,12.3,49.9,57.1,12.5
MAR03583,9.5,12.3,49.9,57.1,12.5
MAR03584,9.5,12.3,49.9,57.1,12.5
MAR03585,9.5,12.3,49.9,57.1,12.5
