,sample_1,sample_2
"('MAR10431', '')",{},{}
"('MAR10432', '')",{},{}
"('MAR10434', '')",{},{}
"('MAR10435', '')",{},{}
"('MAR10436', '')",{},{}
"('MAR10437', '')",{},{}
"('MAR10438', '')",{},{}
"('MAR10439', '')",{},{}
"('MAR10440', '')",{},{}
"('MAR10441', '')",{},{}
"('MAR10442', '')",{},{}
"('MAR10443', '')",{},{}
"('MAR10444', '')",{},{}
"('MAR10445', 'ENSG00000136881')","{'ENSG00000136881': ('ENSG00000136881', 1, 0.6)}","{'ENSG00000136881': ('ENSG00000136881', 1, 5.0)}"
"('MAR10446', 'ENSG00000136881')","{'ENSG00000136881': ('ENSG00000136881', 1, 0.6)}","{'ENSG00000136881': ('ENSG00000136881', 1, 5.0)}"
"('MAR10448', '')",{},{}
"('MAR10449', '')",{},{}
"('MAR10450', '')",{},{}
"('MAR10451', 'ENSG00000073734 or ENSG00000108846 or ENSG00000121270')","{'ENSG00000073734': ('ENSG00000073734', 0.27906976744186046, 1.2), 'ENSG00000121270': ('ENSG00000121270', 0.7209302325581396, 3.1)}","{'ENSG00000073734': ('ENSG00000073734', 0.2366148531951641, 41.1), 'ENSG00000121270': ('ENSG00000121270', 0.7633851468048359, 132.6)}"
"('MAR10452', 'ENSG00000073734 or ENSG00000108846 or ENSG00000121270')","{'ENSG00000073734': ('ENSG00000073734', 0.27906976744186046, 1.2), 'ENSG00000121270': ('ENSG00000121270', 0.7209302325581396, 3.1)}","{'ENSG00000073734': ('ENSG00000073734', 0.2366148531951641, 41.1), 'ENSG00000121270': ('ENSG00000121270', 0.7633851468048359, 132.6)}"
"('MAR10453', 'ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000125257')","{'ENSG00000023839': ('ENSG00000023839', 0.07260726072607263, 2.2), 'ENSG00000073734': ('ENSG00000073734', 0.03960396039603961, 1.2), 'ENSG00000125257': ('ENSG00000125257', 0.8877887788778879, 26.9)}","{'ENSG00000023839': ('ENSG00000023839', 0.2016260162601626, 12.4), 'ENSG00000073734': ('ENSG00000073734', 0.6682926829268292, 41.1), 'ENSG00000125257': ('ENSG00000125257', 0.13008130081300814, 8.0)}"
"('MAR10454', 'ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257')","{'ENSG00000023839': ('ENSG00000023839', 0.06707317073170732, 2.2), 'ENSG00000118777': ('ENSG00000118777', 0.1128048780487805, 3.7), 'ENSG00000125257': ('ENSG00000125257', 0.8201219512195123, 26.9)}","{'ENSG00000023839': ('ENSG00000023839', 0.3076923076923077, 12.4), 'ENSG00000118777': ('ENSG00000118777', 0.49379652605459057, 19.9), 'ENSG00000125257': ('ENSG00000125257', 0.19851116625310175, 8.0)}"
"('MAR10455', '')",{},{}
"('MAR10456', '')",{},{}
"('MAR10457', '')",{},{}
"('MAR10458', '')",{},{}
"('MAR10459', 'ENSG00000149124')",{},{}
"('MAR10460', 'ENSG00000196502')","{'ENSG00000196502': ('ENSG00000196502', 1, 23.8)}","{'ENSG00000196502': ('ENSG00000196502', 1, nan)}"
"('MAR10461', 'ENSG00000130649')","{'ENSG00000130649': ('ENSG00000130649', 1, 5.3)}","{'ENSG00000130649': ('ENSG00000130649', 1, 4.6)}"
"('MAR10462', 'ENSG00000196502')","{'ENSG00000196502': ('ENSG00000196502', 1, 23.8)}","{'ENSG00000196502': ('ENSG00000196502', 1, nan)}"
"('MAR10463', '')",{},{}
"('MAR10464', 'ENSG00000197901')","{'ENSG00000197901': ('ENSG00000197901', 1, 4.6)}","{'ENSG00000197901': ('ENSG00000197901', 1, nan)}"
"('MAR10465', '')",{},{}
"('MAR10466', '')",{},{}
"('MAR10468', '')",{},{}
"('MAR10470', '')",{},{}
"('MAR10472', '')",{},{}
"('MAR10473', '')",{},{}
"('MAR10474', '')",{},{}
"('MAR10475', '')",{},{}
"('MAR10476', '')",{},{}
"('MAR10477', '')",{},{}
"('MAR10478', '')",{},{}
"('MAR10479', '')",{},{}
"('MAR10480', '')",{},{}
"('MAR10481', '')",{},{}
"('MAR10482', '')",{},{}
"('MAR10483', '')",{},{}
"('MAR10484', '')",{},{}
"('MAR10485', '')",{},{}
"('MAR10486', '')",{},{}
"('MAR10487', '')",{},{}
"('MAR10488', '')",{},{}
"('MAR10489', '')",{},{}
"('MAR10490', '')",{},{}
"('MAR10491', '')",{},{}
"('MAR10492', '')",{},{}
"('MAR10493', '')",{},{}
"('MAR10494', '')",{},{}
"('MAR10495', '')",{},{}
"('MAR10496', '')",{},{}
"('MAR10497', '')",{},{}
"('MAR10498', '')",{},{}
"('MAR10499', '')",{},{}
"('MAR10500', '')",{},{}
"('MAR10501', '')",{},{}
"('MAR10502', '')",{},{}
"('MAR10503', '')",{},{}
"('MAR10504', '')",{},{}
"('MAR10505', '')",{},{}
"('MAR10506', '')",{},{}
"('MAR10507', '')",{},{}
"('MAR10508', '')",{},{}
"('MAR10509', '')",{},{}
"('MAR10510', '')",{},{}
"('MAR10511', '')",{},{}
"('MAR10512', '')",{},{}
"('MAR10513', '')",{},{}
"('MAR10514', '')",{},{}
"('MAR10515', '')",{},{}
"('MAR10516', '')",{},{}
"('MAR10517', '')",{},{}
"('MAR10518', '')",{},{}
"('MAR10519', '')",{},{}
"('MAR10520', '')",{},{}
"('MAR10521', '')",{},{}
"('MAR10522', '')",{},{}
"('MAR10523', '')",{},{}
"('MAR10524', '')",{},{}
"('MAR10525', '')",{},{}
"('MAR10526', '')",{},{}
"('MAR10527', '')",{},{}
"('MAR10528', '')",{},{}
"('MAR10529', '')",{},{}
"('MAR10530', '')",{},{}
"('MAR10531', '')",{},{}
"('MAR10532', '')",{},{}
"('MAR10533', '')",{},{}
"('MAR10534', '')",{},{}
"('MAR10535', '')",{},{}
"('MAR10536', '')",{},{}
"('MAR10537', '')",{},{}
"('MAR10538', '')",{},{}
"('MAR10539', '')",{},{}
"('MAR10540', '')",{},{}
"('MAR10541', '')",{},{}
"('MAR10542', '')",{},{}
"('MAR10543', '')",{},{}
"('MAR10544', '')",{},{}
"('MAR10545', '')",{},{}
"('MAR10546', '')",{},{}
"('MAR10547', '')",{},{}
"('MAR10548', '')",{},{}
"('MAR10549', '')",{},{}
"('MAR10550', '')",{},{}
"('MAR10551', '')",{},{}
"('MAR10552', '')",{},{}
"('MAR10553', '')",{},{}
"('MAR10554', '')",{},{}
"('MAR10555', '')",{},{}
"('MAR10556', '')",{},{}
"('MAR10557', '')",{},{}
"('MAR10558', '')",{},{}
"('MAR10559', '')",{},{}
"('MAR10560', '')",{},{}
"('MAR10561', '')",{},{}
"('MAR10562', '')",{},{}
"('MAR10563', '')",{},{}
"('MAR10564', '')",{},{}
"('MAR10565', '')",{},{}
"('MAR10566', '')",{},{}
"('MAR10567', '')",{},{}
"('MAR10568', '')",{},{}
"('MAR10569', '')",{},{}
"('MAR10570', '')",{},{}
"('MAR10571', '')",{},{}
"('MAR10572', '')",{},{}
"('MAR10573', '')",{},{}
"('MAR10574', '')",{},{}
"('MAR10575', '')",{},{}
"('MAR10576', '')",{},{}
"('MAR10577', '')",{},{}
"('MAR10578', '')",{},{}
"('MAR10579', '')",{},{}
"('MAR10580', '')",{},{}
"('MAR10581', '')",{},{}
"('MAR10582', '')",{},{}
"('MAR10583', '')",{},{}
"('MAR10584', '')",{},{}
"('MAR10585', '')",{},{}
"('MAR10586', '')",{},{}
"('MAR10587', '')",{},{}
"('MAR10588', '')",{},{}
"('MAR10589', '')",{},{}
"('MAR10590', '')",{},{}
"('MAR10591', '')",{},{}
"('MAR10592', '')",{},{}
"('MAR10593', '')",{},{}
"('MAR10594', '')",{},{}
"('MAR10595', '')",{},{}
"('MAR10596', '')",{},{}
"('MAR10597', '')",{},{}
"('MAR10598', '')",{},{}
"('MAR10599', '')",{},{}
"('MAR10600', '')",{},{}
"('MAR10601', '')",{},{}
"('MAR10602', '')",{},{}
"('MAR10603', '')",{},{}
"('MAR10604', '')",{},{}
"('MAR10605', '')",{},{}
"('MAR10606', '')",{},{}
"('MAR10607', '')",{},{}
"('MAR10608', '')",{},{}
"('MAR10609', '')",{},{}
"('MAR10610', '')",{},{}
"('MAR10611', '')",{},{}
"('MAR10612', '')",{},{}
"('MAR10613', '')",{},{}
"('MAR10614', '')",{},{}
"('MAR10615', '')",{},{}
"('MAR10616', '')",{},{}
"('MAR10617', '')",{},{}
"('MAR10618', '')",{},{}
"('MAR10619', '')",{},{}
"('MAR10620', '')",{},{}
"('MAR10621', '')",{},{}
"('MAR10622', '')",{},{}
"('MAR10623', '')",{},{}
"('MAR10624', '')",{},{}
"('MAR10625', '')",{},{}
"('MAR10626', '')",{},{}
"('MAR10627', '')",{},{}
"('MAR10628', '')",{},{}
"('MAR10629', '')",{},{}
"('MAR10630', '')",{},{}
"('MAR10631', '')",{},{}
"('MAR10632', '')",{},{}
"('MAR10633', '')",{},{}
"('MAR10634', '')",{},{}
"('MAR10635', '')",{},{}
"('MAR10636', '')",{},{}
"('MAR10637', '')",{},{}
"('MAR10638', '')",{},{}
"('MAR10639', '')",{},{}
"('MAR10640', '')",{},{}
"('MAR10641', '')",{},{}
"('MAR10642', '')",{},{}
"('MAR10643', '')",{},{}
"('MAR10644', '')",{},{}
"('MAR10645', '')",{},{}
"('MAR10646', '')",{},{}
"('MAR10647', '')",{},{}
"('MAR10648', '')",{},{}
"('MAR10649', '')",{},{}
"('MAR10650', '')",{},{}
"('MAR10651', '')",{},{}
"('MAR10652', '')",{},{}
"('MAR10653', '')",{},{}
"('MAR10654', '')",{},{}
"('MAR10655', '')",{},{}
"('MAR10656', '')",{},{}
"('MAR10657', '')",{},{}
"('MAR10658', '')",{},{}
"('MAR10659', '')",{},{}
"('MAR10660', '')",{},{}
"('MAR10661', '')",{},{}
"('MAR10662', '')",{},{}
"('MAR10663', '')",{},{}
"('MAR10664', '')",{},{}
"('MAR10665', '')",{},{}
"('MAR10666', '')",{},{}
"('MAR10667', '')",{},{}
"('MAR10668', '')",{},{}
"('MAR10669', '')",{},{}
"('MAR10670', '')",{},{}
"('MAR10671', '')",{},{}
"('MAR10672', '')",{},{}
"('MAR10673', '')",{},{}
"('MAR10674', '')",{},{}
"('MAR10675', '')",{},{}
"('MAR10676', '')",{},{}
"('MAR10677', '')",{},{}
"('MAR10678', '')",{},{}
"('MAR10679', '')",{},{}
"('MAR10680', '')",{},{}
"('MAR10681', '')",{},{}
"('MAR10682', '')",{},{}
"('MAR10683', '')",{},{}
"('MAR10684', '')",{},{}
"('MAR10685', '')",{},{}
"('MAR10686', '')",{},{}
"('MAR10687', '')",{},{}
"('MAR10688', '')",{},{}
"('MAR10689', '')",{},{}
"('MAR10690', '')",{},{}
"('MAR10691', '')",{},{}
"('MAR10692', '')",{},{}
"('MAR10693', '')",{},{}
"('MAR10694', '')",{},{}
"('MAR10695', '')",{},{}
"('MAR10696', '')",{},{}
"('MAR10697', '')",{},{}
"('MAR10698', '')",{},{}
"('MAR10699', '')",{},{}
"('MAR10700', '')",{},{}
"('MAR10701', '')",{},{}
"('MAR10702', '')",{},{}
"('MAR10703', '')",{},{}
"('MAR10704', '')",{},{}
"('MAR10705', '')",{},{}
"('MAR10706', '')",{},{}
"('MAR10707', '')",{},{}
"('MAR10708', '')",{},{}
"('MAR10709', '')",{},{}
"('MAR10710', '')",{},{}
"('MAR10711', '')",{},{}
"('MAR10712', '')",{},{}
"('MAR10713', '')",{},{}
"('MAR10714', '')",{},{}
"('MAR10715', '')",{},{}
"('MAR10716', '')",{},{}
"('MAR10717', '')",{},{}
"('MAR10718', '')",{},{}
"('MAR10719', '')",{},{}
"('MAR10720', '')",{},{}
"('MAR10721', '')",{},{}
"('MAR10722', '')",{},{}
"('MAR10723', '')",{},{}
"('MAR10724', '')",{},{}
"('MAR10725', '')",{},{}
"('MAR10726', '')",{},{}
"('MAR10727', '')",{},{}
"('MAR10728', '')",{},{}
"('MAR10729', '')",{},{}
"('MAR10730', '')",{},{}
"('MAR10731', '')",{},{}
"('MAR10732', '')",{},{}
"('MAR10733', '')",{},{}
"('MAR10734', '')",{},{}
"('MAR10735', '')",{},{}
"('MAR10736', '')",{},{}
"('MAR10737', '')",{},{}
"('MAR10738', '')",{},{}
"('MAR10739', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10740', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10741', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10742', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10743', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10744', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10745', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10746', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10747', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10748', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10749', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10750', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10751', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10752', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10753', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10754', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10755', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10756', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10757', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10758', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10759', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10760', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10761', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10762', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10763', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10764', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10765', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10766', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10767', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10768', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10769', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10770', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10771', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10772', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10773', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10774', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10775', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10776', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10777', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10778', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10779', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10780', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10781', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10782', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10783', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
"('MAR10784', 'ENSG00000088386 or ENSG00000163406')","{'ENSG00000088386': ('ENSG00000088386', 0.002259036144578313, 0.3), 'ENSG00000163406': ('ENSG00000163406', 0.9977409638554215, 132.5)}","{'ENSG00000088386': ('ENSG00000088386', 1, 45.5), 'ENSG00000163406': ('ENSG00000163406', 1, nan)}"
