,sample_1,sample_2,sample_3
"('MAR00327', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00331', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00337', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00341', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00345', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00349', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00353', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00357', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00361', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00365', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00369', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00373', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00377', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00381', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
"('MAR00385', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.05426661423515534, 27.6), 'ENSG00000103740': ('ENSG00000103740', 0.29473063311049935, 149.9), 'ENSG00000123983': ('ENSG00000123983', 0.20585922139205662, 104.7), 'ENSG00000130377': ('ENSG00000130377', 0.004325599685410932, 2.2), 'ENSG00000140284': ('ENSG00000140284', 0.0011797090051120721, 0.6), 'ENSG00000151726': ('ENSG00000151726', 0.012190326386158079, 6.2), 'ENSG00000164398': ('ENSG00000164398', 0.4274478961856075, 217.4)}","{'ENSG00000068366': ('ENSG00000068366', 0.19037656903765687, 72.8), 'ENSG00000103740': ('ENSG00000103740', 0.0010460251046025102, 0.4), 'ENSG00000123983': ('ENSG00000123983', 0.27955020920502094, 106.9), 'ENSG00000130377': ('ENSG00000130377', 0.0007845188284518828, 0.3), 'ENSG00000140284': ('ENSG00000140284', 0.002353556485355648, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.5235355648535565, 200.2), 'ENSG00000164398': ('ENSG00000164398', 0.0023535564853556486, 0.9)}","{'ENSG00000068366': ('ENSG00000068366', 0.3696682464454977, 54.6), 'ENSG00000103740': ('ENSG00000103740', 0.018280297901150985, 2.7), 'ENSG00000123983': ('ENSG00000123983', 0.4482058226134055, 66.2), 'ENSG00000130377': ('ENSG00000130377', 0.012186865267433988, 1.8), 'ENSG00000140284': ('ENSG00000140284', 0.006093432633716994, 0.9), 'ENSG00000151726': ('ENSG00000151726', 0.04265402843601896, 6.3), 'ENSG00000164398': ('ENSG00000164398', 0.1029113067027759, 15.2)}"
