,sample_1,sample_2,sample_3
"('MAR04132', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 10.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 12.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 5.4)}"
"('MAR04303', 'ENSG00000090402 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335')","{'ENSG00000171298': ('ENSG00000171298', 0.4702194357366771, 30.0), 'ENSG00000214013': ('ENSG00000214013', 0.5297805642633229, 33.8)}","{'ENSG00000171298': ('ENSG00000171298', 0.876210979547901, 81.4), 'ENSG00000214013': ('ENSG00000214013', 0.12378902045209902, 11.5)}","{'ENSG00000171298': ('ENSG00000171298', 0.36080586080586086, 19.7), 'ENSG00000214013': ('ENSG00000214013', 0.6391941391941393, 34.9)}"
"('MAR04414', 'ENSG00000108479 or ENSG00000156958 or ENSG00000166262')","{'ENSG00000156958': ('ENSG00000156958', 0.5514354066985646, 46.1), 'ENSG00000166262': ('ENSG00000166262', 0.44856459330143544, 37.5)}","{'ENSG00000156958': ('ENSG00000156958', 0.9147286821705427, 11.8), 'ENSG00000166262': ('ENSG00000166262', 0.08527131782945736, 1.1)}","{'ENSG00000156958': ('ENSG00000156958', 0.9184290030211479, 60.8), 'ENSG00000166262': ('ENSG00000166262', 0.08157099697885196, 5.4)}"
"('MAR04415', 'ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167')","{'ENSG00000163521': ('ENSG00000163521', 1, 3.1), 'ENSG00000170266': ('ENSG00000170266', 1, 37.2)}","{'ENSG00000163521': ('ENSG00000163521', 1, 4.8), 'ENSG00000170266': ('ENSG00000170266', 1, 41.5)}","{'ENSG00000163521': ('ENSG00000163521', 1, 1.8), 'ENSG00000170266': ('ENSG00000170266', 1, 22.4)}"
"('MAR04416', 'ENSG00000102393 or ENSG00000170266 or ENSG00000241343')","{'ENSG00000102393': ('ENSG00000102393', 0.07692307692307691, 3.1), 'ENSG00000170266': ('ENSG00000170266', 0.923076923076923, 37.2)}","{'ENSG00000102393': ('ENSG00000102393', 0.8221174453493356, 191.8), 'ENSG00000170266': ('ENSG00000170266', 0.17788255465066438, 41.5)}","{'ENSG00000102393': ('ENSG00000102393', 0.16728624535315986, 4.5), 'ENSG00000170266': ('ENSG00000170266', 0.8327137546468402, 22.4)}"
"('MAR04774', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.6060606060606061, 122.0), 'ENSG00000141959': ('ENSG00000141959', 0.250869349230005, 50.5), 'ENSG00000152556': ('ENSG00000152556', 0.14307004470938897, 28.8)}","{'ENSG00000067057': ('ENSG00000067057', 0.17319848293299622, 13.7), 'ENSG00000141959': ('ENSG00000141959', 0.7812895069532239, 61.8), 'ENSG00000152556': ('ENSG00000152556', 0.04551201011378003, 3.6)}","{'ENSG00000067057': ('ENSG00000067057', 0.31359649122807015, 14.3), 'ENSG00000141959': ('ENSG00000141959', 0.6074561403508771, 27.7), 'ENSG00000152556': ('ENSG00000152556', 0.07894736842105263, 3.6)}"
"('MAR04775', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.6060606060606061, 122.0), 'ENSG00000141959': ('ENSG00000141959', 0.250869349230005, 50.5), 'ENSG00000152556': ('ENSG00000152556', 0.14307004470938897, 28.8)}","{'ENSG00000067057': ('ENSG00000067057', 0.17319848293299622, 13.7), 'ENSG00000141959': ('ENSG00000141959', 0.7812895069532239, 61.8), 'ENSG00000152556': ('ENSG00000152556', 0.04551201011378003, 3.6)}","{'ENSG00000067057': ('ENSG00000067057', 0.31359649122807015, 14.3), 'ENSG00000141959': ('ENSG00000141959', 0.6074561403508771, 27.7), 'ENSG00000152556': ('ENSG00000152556', 0.07894736842105263, 3.6)}"
"('MAR04831', '')",{},{},{}
"('MAR04832', 'ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167')","{'ENSG00000163521': ('ENSG00000163521', 1, 3.1), 'ENSG00000170266': ('ENSG00000170266', 1, 37.2)}","{'ENSG00000163521': ('ENSG00000163521', 1, 4.8), 'ENSG00000170266': ('ENSG00000170266', 1, 41.5)}","{'ENSG00000163521': ('ENSG00000163521', 1, 1.8), 'ENSG00000170266': ('ENSG00000170266', 1, 22.4)}"
"('MAR07674', 'ENSG00000086062 or ENSG00000117411 or ENSG00000167531')","{'ENSG00000086062': ('ENSG00000086062', 0.303921568627451, 3.1), 'ENSG00000117411': ('ENSG00000117411', 0.696078431372549, 7.1)}","{'ENSG00000086062': ('ENSG00000086062', 0.9808743169398906, 143.6), 'ENSG00000117411': ('ENSG00000117411', 0.019125683060109287, 2.8)}","{'ENSG00000086062': ('ENSG00000086062', 0.972809667673716, 32.2), 'ENSG00000117411': ('ENSG00000117411', 0.027190332326283987, 0.9)}"
"('MAR08761', 'ENSG00000138030')",{},{},{}
"('MAR08762', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.5396270396270396, 92.6), 'ENSG00000149925': ('ENSG00000149925', 0.4603729603729604, 79.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.02421129860601614, 3.3), 'ENSG00000149925': ('ENSG00000149925', 0.9757887013939838, 133.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.29898403483309144, 20.6), 'ENSG00000149925': ('ENSG00000149925', 0.7010159651669085, 48.3)}"
"('MAR08764', 'ENSG00000115850')",{},{},{}
"('MAR08766', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 8.7)}","{'ENSG00000085662': ('ENSG00000085662', 1, 146.4)}","{'ENSG00000085662': ('ENSG00000085662', 1, 13.4)}"
"('MAR08767', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 10.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 12.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 5.4)}"
"('MAR00454', '')",{},{},{}
"('MAR04297', 'ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525')","{'ENSG00000114268': ('ENSG00000114268', 0.04808065141527723, 12.4), 'ENSG00000123836': ('ENSG00000123836', 0.3865839472663823, 99.7), 'ENSG00000170525': ('ENSG00000170525', 0.5653354013183404, 145.8)}","{'ENSG00000114268': ('ENSG00000114268', 0.040131578947368414, 6.1), 'ENSG00000123836': ('ENSG00000123836', 0.05131578947368421, 7.8), 'ENSG00000170525': ('ENSG00000170525', 0.9085526315789473, 138.1)}","{'ENSG00000114268': ('ENSG00000114268', 0.0670391061452514, 3.6), 'ENSG00000123836': ('ENSG00000123836', 0.19925512104283052, 10.7), 'ENSG00000170525': ('ENSG00000170525', 0.7337057728119181, 39.4)}"
"('MAR04310', 'ENSG00000138030')",{},{},{}
"('MAR04315', 'ENSG00000140263')","{'ENSG00000140263': ('ENSG00000140263', 1, 5.3)}","{'ENSG00000140263': ('ENSG00000140263', 1, 7.3)}","{'ENSG00000140263': ('ENSG00000140263', 1, 0.9)}"
"('MAR04316', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 8.7)}","{'ENSG00000085662': ('ENSG00000085662', 1, 146.4)}","{'ENSG00000085662': ('ENSG00000085662', 1, 13.4)}"
"('MAR04317', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.13002566295979467, 15.2), 'ENSG00000141560': ('ENSG00000141560', 0.04533789563729684, 5.3), 'ENSG00000162408': ('ENSG00000162408', 0.07698887938408897, 9.0), 'ENSG00000167363': ('ENSG00000167363', 0.0718562874251497, 8.4), 'ENSG00000172456': ('ENSG00000172456', 0.6757912745936697, 79.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.25277161862527725, 11.4), 'ENSG00000141560': ('ENSG00000141560', 0.28824833702882485, 13.0), 'ENSG00000162408': ('ENSG00000162408', 0.2239467849223947, 10.1), 'ENSG00000167363': ('ENSG00000167363', 0.09534368070953438, 4.3), 'ENSG00000172456': ('ENSG00000172456', 0.13968957871396898, 6.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.32809773123909247, 18.8), 'ENSG00000141560': ('ENSG00000141560', 0.10994764397905758, 6.3), 'ENSG00000162408': ('ENSG00000162408', 0.1710296684118674, 9.8), 'ENSG00000167363': ('ENSG00000167363', 0.09424083769633508, 5.4), 'ENSG00000172456': ('ENSG00000172456', 0.29668411867364747, 17.0)}"
"('MAR04318', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.13002566295979467, 15.2), 'ENSG00000141560': ('ENSG00000141560', 0.04533789563729684, 5.3), 'ENSG00000162408': ('ENSG00000162408', 0.07698887938408897, 9.0), 'ENSG00000167363': ('ENSG00000167363', 0.0718562874251497, 8.4), 'ENSG00000172456': ('ENSG00000172456', 0.6757912745936697, 79.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.25277161862527725, 11.4), 'ENSG00000141560': ('ENSG00000141560', 0.28824833702882485, 13.0), 'ENSG00000162408': ('ENSG00000162408', 0.2239467849223947, 10.1), 'ENSG00000167363': ('ENSG00000167363', 0.09534368070953438, 4.3), 'ENSG00000172456': ('ENSG00000172456', 0.13968957871396898, 6.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.32809773123909247, 18.8), 'ENSG00000141560': ('ENSG00000141560', 0.10994764397905758, 6.3), 'ENSG00000162408': ('ENSG00000162408', 0.1710296684118674, 9.8), 'ENSG00000167363': ('ENSG00000167363', 0.09424083769633508, 5.4), 'ENSG00000172456': ('ENSG00000172456', 0.29668411867364747, 17.0)}"
"('MAR04319', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 0.8743961352657004, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.11111111111111108, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.014492753623188403, 0.6)}","{'ENSG00000156515': ('ENSG00000156515', 0.43072824156305506, 48.5), 'ENSG00000159399': ('ENSG00000159399', 0.27175843694493784, 30.6), 'ENSG00000160883': ('ENSG00000160883', 0.2975133214920071, 33.5)}","{'ENSG00000156515': ('ENSG00000156515', 0.5246212121212122, 27.7), 'ENSG00000159399': ('ENSG00000159399', 0.45833333333333337, 24.2), 'ENSG00000160883': ('ENSG00000160883', 0.017045454545454548, 0.9)}"
"('MAR04320', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.13002566295979467, 15.2), 'ENSG00000141560': ('ENSG00000141560', 0.04533789563729684, 5.3), 'ENSG00000162408': ('ENSG00000162408', 0.07698887938408897, 9.0), 'ENSG00000167363': ('ENSG00000167363', 0.0718562874251497, 8.4), 'ENSG00000172456': ('ENSG00000172456', 0.6757912745936697, 79.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.25277161862527725, 11.4), 'ENSG00000141560': ('ENSG00000141560', 0.28824833702882485, 13.0), 'ENSG00000162408': ('ENSG00000162408', 0.2239467849223947, 10.1), 'ENSG00000167363': ('ENSG00000167363', 0.09534368070953438, 4.3), 'ENSG00000172456': ('ENSG00000172456', 0.13968957871396898, 6.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.32809773123909247, 18.8), 'ENSG00000141560': ('ENSG00000141560', 0.10994764397905758, 6.3), 'ENSG00000162408': ('ENSG00000162408', 0.1710296684118674, 9.8), 'ENSG00000167363': ('ENSG00000167363', 0.09424083769633508, 5.4), 'ENSG00000172456': ('ENSG00000172456', 0.29668411867364747, 17.0)}"
"('MAR04356', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.5396270396270396, 92.6), 'ENSG00000149925': ('ENSG00000149925', 0.4603729603729604, 79.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.02421129860601614, 3.3), 'ENSG00000149925': ('ENSG00000149925', 0.9757887013939838, 133.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.29898403483309144, 20.6), 'ENSG00000149925': ('ENSG00000149925', 0.7010159651669085, 48.3)}"
"('MAR04383', 'ENSG00000178802')","{'ENSG00000178802': ('ENSG00000178802', 1, 7.4)}","{'ENSG00000178802': ('ENSG00000178802', 1, 7.1)}","{'ENSG00000178802': ('ENSG00000178802', 1, 3.6)}"
"('MAR04385', 'ENSG00000100413 or ENSG00000100417 or ENSG00000140650')","{'ENSG00000100413': ('ENSG00000100413', 0.35058823529411764, 14.9), 'ENSG00000100417': ('ENSG00000100417', 0.36470588235294116, 15.5), 'ENSG00000140650': ('ENSG00000140650', 0.28470588235294114, 12.1)}","{'ENSG00000100413': ('ENSG00000100413', 0.2979274611398963, 11.5), 'ENSG00000100417': ('ENSG00000100417', 0.383419689119171, 14.8), 'ENSG00000140650': ('ENSG00000140650', 0.31865284974093266, 12.3)}","{'ENSG00000100413': ('ENSG00000100413', 0.06923076923076923, 1.8), 'ENSG00000100417': ('ENSG00000100417', 0.13846153846153847, 3.6), 'ENSG00000140650': ('ENSG00000140650', 0.7923076923076924, 20.6)}"
"('MAR04386', 'ENSG00000164068 or ENSG00000173540')","{'ENSG00000164068': ('ENSG00000164068', 0.9117647058823529, 15.5), 'ENSG00000173540': ('ENSG00000173540', 0.08823529411764706, 1.5)}","{'ENSG00000164068': ('ENSG00000164068', 0.28571428571428575, 6.2), 'ENSG00000173540': ('ENSG00000173540', 0.7142857142857143, 15.5)}","{'ENSG00000164068': ('ENSG00000164068', 0.8571428571428571, 5.4), 'ENSG00000173540': ('ENSG00000173540', 0.14285714285714285, 0.9)}"
"('MAR04387', 'ENSG00000173540')","{'ENSG00000173540': ('ENSG00000173540', 1, 1.5)}","{'ENSG00000173540': ('ENSG00000173540', 1, 15.5)}","{'ENSG00000173540': ('ENSG00000173540', 1, 0.9)}"
"('MAR04399', 'ENSG00000112699')","{'ENSG00000112699': ('ENSG00000112699', 1, 38.7)}","{'ENSG00000112699': ('ENSG00000112699', 1, 11.7)}","{'ENSG00000112699': ('ENSG00000112699', 1, 136.9)}"
"('MAR04400', 'ENSG00000104522')","{'ENSG00000104522': ('ENSG00000104522', 1, 3.7)}","{'ENSG00000104522': ('ENSG00000104522', 1, 28.4)}","{'ENSG00000104522': ('ENSG00000104522', 1, 2.7)}"
"('MAR04401', 'ENSG00000116783 or ENSG00000254685')",{},{},{}
"('MAR04402', 'ENSG00000157353')","{'ENSG00000157353': ('ENSG00000157353', 1, 11.8)}","{'ENSG00000157353': ('ENSG00000157353', 1, 4.2)}","{'ENSG00000157353': ('ENSG00000157353', 1, 5.4)}"
"('MAR04403', '')",{},{},{}
"('MAR04490', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 0.8743961352657004, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.11111111111111108, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.014492753623188403, 0.6)}","{'ENSG00000156515': ('ENSG00000156515', 0.43072824156305506, 48.5), 'ENSG00000159399': ('ENSG00000159399', 0.27175843694493784, 30.6), 'ENSG00000160883': ('ENSG00000160883', 0.2975133214920071, 33.5)}","{'ENSG00000156515': ('ENSG00000156515', 0.5246212121212122, 27.7), 'ENSG00000159399': ('ENSG00000159399', 0.45833333333333337, 24.2), 'ENSG00000160883': ('ENSG00000160883', 0.017045454545454548, 0.9)}"
"('MAR04706', 'ENSG00000078237 or ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525')","{'ENSG00000078237': ('ENSG00000078237', 0.03696788648244959, 9.9), 'ENSG00000114268': ('ENSG00000114268', 0.046303211351755046, 12.4), 'ENSG00000123836': ('ENSG00000123836', 0.37229275578790144, 99.7), 'ENSG00000170525': ('ENSG00000170525', 0.544436146377894, 145.8)}","{'ENSG00000078237': ('ENSG00000078237', 0.08653846153846154, 14.4), 'ENSG00000114268': ('ENSG00000114268', 0.03665865384615384, 6.1), 'ENSG00000123836': ('ENSG00000123836', 0.04687499999999999, 7.8), 'ENSG00000170525': ('ENSG00000170525', 0.8299278846153846, 138.1)}","{'ENSG00000078237': ('ENSG00000078237', 0.25, 17.9), 'ENSG00000114268': ('ENSG00000114268', 0.05027932960893855, 3.6), 'ENSG00000123836': ('ENSG00000123836', 0.1494413407821229, 10.7), 'ENSG00000170525': ('ENSG00000170525', 0.5502793296089385, 39.4)}"
"('MAR08768', 'ENSG00000104522')","{'ENSG00000104522': ('ENSG00000104522', 1, 3.7)}","{'ENSG00000104522': ('ENSG00000104522', 1, 28.4)}","{'ENSG00000104522': ('ENSG00000104522', 1, 2.7)}"
"('MAR04590', 'ENSG00000169738')","{'ENSG00000169738': ('ENSG00000169738', 1, 15.8)}","{'ENSG00000169738': ('ENSG00000169738', 1, 77.2)}","{'ENSG00000169738': ('ENSG00000169738', 1, 1.8)}"
"('MAR04591', 'ENSG00000115425 or ENSG00000116353')","{'ENSG00000115425': ('ENSG00000115425', 0.30845771144278605, 6.2), 'ENSG00000116353': ('ENSG00000116353', 0.6915422885572139, 13.9)}","{'ENSG00000115425': ('ENSG00000115425', 0.47706422018348627, 5.2), 'ENSG00000116353': ('ENSG00000116353', 0.5229357798165137, 5.7)}","{'ENSG00000115425': ('ENSG00000115425', 0.6923076923076923, 8.1), 'ENSG00000116353': ('ENSG00000116353', 0.3076923076923077, 3.6)}"
"('MAR04592', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 8.7)}","{'ENSG00000085662': ('ENSG00000085662', 1, 146.4)}","{'ENSG00000085662': ('ENSG00000085662', 1, 13.4)}"
"('MAR04593', 'ENSG00000140263')","{'ENSG00000140263': ('ENSG00000140263', 1, 5.3)}","{'ENSG00000140263': ('ENSG00000140263', 1, 7.3)}","{'ENSG00000140263': ('ENSG00000140263', 1, 0.9)}"
"('MAR04594', 'ENSG00000104808')",{},{},{}
"('MAR04595', 'ENSG00000093217')","{'ENSG00000093217': ('ENSG00000093217', 1, 13.3)}","{'ENSG00000093217': ('ENSG00000093217', 1, 2.5)}","{'ENSG00000093217': ('ENSG00000093217', 1, 17.0)}"
"('MAR08341', 'ENSG00000053371 or ENSG00000085662 or ENSG00000117448')","{'ENSG00000053371': ('ENSG00000053371', 0.48504983388704326, 14.6), 'ENSG00000085662': ('ENSG00000085662', 0.28903654485049834, 8.7), 'ENSG00000117448': ('ENSG00000117448', 0.22591362126245848, 6.8)}","{'ENSG00000053371': ('ENSG00000053371', 0.1344360902255639, 44.7), 'ENSG00000085662': ('ENSG00000085662', 0.44030075187969925, 146.4), 'ENSG00000117448': ('ENSG00000117448', 0.42526315789473684, 141.4)}","{'ENSG00000053371': ('ENSG00000053371', 0.14025974025974028, 5.4), 'ENSG00000085662': ('ENSG00000085662', 0.34805194805194806, 13.4), 'ENSG00000117448': ('ENSG00000117448', 0.5116883116883116, 19.7)}"
"('MAR08342', '')",{},{},{}
"('MAR08344', 'ENSG00000117448')","{'ENSG00000117448': ('ENSG00000117448', 1, 6.8)}","{'ENSG00000117448': ('ENSG00000117448', 1, 141.4)}","{'ENSG00000117448': ('ENSG00000117448', 1, 19.7)}"
"('MAR08352', 'ENSG00000165475')","{'ENSG00000165475': ('ENSG00000165475', 1, 54.8)}","{'ENSG00000165475': ('ENSG00000165475', 1, 40.9)}","{'ENSG00000165475': ('ENSG00000165475', 1, 12.5)}"
"('MAR08353', '')",{},{},{}
"('MAR08726', 'ENSG00000171174')","{'ENSG00000171174': ('ENSG00000171174', 1, 13.9)}","{'ENSG00000171174': ('ENSG00000171174', 1, 13.1)}","{'ENSG00000171174': ('ENSG00000171174', 1, 2.7)}"
"('MAR08727', 'ENSG00000120697')","{'ENSG00000120697': ('ENSG00000120697', 1, 10.5)}","{'ENSG00000120697': ('ENSG00000120697', 1, 39.6)}","{'ENSG00000120697': ('ENSG00000120697', 1, 13.4)}"
"('MAR08728', '')",{},{},{}
"('MAR08729', 'ENSG00000115652')","{'ENSG00000115652': ('ENSG00000115652', 1, 18.0)}","{'ENSG00000115652': ('ENSG00000115652', 1, 21.2)}","{'ENSG00000115652': ('ENSG00000115652', 1, 32.2)}"
"('MAR06537', 'ENSG00000117448')","{'ENSG00000117448': ('ENSG00000117448', 1, 6.8)}","{'ENSG00000117448': ('ENSG00000117448', 1, 141.4)}","{'ENSG00000117448': ('ENSG00000117448', 1, 19.7)}"
"('MAR01568', 'ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254')","{'ENSG00000006534': ('ENSG00000006534', 0.75, 0.9), 'ENSG00000184254': ('ENSG00000184254', 0.25, 0.3)}","{'ENSG00000006534': ('ENSG00000006534', 0.9295774647887324, 33.0), 'ENSG00000184254': ('ENSG00000184254', 0.07042253521126761, 2.5)}","{'ENSG00000006534': ('ENSG00000006534', 0.6666666666666666, 1.8), 'ENSG00000184254': ('ENSG00000184254', 0.3333333333333333, 0.9)}"
"('MAR03853', 'ENSG00000124767 or ENSG00000167699')","{'ENSG00000124767': ('ENSG00000124767', 0.6966292134831461, 24.8), 'ENSG00000167699': ('ENSG00000167699', 0.30337078651685395, 10.8)}","{'ENSG00000124767': ('ENSG00000124767', 0.6164383561643836, 63.0), 'ENSG00000167699': ('ENSG00000167699', 0.3835616438356165, 39.2)}","{'ENSG00000124767': ('ENSG00000124767', 0.7024793388429752, 17.0), 'ENSG00000167699': ('ENSG00000167699', 0.2975206611570248, 7.2)}"
"('MAR03854', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 8.7)}","{'ENSG00000085662': ('ENSG00000085662', 1, 146.4)}","{'ENSG00000085662': ('ENSG00000085662', 1, 13.4)}"
"('MAR03855', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 8.7)}","{'ENSG00000085662': ('ENSG00000085662', 1, 146.4)}","{'ENSG00000085662': ('ENSG00000085662', 1, 13.4)}"
"('MAR03857', 'ENSG00000063854 or ENSG00000103253')","{'ENSG00000063854': ('ENSG00000063854', 0.21102661596958175, 11.1), 'ENSG00000103253': ('ENSG00000103253', 0.7889733840304183, 41.5)}","{'ENSG00000063854': ('ENSG00000063854', 0.8312829525483304, 47.3), 'ENSG00000103253': ('ENSG00000103253', 0.1687170474516696, 9.6)}","{'ENSG00000063854': ('ENSG00000063854', 0.6480446927374302, 11.6), 'ENSG00000103253': ('ENSG00000103253', 0.35195530726256985, 6.3)}"
"('MAR03859', 'ENSG00000166816 or ENSG00000182224')","{'ENSG00000166816': ('ENSG00000166816', 0.5692307692307692, 7.4), 'ENSG00000182224': ('ENSG00000182224', 0.43076923076923074, 5.6)}","{'ENSG00000166816': ('ENSG00000166816', 0.7941176470588235, 2.7), 'ENSG00000182224': ('ENSG00000182224', 0.20588235294117643, 0.7)}","{'ENSG00000166816': ('ENSG00000166816', 0.4, 1.8), 'ENSG00000182224': ('ENSG00000182224', 0.6000000000000001, 2.7)}"
"('MAR04087', 'ENSG00000082212 or ENSG00000151376')","{'ENSG00000082212': ('ENSG00000082212', 0.5695067264573991, 38.1), 'ENSG00000151376': ('ENSG00000151376', 0.43049327354260086, 28.8)}","{'ENSG00000082212': ('ENSG00000082212', 0.9636608344549125, 71.6), 'ENSG00000151376': ('ENSG00000151376', 0.03633916554508749, 2.7)}","{'ENSG00000082212': ('ENSG00000082212', 0.7728813559322034, 45.6), 'ENSG00000151376': ('ENSG00000151376', 0.2271186440677966, 13.4)}"
"('MAR04089', 'ENSG00000013392 or ENSG00000065833')","{'ENSG00000013392': ('ENSG00000013392', 0.12015503875968994, 9.3), 'ENSG00000065833': ('ENSG00000065833', 0.8798449612403101, 68.1)}","{'ENSG00000013392': ('ENSG00000013392', 0.07284768211920531, 2.2), 'ENSG00000065833': ('ENSG00000065833', 0.9271523178807948, 28.0)}","{'ENSG00000013392': ('ENSG00000013392', 0.13846153846153847, 3.6), 'ENSG00000065833': ('ENSG00000065833', 0.8615384615384615, 22.4)}"
