,sample_1,sample_2,sample_3,sample_4
"('MAR03000', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.19974795211090104, 63.4), 'ENSG00000123983': ('ENSG00000123983', 0.20037807183364836, 63.6), 'ENSG00000151726': ('ENSG00000151726', 0.5869565217391304, 186.3), 'ENSG00000164398': ('ENSG00000164398', 0.012917454316320099, 4.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.520677966101695, 76.8), 'ENSG00000123983': ('ENSG00000123983', 0.021016949152542375, 3.1), 'ENSG00000151726': ('ENSG00000151726', 0.41694915254237297, 61.5), 'ENSG00000164398': ('ENSG00000164398', 0.04135593220338984, 6.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.3344262295081968, 30.6), 'ENSG00000123983': ('ENSG00000123983', 0.5387978142076502, 49.3), 'ENSG00000151726': ('ENSG00000151726', 0.11475409836065573, 10.5), 'ENSG00000164398': ('ENSG00000164398', 0.012021857923497269, 1.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.030247310839385855, 32.9), 'ENSG00000123983': ('ENSG00000123983', 0.04238301002114553, 46.1), 'ENSG00000151726': ('ENSG00000151726', 0.920290521283442, 1001.0), 'ENSG00000164398': ('ENSG00000164398', 0.007079157856026478, 7.7)}"
"('MAR03001', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.19974795211090104, 63.4), 'ENSG00000123983': ('ENSG00000123983', 0.20037807183364836, 63.6), 'ENSG00000151726': ('ENSG00000151726', 0.5869565217391304, 186.3), 'ENSG00000164398': ('ENSG00000164398', 0.012917454316320099, 4.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.520677966101695, 76.8), 'ENSG00000123983': ('ENSG00000123983', 0.021016949152542375, 3.1), 'ENSG00000151726': ('ENSG00000151726', 0.41694915254237297, 61.5), 'ENSG00000164398': ('ENSG00000164398', 0.04135593220338984, 6.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.3344262295081968, 30.6), 'ENSG00000123983': ('ENSG00000123983', 0.5387978142076502, 49.3), 'ENSG00000151726': ('ENSG00000151726', 0.11475409836065573, 10.5), 'ENSG00000164398': ('ENSG00000164398', 0.012021857923497269, 1.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.030247310839385855, 32.9), 'ENSG00000123983': ('ENSG00000123983', 0.04238301002114553, 46.1), 'ENSG00000151726': ('ENSG00000151726', 0.920290521283442, 1001.0), 'ENSG00000164398': ('ENSG00000164398', 0.007079157856026478, 7.7)}"
"('MAR03002', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.19974795211090104, 63.4), 'ENSG00000123983': ('ENSG00000123983', 0.20037807183364836, 63.6), 'ENSG00000151726': ('ENSG00000151726', 0.5869565217391304, 186.3), 'ENSG00000164398': ('ENSG00000164398', 0.012917454316320099, 4.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.520677966101695, 76.8), 'ENSG00000123983': ('ENSG00000123983', 0.021016949152542375, 3.1), 'ENSG00000151726': ('ENSG00000151726', 0.41694915254237297, 61.5), 'ENSG00000164398': ('ENSG00000164398', 0.04135593220338984, 6.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.3344262295081968, 30.6), 'ENSG00000123983': ('ENSG00000123983', 0.5387978142076502, 49.3), 'ENSG00000151726': ('ENSG00000151726', 0.11475409836065573, 10.5), 'ENSG00000164398': ('ENSG00000164398', 0.012021857923497269, 1.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.030247310839385855, 32.9), 'ENSG00000123983': ('ENSG00000123983', 0.04238301002114553, 46.1), 'ENSG00000151726': ('ENSG00000151726', 0.920290521283442, 1001.0), 'ENSG00000164398': ('ENSG00000164398', 0.007079157856026478, 7.7)}"
"('MAR03003', 'ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142')","{'ENSG00000068366': ('ENSG00000068366', 0.19974795211090104, 63.4), 'ENSG00000123983': ('ENSG00000123983', 0.20037807183364836, 63.6), 'ENSG00000151726': ('ENSG00000151726', 0.5869565217391304, 186.3), 'ENSG00000164398': ('ENSG00000164398', 0.012917454316320099, 4.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.520677966101695, 76.8), 'ENSG00000123983': ('ENSG00000123983', 0.021016949152542375, 3.1), 'ENSG00000151726': ('ENSG00000151726', 0.41694915254237297, 61.5), 'ENSG00000164398': ('ENSG00000164398', 0.04135593220338984, 6.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.3344262295081968, 30.6), 'ENSG00000123983': ('ENSG00000123983', 0.5387978142076502, 49.3), 'ENSG00000151726': ('ENSG00000151726', 0.11475409836065573, 10.5), 'ENSG00000164398': ('ENSG00000164398', 0.012021857923497269, 1.1)}","{'ENSG00000068366': ('ENSG00000068366', 0.030247310839385855, 32.9), 'ENSG00000123983': ('ENSG00000123983', 0.04238301002114553, 46.1), 'ENSG00000151726': ('ENSG00000151726', 0.920290521283442, 1001.0), 'ENSG00000164398': ('ENSG00000164398', 0.007079157856026478, 7.7)}"
"('MAR02152', 'ENSG00000151093 or ENSG00000169710')","{'ENSG00000151093': ('ENSG00000151093', 0.9012345679012346, 14.6), 'ENSG00000169710': ('ENSG00000169710', 0.09876543209876544, 1.6)}","{'ENSG00000151093': ('ENSG00000151093', 0.5, 6.1), 'ENSG00000169710': ('ENSG00000169710', 0.5, 6.1)}","{'ENSG00000151093': ('ENSG00000151093', 0.24017467248908297, 5.5), 'ENSG00000169710': ('ENSG00000169710', 0.759825327510917, 17.4)}","{'ENSG00000151093': ('ENSG00000151093', 0.09597523219814243, 18.6), 'ENSG00000169710': ('ENSG00000169710', 0.9040247678018576, 175.2)}"
"('MAR02153', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02154', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02155', 'ENSG00000115425 or ENSG00000116353 or ENSG00000169710')","{'ENSG00000115425': ('ENSG00000115425', 0.1593625498007968, 4.0), 'ENSG00000116353': ('ENSG00000116353', 0.7768924302788844, 19.5), 'ENSG00000169710': ('ENSG00000169710', 0.06374501992031872, 1.6)}","{'ENSG00000115425': ('ENSG00000115425', 0.27259259259259255, 18.4), 'ENSG00000116353': ('ENSG00000116353', 0.637037037037037, 43.0), 'ENSG00000169710': ('ENSG00000169710', 0.09037037037037036, 6.1)}","{'ENSG00000115425': ('ENSG00000115425', 0.14426229508196722, 4.4), 'ENSG00000116353': ('ENSG00000116353', 0.28524590163934427, 8.7), 'ENSG00000169710': ('ENSG00000169710', 0.5704918032786884, 17.4)}","{'ENSG00000115425': ('ENSG00000115425', 0.31786703601108035, 91.8), 'ENSG00000116353': ('ENSG00000116353', 0.0754847645429363, 21.8), 'ENSG00000169710': ('ENSG00000169710', 0.6066481994459835, 175.2)}"
"('MAR02156', 'ENSG00000151093 or ENSG00000169710')","{'ENSG00000151093': ('ENSG00000151093', 0.9012345679012346, 14.6), 'ENSG00000169710': ('ENSG00000169710', 0.09876543209876544, 1.6)}","{'ENSG00000151093': ('ENSG00000151093', 0.5, 6.1), 'ENSG00000169710': ('ENSG00000169710', 0.5, 6.1)}","{'ENSG00000151093': ('ENSG00000151093', 0.24017467248908297, 5.5), 'ENSG00000169710': ('ENSG00000169710', 0.759825327510917, 17.4)}","{'ENSG00000151093': ('ENSG00000151093', 0.09597523219814243, 18.6), 'ENSG00000169710': ('ENSG00000169710', 0.9040247678018576, 175.2)}"
"('MAR02157', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02158', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02159', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02160', 'ENSG00000151093 or ENSG00000169710')","{'ENSG00000151093': ('ENSG00000151093', 0.9012345679012346, 14.6), 'ENSG00000169710': ('ENSG00000169710', 0.09876543209876544, 1.6)}","{'ENSG00000151093': ('ENSG00000151093', 0.5, 6.1), 'ENSG00000169710': ('ENSG00000169710', 0.5, 6.1)}","{'ENSG00000151093': ('ENSG00000151093', 0.24017467248908297, 5.5), 'ENSG00000169710': ('ENSG00000169710', 0.759825327510917, 17.4)}","{'ENSG00000151093': ('ENSG00000151093', 0.09597523219814243, 18.6), 'ENSG00000169710': ('ENSG00000169710', 0.9040247678018576, 175.2)}"
"('MAR02161', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02162', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02163', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02164', 'ENSG00000151093 or ENSG00000169710')","{'ENSG00000151093': ('ENSG00000151093', 0.9012345679012346, 14.6), 'ENSG00000169710': ('ENSG00000169710', 0.09876543209876544, 1.6)}","{'ENSG00000151093': ('ENSG00000151093', 0.5, 6.1), 'ENSG00000169710': ('ENSG00000169710', 0.5, 6.1)}","{'ENSG00000151093': ('ENSG00000151093', 0.24017467248908297, 5.5), 'ENSG00000169710': ('ENSG00000169710', 0.759825327510917, 17.4)}","{'ENSG00000151093': ('ENSG00000151093', 0.09597523219814243, 18.6), 'ENSG00000169710': ('ENSG00000169710', 0.9040247678018576, 175.2)}"
"('MAR02165', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02166', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02167', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02168', 'ENSG00000151093 or ENSG00000169710')","{'ENSG00000151093': ('ENSG00000151093', 0.9012345679012346, 14.6), 'ENSG00000169710': ('ENSG00000169710', 0.09876543209876544, 1.6)}","{'ENSG00000151093': ('ENSG00000151093', 0.5, 6.1), 'ENSG00000169710': ('ENSG00000169710', 0.5, 6.1)}","{'ENSG00000151093': ('ENSG00000151093', 0.24017467248908297, 5.5), 'ENSG00000169710': ('ENSG00000169710', 0.759825327510917, 17.4)}","{'ENSG00000151093': ('ENSG00000151093', 0.09597523219814243, 18.6), 'ENSG00000169710': ('ENSG00000169710', 0.9040247678018576, 175.2)}"
"('MAR02169', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02170', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02171', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02173', 'ENSG00000151093 or ENSG00000169710')","{'ENSG00000151093': ('ENSG00000151093', 0.9012345679012346, 14.6), 'ENSG00000169710': ('ENSG00000169710', 0.09876543209876544, 1.6)}","{'ENSG00000151093': ('ENSG00000151093', 0.5, 6.1), 'ENSG00000169710': ('ENSG00000169710', 0.5, 6.1)}","{'ENSG00000151093': ('ENSG00000151093', 0.24017467248908297, 5.5), 'ENSG00000169710': ('ENSG00000169710', 0.759825327510917, 17.4)}","{'ENSG00000151093': ('ENSG00000151093', 0.09597523219814243, 18.6), 'ENSG00000169710': ('ENSG00000169710', 0.9040247678018576, 175.2)}"
"('MAR02174', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02175', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02176', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02178', 'ENSG00000151093 or ENSG00000169710')","{'ENSG00000151093': ('ENSG00000151093', 0.9012345679012346, 14.6), 'ENSG00000169710': ('ENSG00000169710', 0.09876543209876544, 1.6)}","{'ENSG00000151093': ('ENSG00000151093', 0.5, 6.1), 'ENSG00000169710': ('ENSG00000169710', 0.5, 6.1)}","{'ENSG00000151093': ('ENSG00000151093', 0.24017467248908297, 5.5), 'ENSG00000169710': ('ENSG00000169710', 0.759825327510917, 17.4)}","{'ENSG00000151093': ('ENSG00000151093', 0.09597523219814243, 18.6), 'ENSG00000169710': ('ENSG00000169710', 0.9040247678018576, 175.2)}"
"('MAR02179', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02180', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02181', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR04295', 'ENSG00000076555')","{'ENSG00000076555': ('ENSG00000076555', 1, 25.4)}","{'ENSG00000076555': ('ENSG00000076555', 1, 3.1)}","{'ENSG00000076555': ('ENSG00000076555', 1, 40.4)}","{'ENSG00000076555': ('ENSG00000076555', 1, 166.7)}"
"('MAR02227', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02228', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02229', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02230', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02231', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02232', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02233', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02234', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02235', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02236', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02237', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02238', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02239', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02240', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02241', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02242', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02243', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02244', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02245', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02246', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02247', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
"('MAR02249', 'ENSG00000169710')","{'ENSG00000169710': ('ENSG00000169710', 1, 1.6)}","{'ENSG00000169710': ('ENSG00000169710', 1, 6.1)}","{'ENSG00000169710': ('ENSG00000169710', 1, 17.4)}","{'ENSG00000169710': ('ENSG00000169710', 1, 175.2)}"
