,sample_1,sample_2,sample_3,sample_4
"('MAR03363', 'ENSG00000060971 and ENSG00000167306')","{'ENSG00000060971': ('ENSG00000060971', 1, 3.9), 'ENSG00000167306': ('ENSG00000167306', 1, 2.7)}","{'ENSG00000060971': ('ENSG00000060971', 1, 92.2), 'ENSG00000167306': ('ENSG00000167306', 1, 6.1)}","{'ENSG00000060971': ('ENSG00000060971', 1, 29.7), 'ENSG00000167306': ('ENSG00000167306', 1, 1.5)}","{'ENSG00000060971': ('ENSG00000060971', 1, 782.2), 'ENSG00000167306': ('ENSG00000167306', 1, 19.5)}"
"('MAR03218', 'ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646')","{'ENSG00000072778': ('ENSG00000072778', 0.47582312708764113, 598.3), 'ENSG00000115361': ('ENSG00000115361', 0.0007157626849053602, 0.9), 'ENSG00000117054': ('ENSG00000117054', 0.5032606966756799, 632.8), 'ENSG00000177646': ('ENSG00000177646', 0.0202004135517735, 25.4)}","{'ENSG00000072778': ('ENSG00000072778', 0.35719265628631186, 153.7), 'ENSG00000115361': ('ENSG00000115361', 0.042760864513130374, 18.4), 'ENSG00000117054': ('ENSG00000117054', 0.5428770625145247, 233.6), 'ENSG00000177646': ('ENSG00000177646', 0.057169416686033, 24.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.5532786885245903, 67.5), 'ENSG00000115361': ('ENSG00000115361', 0.004918032786885246, 0.6), 'ENSG00000117054': ('ENSG00000117054', 0.3303278688524591, 40.3), 'ENSG00000177646': ('ENSG00000177646', 0.11147540983606559, 13.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.4942369755647763, 321.6), 'ENSG00000115361': ('ENSG00000115361', 0.04349162440448747, 28.3), 'ENSG00000117054': ('ENSG00000117054', 0.4287690179806362, 279.0), 'ENSG00000177646': ('ENSG00000177646', 0.033502382050099894, 21.8)}"
"('MAR03219', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000113790': ('ENSG00000113790', 1, 23.6), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000113790': ('ENSG00000113790', 1, 6.1), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000113790': ('ENSG00000113790', 1, 10.2), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000113790': ('ENSG00000113790', 1, 276.9), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}"
"('MAR03220', 'ENSG00000072506 and ENSG00000084754 and ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 1, 67.4), 'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138796': ('ENSG00000138796', 1, 288.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 230.5), 'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138796': ('ENSG00000138796', 1, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 57.5), 'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138796': ('ENSG00000138796', 1, 19.1)}","{'ENSG00000072506': ('ENSG00000072506', 1, 525.7), 'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138796': ('ENSG00000138796', 1, 310.8)}"
"('MAR03221', 'ENSG00000084754 and ENSG00000138029 and ENSG00000167315')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138029': ('ENSG00000138029', 1, 1271.8), 'ENSG00000167315': ('ENSG00000167315', 1, 197.0)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138029': ('ENSG00000138029', 1, 414.9), 'ENSG00000167315': ('ENSG00000167315', 1, 202.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138029': ('ENSG00000138029', 1, 67.3), 'ENSG00000167315': ('ENSG00000167315', 1, 28.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138029': ('ENSG00000138029', 1, 286.4), 'ENSG00000167315': ('ENSG00000167315', 1, 954.2)}"
"('MAR03222', 'ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646')","{'ENSG00000072778': ('ENSG00000072778', 0.47582312708764113, 598.3), 'ENSG00000115361': ('ENSG00000115361', 0.0007157626849053602, 0.9), 'ENSG00000117054': ('ENSG00000117054', 0.5032606966756799, 632.8), 'ENSG00000177646': ('ENSG00000177646', 0.0202004135517735, 25.4)}","{'ENSG00000072778': ('ENSG00000072778', 0.35719265628631186, 153.7), 'ENSG00000115361': ('ENSG00000115361', 0.042760864513130374, 18.4), 'ENSG00000117054': ('ENSG00000117054', 0.5428770625145247, 233.6), 'ENSG00000177646': ('ENSG00000177646', 0.057169416686033, 24.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.5532786885245903, 67.5), 'ENSG00000115361': ('ENSG00000115361', 0.004918032786885246, 0.6), 'ENSG00000117054': ('ENSG00000117054', 0.3303278688524591, 40.3), 'ENSG00000177646': ('ENSG00000177646', 0.11147540983606559, 13.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.4942369755647763, 321.6), 'ENSG00000115361': ('ENSG00000115361', 0.04349162440448747, 28.3), 'ENSG00000117054': ('ENSG00000117054', 0.4287690179806362, 279.0), 'ENSG00000177646': ('ENSG00000177646', 0.033502382050099894, 21.8)}"
"('MAR03223', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000113790': ('ENSG00000113790', 1, 23.6), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000113790': ('ENSG00000113790', 1, 6.1), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000113790': ('ENSG00000113790', 1, 10.2), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000113790': ('ENSG00000113790', 1, 276.9), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}"
"('MAR03224', 'ENSG00000072506 and ENSG00000084754 and ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 1, 67.4), 'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138796': ('ENSG00000138796', 1, 288.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 230.5), 'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138796': ('ENSG00000138796', 1, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 57.5), 'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138796': ('ENSG00000138796', 1, 19.1)}","{'ENSG00000072506': ('ENSG00000072506', 1, 525.7), 'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138796': ('ENSG00000138796', 1, 310.8)}"
"('MAR03225', 'ENSG00000084754 and ENSG00000138029 and ENSG00000167315')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138029': ('ENSG00000138029', 1, 1271.8), 'ENSG00000167315': ('ENSG00000167315', 1, 197.0)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138029': ('ENSG00000138029', 1, 414.9), 'ENSG00000167315': ('ENSG00000167315', 1, 202.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138029': ('ENSG00000138029', 1, 67.3), 'ENSG00000167315': ('ENSG00000167315', 1, 28.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138029': ('ENSG00000138029', 1, 286.4), 'ENSG00000167315': ('ENSG00000167315', 1, 954.2)}"
"('MAR03226', 'ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646')","{'ENSG00000072778': ('ENSG00000072778', 0.47582312708764113, 598.3), 'ENSG00000115361': ('ENSG00000115361', 0.0007157626849053602, 0.9), 'ENSG00000117054': ('ENSG00000117054', 0.5032606966756799, 632.8), 'ENSG00000177646': ('ENSG00000177646', 0.0202004135517735, 25.4)}","{'ENSG00000072778': ('ENSG00000072778', 0.35719265628631186, 153.7), 'ENSG00000115361': ('ENSG00000115361', 0.042760864513130374, 18.4), 'ENSG00000117054': ('ENSG00000117054', 0.5428770625145247, 233.6), 'ENSG00000177646': ('ENSG00000177646', 0.057169416686033, 24.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.5532786885245903, 67.5), 'ENSG00000115361': ('ENSG00000115361', 0.004918032786885246, 0.6), 'ENSG00000117054': ('ENSG00000117054', 0.3303278688524591, 40.3), 'ENSG00000177646': ('ENSG00000177646', 0.11147540983606559, 13.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.4942369755647763, 321.6), 'ENSG00000115361': ('ENSG00000115361', 0.04349162440448747, 28.3), 'ENSG00000117054': ('ENSG00000117054', 0.4287690179806362, 279.0), 'ENSG00000177646': ('ENSG00000177646', 0.033502382050099894, 21.8)}"
"('MAR03227', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000113790': ('ENSG00000113790', 1, 23.6), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000113790': ('ENSG00000113790', 1, 6.1), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000113790': ('ENSG00000113790', 1, 10.2), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000113790': ('ENSG00000113790', 1, 276.9), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}"
"('MAR03228', 'ENSG00000072506 and ENSG00000084754 and ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 1, 67.4), 'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138796': ('ENSG00000138796', 1, 288.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 230.5), 'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138796': ('ENSG00000138796', 1, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 57.5), 'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138796': ('ENSG00000138796', 1, 19.1)}","{'ENSG00000072506': ('ENSG00000072506', 1, 525.7), 'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138796': ('ENSG00000138796', 1, 310.8)}"
"('MAR03229', 'ENSG00000084754 and ENSG00000138029 and ENSG00000167315')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138029': ('ENSG00000138029', 1, 1271.8), 'ENSG00000167315': ('ENSG00000167315', 1, 197.0)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138029': ('ENSG00000138029', 1, 414.9), 'ENSG00000167315': ('ENSG00000167315', 1, 202.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138029': ('ENSG00000138029', 1, 67.3), 'ENSG00000167315': ('ENSG00000167315', 1, 28.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138029': ('ENSG00000138029', 1, 286.4), 'ENSG00000167315': ('ENSG00000167315', 1, 954.2)}"
"('MAR03230', 'ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646')","{'ENSG00000072778': ('ENSG00000072778', 0.47582312708764113, 598.3), 'ENSG00000115361': ('ENSG00000115361', 0.0007157626849053602, 0.9), 'ENSG00000117054': ('ENSG00000117054', 0.5032606966756799, 632.8), 'ENSG00000177646': ('ENSG00000177646', 0.0202004135517735, 25.4)}","{'ENSG00000072778': ('ENSG00000072778', 0.35719265628631186, 153.7), 'ENSG00000115361': ('ENSG00000115361', 0.042760864513130374, 18.4), 'ENSG00000117054': ('ENSG00000117054', 0.5428770625145247, 233.6), 'ENSG00000177646': ('ENSG00000177646', 0.057169416686033, 24.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.5532786885245903, 67.5), 'ENSG00000115361': ('ENSG00000115361', 0.004918032786885246, 0.6), 'ENSG00000117054': ('ENSG00000117054', 0.3303278688524591, 40.3), 'ENSG00000177646': ('ENSG00000177646', 0.11147540983606559, 13.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.4942369755647763, 321.6), 'ENSG00000115361': ('ENSG00000115361', 0.04349162440448747, 28.3), 'ENSG00000117054': ('ENSG00000117054', 0.4287690179806362, 279.0), 'ENSG00000177646': ('ENSG00000177646', 0.033502382050099894, 21.8)}"
"('MAR03231', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000113790': ('ENSG00000113790', 1, 23.6), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000113790': ('ENSG00000113790', 1, 6.1), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000113790': ('ENSG00000113790', 1, 10.2), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000113790': ('ENSG00000113790', 1, 276.9), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}"
"('MAR03232', 'ENSG00000072506 and ENSG00000084754 and ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 1, 67.4), 'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138796': ('ENSG00000138796', 1, 288.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 230.5), 'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138796': ('ENSG00000138796', 1, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 57.5), 'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138796': ('ENSG00000138796', 1, 19.1)}","{'ENSG00000072506': ('ENSG00000072506', 1, 525.7), 'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138796': ('ENSG00000138796', 1, 310.8)}"
"('MAR03233', 'ENSG00000084754 and ENSG00000138029 and ENSG00000167315')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138029': ('ENSG00000138029', 1, 1271.8), 'ENSG00000167315': ('ENSG00000167315', 1, 197.0)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138029': ('ENSG00000138029', 1, 414.9), 'ENSG00000167315': ('ENSG00000167315', 1, 202.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138029': ('ENSG00000138029', 1, 67.3), 'ENSG00000167315': ('ENSG00000167315', 1, 28.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138029': ('ENSG00000138029', 1, 286.4), 'ENSG00000167315': ('ENSG00000167315', 1, 954.2)}"
"('MAR03234', 'ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646')","{'ENSG00000072778': ('ENSG00000072778', 0.47582312708764113, 598.3), 'ENSG00000115361': ('ENSG00000115361', 0.0007157626849053602, 0.9), 'ENSG00000117054': ('ENSG00000117054', 0.5032606966756799, 632.8), 'ENSG00000177646': ('ENSG00000177646', 0.0202004135517735, 25.4)}","{'ENSG00000072778': ('ENSG00000072778', 0.35719265628631186, 153.7), 'ENSG00000115361': ('ENSG00000115361', 0.042760864513130374, 18.4), 'ENSG00000117054': ('ENSG00000117054', 0.5428770625145247, 233.6), 'ENSG00000177646': ('ENSG00000177646', 0.057169416686033, 24.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.5532786885245903, 67.5), 'ENSG00000115361': ('ENSG00000115361', 0.004918032786885246, 0.6), 'ENSG00000117054': ('ENSG00000117054', 0.3303278688524591, 40.3), 'ENSG00000177646': ('ENSG00000177646', 0.11147540983606559, 13.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.4942369755647763, 321.6), 'ENSG00000115361': ('ENSG00000115361', 0.04349162440448747, 28.3), 'ENSG00000117054': ('ENSG00000117054', 0.4287690179806362, 279.0), 'ENSG00000177646': ('ENSG00000177646', 0.033502382050099894, 21.8)}"
"('MAR03235', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000113790': ('ENSG00000113790', 1, 23.6), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000113790': ('ENSG00000113790', 1, 6.1), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000113790': ('ENSG00000113790', 1, 10.2), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000113790': ('ENSG00000113790', 1, 276.9), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}"
"('MAR03236', 'ENSG00000072506 and ENSG00000084754 and ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 1, 67.4), 'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138796': ('ENSG00000138796', 1, 288.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 230.5), 'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138796': ('ENSG00000138796', 1, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 57.5), 'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138796': ('ENSG00000138796', 1, 19.1)}","{'ENSG00000072506': ('ENSG00000072506', 1, 525.7), 'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138796': ('ENSG00000138796', 1, 310.8)}"
"('MAR03237', 'ENSG00000084754 and ENSG00000138029 and ENSG00000167315')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138029': ('ENSG00000138029', 1, 1271.8), 'ENSG00000167315': ('ENSG00000167315', 1, 197.0)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138029': ('ENSG00000138029', 1, 414.9), 'ENSG00000167315': ('ENSG00000167315', 1, 202.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138029': ('ENSG00000138029', 1, 67.3), 'ENSG00000167315': ('ENSG00000167315', 1, 28.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138029': ('ENSG00000138029', 1, 286.4), 'ENSG00000167315': ('ENSG00000167315', 1, 954.2)}"
"('MAR03239', 'ENSG00000104823 or ENSG00000167969 or ENSG00000198721')","{'ENSG00000104823': ('ENSG00000104823', 0.559927797833935, 465.3), 'ENSG00000167969': ('ENSG00000167969', 0.1306859205776173, 108.6), 'ENSG00000198721': ('ENSG00000198721', 0.30938628158844766, 257.1)}","{'ENSG00000104823': ('ENSG00000104823', 0.4201992369648156, 396.5), 'ENSG00000167969': ('ENSG00000167969', 0.19542178889359899, 184.4), 'ENSG00000198721': ('ENSG00000198721', 0.38437897414158545, 362.7)}","{'ENSG00000104823': ('ENSG00000104823', 0.5372549019607843, 95.9), 'ENSG00000167969': ('ENSG00000167969', 0.1876750700280112, 33.5), 'ENSG00000198721': ('ENSG00000198721', 0.2750700280112045, 49.1)}","{'ENSG00000104823': ('ENSG00000104823', 0.5921547555077915, 661.2), 'ENSG00000167969': ('ENSG00000167969', 0.2144904173383485, 239.5), 'ENSG00000198721': ('ENSG00000198721', 0.1933548271538599, 215.9)}"
"('MAR03275', 'ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646')","{'ENSG00000072778': ('ENSG00000072778', 0.47582312708764113, 598.3), 'ENSG00000115361': ('ENSG00000115361', 0.0007157626849053602, 0.9), 'ENSG00000117054': ('ENSG00000117054', 0.5032606966756799, 632.8), 'ENSG00000177646': ('ENSG00000177646', 0.0202004135517735, 25.4)}","{'ENSG00000072778': ('ENSG00000072778', 0.35719265628631186, 153.7), 'ENSG00000115361': ('ENSG00000115361', 0.042760864513130374, 18.4), 'ENSG00000117054': ('ENSG00000117054', 0.5428770625145247, 233.6), 'ENSG00000177646': ('ENSG00000177646', 0.057169416686033, 24.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.5532786885245903, 67.5), 'ENSG00000115361': ('ENSG00000115361', 0.004918032786885246, 0.6), 'ENSG00000117054': ('ENSG00000117054', 0.3303278688524591, 40.3), 'ENSG00000177646': ('ENSG00000177646', 0.11147540983606559, 13.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.4942369755647763, 321.6), 'ENSG00000115361': ('ENSG00000115361', 0.04349162440448747, 28.3), 'ENSG00000117054': ('ENSG00000117054', 0.4287690179806362, 279.0), 'ENSG00000177646': ('ENSG00000177646', 0.033502382050099894, 21.8)}"
"('MAR03277', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000113790': ('ENSG00000113790', 1, 23.6), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000113790': ('ENSG00000113790', 1, 6.1), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000113790': ('ENSG00000113790', 1, 10.2), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000113790': ('ENSG00000113790', 1, 276.9), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}"
"('MAR03278', 'ENSG00000072506 and ENSG00000084754 and ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 1, 67.4), 'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138796': ('ENSG00000138796', 1, 288.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 230.5), 'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138796': ('ENSG00000138796', 1, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 57.5), 'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138796': ('ENSG00000138796', 1, 19.1)}","{'ENSG00000072506': ('ENSG00000072506', 1, 525.7), 'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138796': ('ENSG00000138796', 1, 310.8)}"
"('MAR03279', 'ENSG00000084754 and ENSG00000138029 and ENSG00000167315')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138029': ('ENSG00000138029', 1, 1271.8), 'ENSG00000167315': ('ENSG00000167315', 1, 197.0)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138029': ('ENSG00000138029', 1, 414.9), 'ENSG00000167315': ('ENSG00000167315', 1, 202.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138029': ('ENSG00000138029', 1, 67.3), 'ENSG00000167315': ('ENSG00000167315', 1, 28.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138029': ('ENSG00000138029', 1, 286.4), 'ENSG00000167315': ('ENSG00000167315', 1, 954.2)}"
"('MAR03280', 'ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646')","{'ENSG00000072778': ('ENSG00000072778', 0.47582312708764113, 598.3), 'ENSG00000115361': ('ENSG00000115361', 0.0007157626849053602, 0.9), 'ENSG00000117054': ('ENSG00000117054', 0.5032606966756799, 632.8), 'ENSG00000177646': ('ENSG00000177646', 0.0202004135517735, 25.4)}","{'ENSG00000072778': ('ENSG00000072778', 0.35719265628631186, 153.7), 'ENSG00000115361': ('ENSG00000115361', 0.042760864513130374, 18.4), 'ENSG00000117054': ('ENSG00000117054', 0.5428770625145247, 233.6), 'ENSG00000177646': ('ENSG00000177646', 0.057169416686033, 24.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.5532786885245903, 67.5), 'ENSG00000115361': ('ENSG00000115361', 0.004918032786885246, 0.6), 'ENSG00000117054': ('ENSG00000117054', 0.3303278688524591, 40.3), 'ENSG00000177646': ('ENSG00000177646', 0.11147540983606559, 13.6)}","{'ENSG00000072778': ('ENSG00000072778', 0.4942369755647763, 321.6), 'ENSG00000115361': ('ENSG00000115361', 0.04349162440448747, 28.3), 'ENSG00000117054': ('ENSG00000117054', 0.4287690179806362, 279.0), 'ENSG00000177646': ('ENSG00000177646', 0.033502382050099894, 21.8)}"
"('MAR03281', 'ENSG00000084754 and ENSG00000113790 and ENSG00000127884')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000113790': ('ENSG00000113790', 1, 23.6), 'ENSG00000127884': ('ENSG00000127884', 1, 194.2)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000113790': ('ENSG00000113790', 1, 6.1), 'ENSG00000127884': ('ENSG00000127884', 1, 451.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000113790': ('ENSG00000113790', 1, 10.2), 'ENSG00000127884': ('ENSG00000127884', 1, 75.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000113790': ('ENSG00000113790', 1, 276.9), 'ENSG00000127884': ('ENSG00000127884', 1, 1624.1)}"
"('MAR03282', 'ENSG00000072506 and ENSG00000084754 and ENSG00000138796')","{'ENSG00000072506': ('ENSG00000072506', 1, 67.4), 'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138796': ('ENSG00000138796', 1, 288.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 230.5), 'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138796': ('ENSG00000138796', 1, 107.6)}","{'ENSG00000072506': ('ENSG00000072506', 1, 57.5), 'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138796': ('ENSG00000138796', 1, 19.1)}","{'ENSG00000072506': ('ENSG00000072506', 1, 525.7), 'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138796': ('ENSG00000138796', 1, 310.8)}"
"('MAR03283', 'ENSG00000084754 and ENSG00000138029 and ENSG00000167315')","{'ENSG00000084754': ('ENSG00000084754', 1, 404.3), 'ENSG00000138029': ('ENSG00000138029', 1, 1271.8), 'ENSG00000167315': ('ENSG00000167315', 1, 197.0)}","{'ENSG00000084754': ('ENSG00000084754', 1, 132.2), 'ENSG00000138029': ('ENSG00000138029', 1, 414.9), 'ENSG00000167315': ('ENSG00000167315', 1, 202.8)}","{'ENSG00000084754': ('ENSG00000084754', 1, 101.7), 'ENSG00000138029': ('ENSG00000138029', 1, 67.3), 'ENSG00000167315': ('ENSG00000167315', 1, 28.3)}","{'ENSG00000084754': ('ENSG00000084754', 1, 180.5), 'ENSG00000138029': ('ENSG00000138029', 1, 286.4), 'ENSG00000167315': ('ENSG00000167315', 1, 954.2)}"
